21,4 67 80
20,5 61 61
19,6 58 58
18,7 55 55
17,8 52 51
16,9 49 49
15,10 46 48
14,11 46 46
13,12 43 44
12,13 43 44
11,14 43 43
10,15 43 43
9,16 43 41
8,17 41 41
7,18 41 42
6,19 41 43
5,20 43 43
4,21 43 80
21,3 58 58
20,4 53 52
19,5 50 50
18,6 47 50
17,7 45 47
16,8 43 45
15,9 41 44
14,10 40 40
13,11 38 39
12,12 38 39
11,13 38 38
10,14 38 37
9,15 36 38
8,16 36 36
7,17 36 38
6,18 36 38
5,19 39 39
4,20 39 39
3,21 40 40
21,2 49 80
20,3 45 48
19,4 42 44
18,5 40 41
17,6 38 42
16,7 37 39
15,8 35 39
14,9 33 37
13,10 35 34
12,11 31 34
11,12 31 34
10,13 31 33
9,14 31 34
8,15 31 34
7,16 31 34
6,17 31 34
5,18 33 35
4,19 33 34
3,20 35 36
2,21 37 80
21,1 40 40
20,2 37 37
19,3 35 40
18,4 33 37
17,5 32 33
16,6 31 35
15,7 29 32
14,8 28 32
13,9 27 32
12,10 26 30
11,11 26 31
10,12 26 30
9,13 26 31
8,14 26 31
7,15 26 30
6,16 26 29
5,17 28 29
4,18 29 31
3,19 30 31
2,20 32 34
1,21 34 34
21,0 31 80
20,1 29 35
19,2 28 29
18,3 27 27
17,4 26 33
16,5 25 30
15,6 24 28
14,7 23 29
13,8 22 27
12,9 21 27
11,10 21 27
10,11 21 27
9,12 21 25
8,13 21 25
7,14 21 26
6,15 21 25
5,16 23 27
4,17 24 28
3,18 26 28
2,19 27 29
1,20 29 31
0,21 31 80
20,0 28 28
19,1 27 27
18,2 26 27
17,3 25 27
16,4 24 26
15,5 23 25
14,6 22 25
13,7 21 25
12,8 20 25
11,9 20 24
10,10 20 24
9,11 20 22
8,12 20 24
7,13 20 23
6,14 20 23
5,15 20 25
4,16 22 24
3,17 23 25
2,18 25 26
1,19 26 28
0,20 28 28
19,0 26 26
18,1 25 25
17,2 24 24
16,3 23 24
15,4 22 23
14,5 21 21
13,6 19 24
12,7 19 22
11,8 19 20
10,9 19 20
9,10 19 21
8,11 19 21
7,12 19 22
6,13 19 22
5,14 19 22
4,15 19 22
3,16 21 22
2,17 23 24
1,18 24 25
0,19 26 26
18,0 24 24
17,1 23 23
16,2 22 22
15,3 21 21
14,4 20 21
13,5 18 20
12,6 18 21
11,7 18 20
10,8 18 20
9,9 18 20
8,10 18 18
7,11 18 20
6,12 18 19
5,13 18 20
4,14 18 20
3,15 18 21
2,16 20 21
1,17 22 22
0,18 24 23
17,0 22 21
16,1 21 21
15,2 20 20
14,3 18 19
13,4 17 19
12,5 17 18
11,6 17 18
10,7 17 18
9,8 17 18
8,9 17 17
7,10 17 17
6,11 17 17
5,12 17 18
4,13 17 18
3,14 17 18
2,15 18 19
1,16 19 19
0,17 21 21
16,0 20 19
15,1 19 18
14,2 17 18
13,3 16 17
12,4 16 17
11,5 16 17
10,6 16 16
9,7 16 16
8,8 16 16
7,9 16 16
6,10 16 16
5,11 16 16
4,12 16 16
3,13 16 16
2,14 16 17
1,15 17 18
0,16 19 19
15,0 18 16
14,1 16 16
13,2 15 16
12,3 15 15
11,4 15 15
10,5 15 15
9,6 15 15
8,7 15 15
7,8 15 15
6,9 15 15
5,10 15 15
4,11 15 15
3,12 15 15
2,13 15 15
1,14 15 16
0,15 17 16
14,0 15 15
13,1 14 14
12,2 14 14
11,3 14 14
10,4 14 14
9,5 14 14
8,6 14 14
7,7 14 14
6,8 14 14
5,9 14 14
4,10 14 14
3,11 14 14
2,12 14 14
1,13 14 14
0,14 15 15
