13,2 37 37
12,3 34 31
11,4 31 28
10,5 28 25
9,6 25 24
8,7 25 23
7,8 25 23
6,9 25 23
5,10 23 23
4,11 23 23
3,12 23 23
2,13 25 25
13,1 28 28
12,2 26 25
11,3 24 22
10,4 21 21
9,5 22 20
8,6 20 19
7,7 18 18
6,8 18 18
5,9 18 18
4,10 18 18
3,11 18 18
2,12 20 20
1,13 22 22
13,0 19 19
12,1 18 18
11,2 17 17
10,3 16 16
9,4 15 15
8,5 14 14
7,6 13 13
6,7 13 13
5,8 13 13
4,9 13 13
3,10 13 13
2,11 15 15
1,12 17 17
0,13 19 19
12,0 16 16
11,1 16 15
10,2 14 14
9,3 13 13
8,4 12 12
7,5 12 12
6,6 12 12
5,7 12 12
4,8 12 12
3,9 12 12
2,10 12 12
1,11 14 14
0,12 16 16
11,0 15 13
10,1 13 12
9,2 11 11
8,3 11 11
7,4 11 11
6,5 11 11
5,6 11 11
4,7 11 11
3,8 11 11
2,9 11 11
1,10 11 11
0,11 13 13
10,0 12 10
9,1 10 10
8,2 10 10
7,3 10 10
6,4 10 10
5,5 10 10
4,6 10 10
3,7 10 10
2,8 10 10
1,9 10 10
0,10 10 10
9,0 9 9
8,1 9 9
7,2 9 9
6,3 9 9
5,4 9 9
4,5 9 9
3,6 9 9
2,7 9 9
1,8 9 9
0,9 9 9
