2,37 53 150
1,38 55 150
0,39 57 150
38,0 54 150
37,1 52 150
36,2 50 150
35,3 49 150
34,4 48 150
33,5 47 150
32,6 46 67
31,7 45 64
30,8 44 69
29,9 43 65
28,10 42 66
27,11 41 58
26,12 40 57
25,13 44 59
24,14 38 58
23,15 38 56
22,16 38 58
21,17 38 56
20,18 38 55
19,19 38 55
18,20 38 55
17,21 38 49
16,22 38 53
15,23 38 56
14,24 38 54
13,25 38 54
12,26 38 55
11,27 38 52
10,28 38 54
9,29 40 58
8,30 41 56
7,31 43 57
6,32 44 61
5,33 46 64
4,34 47 150
3,35 48 150
2,36 50 150
1,37 52 150
0,38 54 150
37,0 51 150
36,1 49 150
35,2 48 150
34,3 47 150
33,4 46 68
32,5 45 64
31,6 44 71
30,7 43 62
29,8 42 64
28,9 41 61
27,10 40 57
26,11 39 59
25,12 38 56
24,13 41 55
23,14 37 53
22,15 39 46
21,16 37 50
20,17 37 54
19,18 37 53
18,19 37 51
17,20 37 52
16,21 37 51
15,22 37 52
14,23 37 51
13,24 37 52
12,25 37 51
11,26 37 53
10,27 37 52
9,28 37 51
8,29 39 53
7,30 41 54
6,31 42 59
5,32 44 51
4,33 45 58
3,34 46 52
2,35 48 150
1,36 49 150
0,37 51 150
36,0 48 150
35,1 47 150
34,2 46 150
33,3 45 59
32,4 44 56
31,5 43 59
30,6 42 56
29,7 42 58
28,8 40 51
27,9 40 57
26,10 38 52
25,11 37 50
24,12 36 54
23,13 36 49
22,14 36 50
21,15 36 49
20,16 36 48
19,17 36 50
18,18 36 49
17,19 36 50
16,20 36 48
15,21 36 50
14,22 36 49
13,23 36 47
12,24 36 47
11,25 36 49
10,26 36 48
9,27 36 50
8,28 38 48
7,29 38 49
6,30 41 50
5,31 41 54
4,32 43 56
3,33 45 50
2,34 46 150
1,35 47 150
0,36 48 150
35,0 46 150
34,1 45 61
33,2 44 53
32,3 43 54
31,4 42 54
30,5 40 47
29,6 40 52
28,7 39 53
27,8 38 53
26,9 36 49
25,10 35 51
24,11 35 49
23,12 35 45
22,13 35 45
21,14 35 48
20,15 35 47
19,16 35 46
18,17 35 47
17,18 35 47
16,19 35 46
15,20 35 45
14,21 35 45
13,22 35 46
12,23 35 46
11,24 35 46
10,25 35 47
9,26 35 47
8,27 35 48
7,28 36 47
6,29 37 49
5,30 40 47
4,31 41 50
3,32 42 49
2,33 44 150
1,34 45 56
0,35 46 150
34,0 44 45
33,1 43 150
32,2 42 54
31,3 41 61
30,4 40 56
29,5 39 50
28,6 37 51
27,7 36 50
26,8 36 49
25,9 34 47
24,10 34 46
23,11 34 44
22,12 34 45
21,13 34 45
20,14 34 45
19,15 34 43
18,16 34 44
17,17 34 40
16,18 34 45
15,19 34 43
14,20 34 42
13,21 34 43
12,22 34 43
11,23 34 45
10,24 34 44
9,25 34 43
8,26 34 45
7,27 34 46
6,28 35 45
5,29 36 45
4,30 39 48
3,31 39 46
2,32 40 52
1,33 43 49
0,34 44 46
33,0 42 150
32,1 41 54
31,2 40 44
30,3 39 53
29,4 38 48
28,5 37 49
27,6 36 43
26,7 34 44
25,8 34 44
24,9 33 45
23,10 33 43
22,11 33 43
21,12 33 41
20,13 33 41
19,14 33 41
18,15 33 42
17,16 33 40
16,17 33 42
15,18 33 40
14,19 33 40
13,20 33 40
12,21 33 41
11,22 33 42
10,23 33 42
9,24 33 42
8,25 33 40
7,26 34 40
6,27 34 42
5,28 35 43
4,29 36 44
3,30 37 48
2,31 40 43
1,32 41 51
0,33 42 48
32,0 40 46
31,1 39 55
30,2 38 43
29,3 36 43
28,4 35 45
27,5 34 44
26,6 33 44
25,7 33 44
24,8 32 42
23,9 32 39
22,10 32 40
21,11 32 39
20,12 32 39
19,13 32 38
18,14 32 39
17,15 32 40
16,16 32 35
15,17 32 39
14,18 32 36
13,19 32 36
12,20 32 36
11,21 32 36
10,22 32 38
9,23 32 39
8,24 32 41
7,25 32 40
6,26 32 40
5,27 33 42
4,28 34 42
3,29 35 41
2,30 37 41
1,31 39 49
0,32 40 48
31,0 38 45
30,1 37 43
29,2 36 41
28,3 35 40
27,4 33 40
26,5 33 38
25,6 33 40
24,7 31 38
23,8 31 39
22,9 31 38
21,10 31 39
20,11 31 36
19,12 31 38
18,13 31 37
17,14 31 36
16,15 31 38
15,16 31 34
14,17 31 37
13,18 31 35
12,19 31 36
11,20 31 36
10,21 31 36
9,22 31 37
8,23 31 38
7,24 31 36
6,25 31 40
5,26 31 38
4,27 32 38
3,28 34 40
2,29 36 39
1,30 36 40
0,31 37 42
30,0 35 42
29,1 35 42
28,2 33 38
27,3 33 39
26,4 31 39
25,5 30 39
24,6 30 36
23,7 30 37
22,8 30 36
21,9 30 36
20,10 30 35
19,11 30 36
18,12 30 36
17,13 30 36
16,14 30 34
15,15 30 34
14,16 30 34
13,17 30 36
12,18 30 33
11,19 30 35
10,20 30 34
9,21 30 34
8,22 30 34
7,23 30 35
6,24 30 35
5,25 30 37
4,26 30 37
3,27 31 38
2,28 32 37
1,29 34 39
0,30 36 42
29,0 33 36
28,1 33 38
27,2 31 37
26,3 30 38
25,4 30 35
24,5 29 35
23,6 29 35
22,7 29 35
21,8 29 35
20,9 29 34
19,10 29 33
18,11 29 33
17,12 29 33
16,13 29 34
15,14 29 33
14,15 29 33
13,16 29 33
12,17 29 30
11,18 29 33
10,19 29 32
9,20 29 34
8,21 29 32
7,22 29 33
6,23 29 33
5,24 29 35
4,25 29 35
3,26 30 34
2,27 31 36
1,28 33 37
0,29 34 38
28,0 31 35
27,1 31 34
26,2 29 35
25,3 28 34
24,4 28 34
23,5 28 34
22,6 28 33
21,7 28 31
20,8 28 32
19,9 28 32
18,10 28 32
17,11 28 31
16,12 28 32
15,13 28 31
14,14 28 30
13,15 28 30
12,16 28 32
11,17 28 28
10,18 28 31
9,19 28 31
8,20 28 31
7,21 28 31
6,22 28 32
5,23 28 32
4,24 28 32
3,25 28 34
2,26 29 33
1,27 30 34
0,28 31 34
27,0 30 33
26,1 29 33
25,2 27 33
24,3 27 32
23,4 27 33
22,5 27 31
21,6 27 30
20,7 27 30
19,8 27 30
18,9 27 30
17,10 27 29
16,11 27 29
15,12 27 30
14,13 27 29
13,14 27 28
12,15 27 29
11,16 27 29
10,17 27 29
9,18 27 28
8,19 27 30
7,20 27 29
6,21 27 31
5,22 27 31
4,23 27 31
3,24 27 30
2,25 27 33
1,26 28 32
0,27 29 32
26,0 28 31
25,1 26 31
24,2 26 30
23,3 26 30
22,4 26 30
21,5 26 28
20,6 26 30
19,7 26 29
18,8 26 27
17,9 26 28
16,10 26 28
15,11 26 28
14,12 26 27
13,13 26 27
12,14 26 27
11,15 26 28
10,16 26 28
9,17 26 26
8,18 26 29
7,19 26 28
6,20 26 28
5,21 26 29
4,22 26 28
3,23 26 29
2,24 26 30
1,25 27 31
0,26 27 31
