tiempo, ax, ay, az
3.5,134.076,117.849,143.454
3.51,134,120.823,157.646
3.52,135.91,123.821,151.09
3.53,135.09,121.91,147.18
3.54,136.819,121.181,156.184
3.55,136.182,119,143.361
3.56,135.09,117.18,155.012
3.57,134,122.735,154.735
3.58,134.09,121.18,146.812
3.59,134,120.271,149.639
3.6,135.591,121.183,157.591
3.61,138,119.901,145.298
3.62,134.846,120.846,151.231
3.63,132,122.077,153.692
3.64,134.154,123.077,152.077
3.65,136.077,124,150
3.66,136,123,147.535
3.67,134.844,121.922,151.609
3.68,132.923,119.923,154.692
3.69,134.152,120.229,153.152
3.7,137,122,150.695
3.71,136,121.085,142.933
3.72,135.924,121.076,159.388
3.73,135,122.923,149.923
3.74,134,120,149.231
3.75,135,121.228,154.848
3.76,136,122,151.769
3.77,136,121.078,149.465
3.78,136,120.077,151.537
3.79,136,120.924,144.457
3.8,135,122,151
3.81,136.954,122,157.75
3.82,132.923,124.077,145.69
3.83,133,122.846,163.385
3.84,135.229,121,146.382
3.85,139,123.153,146.693
3.86,139,125,150.008
3.87,134.358,123,141.342
3.88,130.61,123.61,153.068
3.89,129.514,121.541,156.622
3.9,132.714,121.321,161.036
3.91,140.928,122.928,153.928
3.92,137.898,124,151.153
3.93,135.513,124,153.026
3.94,132.135,120.271,155.459
3.95,130.773,121,150.863
3.96,132.73,123,160.326
3.97,137,120.077,147.614
3.98,137,120.847,150.381
3.99,135.956,120.044,152.78
4,134.803,121,148.395
4.01,133,122.065,157.478
4.02,134,121.063,148.57
4.03,133.065,123.869,144.393
4.04,131,123,152.993
4.05,132.103,123.897,147.411
4.06,133.794,121.103,150.766
4.07,133.206,122.794,154.032
4.08,134.103,121,143.897
4.09,136.795,121,157.669
4.1,133,123,148.025
4.11,130.795,122.205,151.589
4.12,130.102,119.898,154.204
4.13,134.193,120.096,155
4.14,137,120.903,142.903
4.15,136.805,121,152.292
4.16,131.899,123,147
4.17,133.105,121.79,158.159
4.18,135,119.108,148.43
4.19,133.271,120.136,143.898
4.2,131,122.776,156.096
4.21,130.115,123.769,152.923
4.22,134.096,120.096,151.615
4.23,137.054,121,150.215
4.24,134.945,123.973,144.164
4.25,130.823,121.911,155.291
4.26,131,122.947,163.947
4.27,132.299,121.299,141.597
4.28,135.726,121.091,157.722
4.29,133.181,123,152.175
4.3,132.909,121.183,149.634
4.31,133.091,122.274,155.366
4.32,134.094,122,152
4.33,134,123.091,145.546
4.34,133.909,123.273,156.544
4.35,134.078,124.922,152.844
4.36,135,123.113,149.226
4.37,134,122.075,152
4.38,132.076,123,148.454
4.39,133.924,124.849,160.169
4.4,134.924,122.076,143.982
4.41,138.772,123,156.087
4.42,136.327,126.891,143.546
4.43,131.208,125.069,151.138
4.44,129.933,124.067,165.921
4.45,130.067,125.866,137.671
4.46,136.8,125.933,156.534
4.47,137.868,126.934,148.537
4.48,135.201,125.134,141.936
4.49,131.134,127.799,150.398
4.5,129,128.866,160.933
4.51,130.854,122.219,152.927
4.52,133.853,126.706,149.147
4.53,136,126,156.296
4.54,133.073,127,145.853
4.55,133,125.629,158.778
4.56,135.778,125.074,153.852
4.57,134.467,124.044,140.378
4.58,133,125.149,166.589
4.59,129.074,127.777,144.04
4.6,130.925,124,158.627
4.61,135.174,125.413,158.348
4.62,137.477,125,139.054
4.63,135.241,125.241,150.59
4.64,132,128.778,155.333
4.65,131,123.22,152.634
4.66,132.816,124.908,154.172
4.67,134,125.161,148.372
4.68,136.558,124.442,152.466
4.69,134.153,128.923,145.766
4.7,135.924,126,154.395
4.71,133.925,123.925,149
4.72,130.923,125.077,153.923
4.73,131.051,125.949,157.949
4.74,132.485,125,154.09
4.75,134.076,121.302,145.831
4.76,136,125.849,153.47
4.77,136.773,125,149.545
4.78,131.925,125.925,148.052
4.79,129.924,125.076,157.618
4.8,130.076,125.076,154.622
4.81,133.151,125.151,155.773
4.82,135.076,126.924,142.764
4.83,133.769,128,151.538
4.84,131.924,125.228,164.62
4.85,130.15,127.85,147.451
4.86,134.076,123.076,158.546
4.87,134.924,124.151,146.151
4.88,131.925,126.775,153
4.89,133.153,124,160.694
4.9,135.925,124.925,147.548
4.91,134,124.075,150.604
4.92,131.935,124.065,161.157
4.93,130.137,126.725,143.824
4.94,131,123.863,163.317
4.95,134.151,125.925,151.397
4.96,136.925,126.849,141.906
4.97,134.925,125.15,153
4.98,133,125.698,148.622
4.99,133,124.229,146.991
5,132.076,126,157.468
5.01,134.075,123.075,146.15
5.02,134.083,125.165,148.248
5.03,135,125.85,152.925
5.04,133.925,123.226,145.774
5.05,135,125.622,158.924
5.06,135,126.775,140.374
5.07,134.7,123.15,154.101
5.08,131.075,126.85,153.278
5.09,132,126.076,152.167
5.1,135.075,123.075,148.597
5.11,135,126.849,151.548
5.12,134.989,124.032,154.925
5.13,132,126.925,148.821
5.14,131,126.075,151.701
5.15,132.127,125.873,153
5.16,134.691,124.691,154.382
5.17,135.771,125.687,144.229
5.18,135,127.231,151.149
5.19,133.204,127.898,148.124
5.2,132.944,125.944,158.267
5.21,134.901,123,153.298
5.22,133.231,123,145.461
5.23,133,122.706,156.587
5.24,133.085,122.915,147.932
5.25,134,122.142,153.504
5.26,135,124,156.133
5.27,135.063,124.937,146.251
5.28,134,124.194,156.418
5.29,133.088,125.088,152.35
5.3,132.91,123.09,149.55
5.31,133,123,151.528
5.32,133,124.699,148
5.33,133.128,125,153.487
5.34,133.908,124,156.634
5.35,133,123.082,147.165
5.36,132.38,123.38,153.901
5.37,132.905,124.095,155.045
5.38,132,124.202,150.202
5.39,132,126.105,155.315
5.4,132,125.798,149.798
5.41,133.098,125.098,153.391
5.42,134,126,156.673
5.43,134,124.085,149.342
5.44,133.912,126.088,152.527
5.45,131.925,126.85,148.775
5.46,132,126.094,156.812
5.47,132.916,127.833,151.582
5.48,132.165,126.247,145.824
5.49,134,128.836,152.836
5.5,133,127.714,146.382
5.51,134,126,158.341
5.52,135.085,125,147.34
5.53,135.915,124.17,148.255
5.54,133,125.804,147.392
5.55,133,125.804,152.706
5.56,132.882,125,154.412
5.57,132,125,151.852
5.58,133,124.154,151.54
5.59,135,127,143.378
5.6,136.083,126.917,152.166
5.61,134,124,154.167
5.62,131.07,124.93,148.209
5.63,132,126,153.798
5.64,132.916,126.084,153.578
5.65,134,125,153
5.66,134,126.916,150.169
5.67,134,125.168,154
5.68,134,125.831,150.169
5.69,133.25,126.75,153
5.7,132.751,125.249,156.255
5.71,132,124.202,147.202
5.72,133,125.084,155.252
5.73,133.917,125.917,152.083
5.74,134,125.917,155.751
5.75,133,125.917,153.752
5.76,133,126.201,153.598
5.77,133,127.084,150.916
5.78,133,126.169,147.759
5.79,134.798,126,153.685
5.8,133,126,145.664
5.81,132.3,124.7,153.101
5.82,134,127,152.164
5.83,134,125.833,145.167
5.84,134,126,154.587
5.85,133,126.752,147.496
5.86,132,125.165,153.752
5.87,132.165,126.835,153.165
5.88,134.055,126,146.273
5.89,133.798,126.798,150.294
5.9,133.832,126.832,154.075
5.91,132.083,124,143.661
5.92,133,127.168,155.916
5.93,132,127.083,150.167
5.94,134.914,125.829,152.171
5.95,135,126.084,153.328
5.96,133.084,124,148.916
5.97,132.084,124.916,150.006
5.98,132.832,125.916,156.161
5.99,133.915,124.085,152.34
6,132.168,123.916,147.421
6.01,133.819,125.91,162.736
6.02,134,125.065,147.717
6.03,134.092,126,150
6.04,133,127.903,156.611
6.05,132,125.186,153.372
6.06,133.908,124.815,155.353
6.07,133.093,126.629,150.907
6.08,134,125.186,155.186
6.09,131.093,127.722,146.907
6.1,132.908,126.908,159.185
6.11,132.908,126.184,149.908
6.12,133,126.725,151.908
6.13,133,126,149.364
6.14,132.907,127,148.907
6.15,134,125,154
6.16,133.094,124,145.187
6.17,133.907,125.907,161.977
6.18,133.093,124.093,145.023
6.19,134,125.629,149.814
6.2,133.093,125,156.185
6.21,131.092,123,145.092
6.22,133,124.721,156.534
6.23,132.908,125.908,149.184
6.24,134,124,151.629
6.25,133.093,126.814,149.464
6.26,132.907,127.093,152.814
6.27,133,126,151.46
6.28,132.907,127.907,155.79
6.29,134,122.371,148.649
6.3,133.093,127.907,145.186
6.31,133,127,154.222
6.32,132.74,126,157.402
6.33,132,124,142.623
6.34,135,126.223,160.443
6.35,133.907,127.093,145.537
6.36,132.186,125.093,152.744
6.37,132,125,152.72
6.38,133,125.093,150.28
6.39,134.907,121.279,153
6.4,135.907,124.186,152.07
6.41,134.092,125.092,149.185
6.42,131.094,123.282,153.906
6.43,130.908,124.908,153.275
6.44,132.389,124.611,155.223
6.45,133,124,149.184
6.46,134,125.677,151.353
6.47,133,125.076,151.453
6.48,132,124.853,151.78
6.49,132.074,124.074,153
6.5,132.927,126.073,154.634
6.51,131,126,151.596
6.52,131.074,125.926,158.703
6.53,133,124.183,147.726
6.54,133,127.926,154.518
6.55,132.927,127.073,151.487
6.56,133,125.927,147.293
6.57,133,124.073,154.633
6.58,132,125.853,147.147
6.59,133,124.074,151.853
6.6,134.074,126,153.296
6.61,134,127.777,143.371
6.62,134.853,124.073,157.413
6.63,132.087,125.913,150.436
6.64,133,124,150.78
6.65,133.073,123.146,147.512
6.66,133.927,124.855,150.782
6.67,132,124.147,147.147
6.68,133,128.927,159.78
6.69,133,124.926,152.779
6.7,132,127.219,146.95
6.71,132,128.752,161.174
6.72,132,125.112,145.786
6.73,132,125.746,150.873
6.74,133.719,124.281,156.438
6.75,134,127.853,145.367
6.76,132.918,124.918,156.836
6.77,133,124.147,154.78
6.78,133,124.073,145.293
6.79,132,125.926,150.662
6.8,132,127,155.333
6.81,132.912,125.736,153.648
6.82,132,124.276,150.638
6.83,132,124.821,153
6.84,131.093,123.907,146.654
6.85,131,124,156.372
6.86,130.816,125.908,154.987
6.87,131,123.907,151.742
6.88,132.907,125,149.28
6.89,132,126.187,155.042
6.9,130.14,123.719,148.701
6.91,131,126,155.555
6.92,131,124.074,146.295
6.93,131,127.926,151.926
6.94,131,127,151.635
6.95,131,126.174,148.695
6.96,132,127.187,151.093
6.97,134,126.906,149.468
6.98,133,127.081,148.243
6.99,130.966,126.034,146.832
7,130.197,126.803,142.985
7.01,130,126.324,149.44
7.02,130,122.281,149.859
7.03,132.813,123.906,156.252
7.04,134,124.812,147.906
7.05,133,124,152.438
7.06,131.084,123,151.336
7.07,130,124,147.813
7.08,131,125.908,155
7.09,131,125,146
7.1,132,127.218,152.739
7.11,132,126.26,157
7.12,132.889,124,146.111
7.13,134,125.814,151.814
7.14,131.093,122.279,144.186
7.15,130,124.906,156.438
7.16,130,124.19,149.76
7.17,131.907,123.907,152.533
7.18,132.907,124.907,151
7.19,133,124.186,145.186
7.2,132.094,124.094,149.189
7.21,131,123.15,151.626
7.22,130,127.77,152.693
7.23,131,124.275,152.734
7.24,130,125,148.627
7.25,130,125.906,153.282
7.26,130,124.376,156.624
7.27,130,122.906,150.283
7.28,130,124,159.163
7.29,129,125.094,149.472
7.3,130,124.908,155
7.31,130.074,126,156.222
7.32,130,126.927,150.927
7.33,130.924,126.924,154.076
7.34,130,127.928,152.783
7.35,130,126.072,150.217
7.36,130,127,151.732
7.37,132,126.073,147.634
7.38,133,126.062,151.248
7.39,131.283,125.283,148.131
7.4,131,125.283,147.859
7.41,131,125.859,155.859
7.42,130,123.926,153.074
7.43,131,124.776,157.776
7.44,131.073,122.073,147
7.45,132.073,124.146,152.146
7.46,132.927,125,146.709
7.47,131.073,124.073,147.801
7.48,131,125.927,157.492
7.49,130,124.927,152.218
7.5,131,124.927,157.636
7.51,131.074,125,145.297
7.52,133.073,125.781,155.781
7.53,134,123,147.927
7.54,134,125,151.294
7.55,132.855,125,153.855
7.56,131,125,154.855
7.57,131,124,152.291
7.58,131,124.146,149
7.59,132.073,126,154.782
7.6,133,126.927,149.927
7.61,132,126,149.288
7.62,130.928,125.855,153.855
