tiempo, axy, ayz, azx
59.27,185.438,204.158,200.67
59.28,184.278,199.221,197.517
59.29,182.546,198.021,197.917
59.3,181.726,199.719,199.84
59.31,181.9,202.96,202.697
59.32,183.013,198.619,197.311
59.33,185.002,204.982,202.151
59.34,183.862,199.565,197.478
59.35,183.719,200.824,199.648
59.36,184.542,202.834,200.917
59.37,182.858,197.419,196.497
59.38,182.439,202.158,200.877
59.39,182.439,201.679,200.395
59.4,183.43,201.2,200.292
59.41,183.562,201.203,200.697
59.42,185.263,202.253,201.726
59.43,184.567,200.001,198.034
59.44,182.321,204.071,200.627
59.45,180.776,203.448,199.902
59.46,182.617,199.724,196.731
59.47,184.555,201.427,201.304
59.48,185.419,197.276,197.669
59.49,186.39,202.809,202.546
59.5,183.615,197.977,197.761
59.51,183.855,201.868,198.141
59.52,181.063,203.958,202.598
59.53,181.578,196.424,195.839
59.54,184.567,205.407,203.492
59.55,184.137,197.666,197.396
59.56,185.842,198.63,197.303
59.57,185.952,202.862,203.001
59.58,183.268,195.751,196.53
59.59,182.434,204.554,204.033
59.6,180.74,201.802,200.272
59.61,182.651,201.643,197.612
59.62,182.918,207.444,205.771
59.63,182.346,197.808,197.319
59.64,183.552,206.274,204.024
59.65,181.728,200.417,199.775
59.66,182.347,195.814,195.155
59.67,185.264,201.611,200.888
59.68,184.594,203.995,204.599
59.69,182.851,198.539,198.922
59.7,182.825,204.505,202.6
59.71,181.078,202.591,201.275
59.72,183.544,201.162,199.984
59.73,184.644,200.568,200.568
59.74,183.227,196.83,197.408
59.75,184.556,203.946,203.306
59.76,184.248,199.432,198.49
59.77,184.16,198.865,197.839
59.78,185.572,203.321,203.038
59.79,184.327,198.894,197.871
59.8,181.02,198.139,197.573
59.81,182.857,203.641,200.726
59.82,181.021,196.56,195.827
59.83,183.778,202.875,201.658
59.84,185.511,200.214,197.793
59.85,183.141,194.643,195.016
59.86,184.567,200.505,198.543
59.87,183.373,199.728,198.866
59.88,183.556,197.929,195.579
59.89,183.549,203.478,201.2
59.9,182.351,204.041,202.851
59.91,182.265,197.001,195.112
59.92,184.16,200.425,199.407
59.93,184.867,197.142,196.771
59.94,184.35,200.57,199.728
59.95,183.27,208.513,206.149
59.96,179.43,199.476,195.825
59.97,180.45,199.443,198.52
59.98,183.977,196.035,195.063
59.99,183.625,194.611,196.156
60,182.586,202.916,204.559
60.01,182.95,202.072,198.634
60.02,180.347,199.677,196.459
60.03,181.651,198.634,196.603
60.04,184.864,202.611,202.246
60.05,186.062,198.171,197.42
60.06,184.656,197.651,195.576
60.07,182.928,203.411,201.697
60.08,181.02,198.816,198.249
60.09,182.364,207.345,206.098
60.1,183.273,200.553,199.786
60.11,183.142,198.468,199.119
60.12,183.142,199.361,200.01
60.13,181.894,197.255,197.752
60.14,183.744,206.638,205.473
60.15,181.878,197.541,196.751
60.16,181.44,199.5,200.404
60.17,187.155,208.145,204.663
60.18,182.859,197.988,196.819
60.19,180.741,196.445,198.003
60.2,183.147,195.442,193.986
60.21,185.263,207.827,208.35
60.22,182.733,193.323,195.715
60.23,183.62,197.624,199.151
60.24,183.848,200.846,200.846
60.25,183.53,192.789,192.317
60.26,184.616,200.655,200.779
60.27,183.353,199.391,199.261
60.28,180.942,201.039,201.109
60.29,178.591,198.847,200.324
60.3,180.861,196.929,197.651
60.31,183.782,205.007,206.9
60.32,183.861,190.815,192.924
60.33,181.506,202.766,204.865
60.34,179.643,198.571,199.512
60.35,177.487,197.036,196.094
60.36,180.029,208.285,205.344
60.37,181.117,196.9,195.51
60.38,182.435,197.806,198.386
60.39,184.094,195.087,196.784
60.4,182.161,194.032,197.685
60.41,183.153,200.598,202.526
60.42,182.516,198.548,197.896
60.43,180.815,202.134,201.053
60.44,179.606,199.07,199.637
60.45,180.635,196.695,198.348
60.46,181.747,199.788,202.255
60.47,181.697,193.505,197.447
60.48,182.79,195.508,199.146
60.49,183.939,197.299,199.267
60.5,182.513,199.583,200.228
60.51,180.601,199.748,199.748
60.52,179.901,198.076,197.808
60.53,179.313,196.578,197.381
60.54,180.608,198.915,199.289
60.55,182.731,198.478,199.507
60.56,183.343,198.543,198.699
60.57,181.041,198.204,200.771
60.58,181.739,197.988,199.926
60.59,182.128,199.71,201.28
60.6,181.728,196.508,197.223
60.61,180.314,196.75,197.396
60.62,180.73,197.804,199.361
60.63,181.322,196.733,198.301
60.64,181.739,200.513,202.426
60.65,181.849,197.81,199.106
60.66,180.608,197.767,198.143
60.67,182.033,196.539,197.473
60.68,183.722,196.519,196.637
60.69,182.473,197.946,199.215
60.7,181.767,197.333,199.251
60.71,179.792,197.264,198.922
60.72,179.918,198.092,200.38
60.73,182.024,196.368,197.295
60.74,182.552,198.548,199.74
60.75,181.728,196.174,196.828
60.76,182.026,197.787,198.162
60.77,181.025,200.515,201.787
60.78,180.146,198.104,198.898
60.79,181.021,202.733,203.432
60.8,180.314,195.865,196.515
60.81,180.635,197.376,199.023
60.82,181.314,194.295,197.164
60.83,181.472,195.117,198.647
60.84,181.191,198.571,201.771
60.85,180.319,198.019,199.41
60.86,180.317,203.475,202.323
60.87,180.913,199.443,197.509
60.88,181.02,196.287,196.829
60.89,182.046,194.623,197.413
60.9,183.889,195.393,199.035
60.91,183.238,198.752,201.151
60.92,180.905,201.675,202.833
60.93,180.155,196.843,196.914
60.94,182.435,198.176,198.745
60.95,181.069,193.551,197.48
60.96,180.686,194.645,198.901
60.97,181.441,199.408,202.318
60.98,179.922,197.29,198.291
60.99,180.548,200.401,201.39
61,182.669,198.105,198.467
61.01,182.835,200.611,201.534
61.02,180.325,196.92,198.853
61.03,180.325,198.71,200.625
61.04,180.237,197.454,198.74
61.05,179.295,197.649,199.214
61.06,180.325,198.117,200.039
61.07,181.351,196.949,199.251
61.08,181.735,200.478,202.039
61.09,181.191,197.058,198.201
61.1,182.434,201.261,200.954
61.11,181.647,197.816,197.816
61.12,181.415,197.241,198.178
61.13,181.669,196.269,198.87
61.14,183.548,198.363,200.533
61.15,181.832,196.735,199.976
61.16,181.041,195.898,198.494
61.17,182.035,196.99,199.208
61.18,182.049,196.931,199.905
61.19,182.455,195.969,198.584
61.2,181.401,201.568,203.17
61.21,180.709,200.947,199.955
61.22,179.919,198.159,198.444
61.23,181.658,199.525,201.375
61.24,182.946,194.724,196.901
61.25,182.84,198.286,201.519
61.26,180.893,198.357,199.523
61.27,179.371,200.126,199.917
61.28,179.332,201.847,200.834
61.29,180.724,198.822,199.09
61.3,181.731,198.312,199.486
61.31,182.156,196.007,197.58
61.32,181.739,197.933,199.871
61.33,181.739,198.707,200.638
61.34,181.041,195.737,198.336
61.35,181.739,197.924,199.862
61.36,181.444,198.457,199.361
61.37,181.739,197.146,199.092
61.38,181.739,197.031,198.978
61.39,182.153,201.02,202.041
61.4,181.313,197.763,199.316
61.41,181.728,200.709,201.348
61.42,181.728,200.498,201.138
61.43,181.113,198.869,199.512
61.44,180.314,199.358,199.996
61.45,179.914,198.648,198.927
61.46,180.525,197.619,198.455
61.47,179.917,196.336,199.168
61.48,181.041,196.824,199.408
61.49,180.337,197.663,200.349
61.5,180.325,198.829,200.743
61.51,179.893,198.46,199.482
61.52,180.601,198.531,199.432
61.53,182.033,197.442,199.653
61.54,182.455,196.225,198.838
61.55,182.877,197.307,200.289
61.56,182.447,197.137,199.192
61.57,182.844,199.529,200.449
61.58,182.439,198.399,199.695
61.59,181.609,197.337,198.096
61.6,181.739,195.867,197.826
61.61,181.813,197.328,198.626
61.62,180.009,198.816,201.014
61.63,180.635,199.003,200.638
61.64,180.325,199.055,200.967
61.65,181.052,193.322,196.532
61.66,182.144,193.631,196.567
61.67,182.547,195.321,198.597
61.68,180.428,196.113,199.41
61.69,179.928,198.644,200.346
61.7,179.212,197.978,198.334
61.71,181.02,195.298,195.879
61.72,182.367,198.018,199.962
61.73,182.455,197.393,199.99
61.74,182.844,191.708,194.016
61.75,183.119,197.59,199.577
61.76,180.448,198.755,200.035
61.77,179.608,198.977,199.946
61.78,179.998,201.056,201.266
61.79,179.228,193.048,195.295
61.8,179.772,194.485,199.571
61.81,179.011,191.797,197.643
61.82,180.52,199.576,202.9
61.83,181.61,197.081,197.841
61.84,181.612,199.753,199.003
61.85,181.025,197.451,196.151
61.86,180.016,197.035,197.952
61.87,179.516,199.171,201.074
61.88,180.49,195.6,196.631
61.89,182.14,199.436,199.168
61.9,181.44,200.173,201.606
61.91,180.753,193.973,196.86
61.92,181.18,200.929,202.832
61.93,180.744,200.585,202.857
61.94,179.915,198.017,199.763
61.95,180.314,198.576,199.217
61.96,180.314,198.416,199.058
61.97,179.627,197.117,199.677
61.98,179.926,200.093,202.88
61.99,180.347,199.333,202.506
62,182.029,197.95,199.623
62.01,181.441,195.08,196.771
62.02,182.856,198.455,200.132
62.03,182.272,199.195,200.638
62.04,180.455,199.244,201.789
62.05,180.325,197.487,199.415
62.06,180.904,197.328,198.731
62.07,182.15,198.586,200.144
62.08,182.168,196.91,199.776
62.09,181.397,196.43,201.316
62.1,180.657,195.955,200.209
62.11,180.63,197.078,200.291
62.12,181.025,199.197,200.478
62.13,181.329,199.482,199.763
62.14,181.435,197.795,200.01
62.15,180.347,196.608,199.824
62.16,178.933,197.805,200.977
62.17,179.627,197.803,200.355
62.18,180.325,197.534,199.461
62.19,181.041,196.865,199.449
62.2,182.149,194.888,197.801
62.21,182.336,197.197,199.905
62.22,181.23,196.695,199.109
62.23,181.025,197.553,198.844
62.24,181.728,199.909,200.55
62.25,180.792,196.706,197.641
62.26,180.016,197.582,199.787
62.27,179.627,193.85,196.453
62.28,181.773,196.718,200.488
62.29,180.38,195.572,200.083
62.3,181.021,196.753,200.661
62.31,180.714,198.13,199.7
62.32,180.608,196.578,197.873
62.33,180.207,197.951,199.769
62.34,179.82,200.402,201.479
62.35,179.605,197.432,197.432
62.36,178.911,197.659,199.569
62.37,181.422,194.34,195.867
62.38,182.258,195.398,198.594
62.39,182.2,196.264,200.426
62.4,180.748,197.841,200.866
62.41,179.024,198.584,199.855
62.42,177.777,197.38,197.752
62.43,178.491,199.31,200.832
62.44,180.912,198.018,199.946
62.45,181.761,195.581,198.839
62.46,182.455,196.99,199.592
62.47,181.279,197.398,199.76
62.48,180.963,199.668,202.146
62.49,180.325,196.052,197.993
62.5,179.627,198.104,200.651
62.51,179.325,195.647,198.501
62.52,179.316,197.366,199.643
62.53,178.911,201.57,203.444
62.54,179.097,197.537,199.616
62.55,181.512,197.77,199.777
62.56,181.053,195.369,198.567
62.57,182.42,197.434,201.259
62.58,180.657,195.658,199.917
62.59,179.619,198.131,200.17
62.6,177.915,199.337,200.848
62.61,179.198,195.408,197.601
62.62,180.64,196.483,199.966
62.63,181.794,195.03,199.589
62.64,181.951,198.555,202.894
62.65,179.655,195.391,199.253
62.66,178.436,197.06,199.8
62.67,179.611,200.217,201.481
62.68,180.744,197.969,199.512
62.69,180.637,196.948,200.42
62.7,179.737,193.754,198.056
62.71,178.951,197.465,201.353
62.72,178.933,198.41,201.573
62.73,181.025,198.533,199.819
62.74,181.038,198.183,200.553
62.75,180.951,194.188,196.89
62.76,181.227,196.99,199.404
62.77,178.73,195.607,198.632
62.78,179.503,198.344,199.717
62.79,179.326,198.38,201.194
62.8,180.36,195.11,198.907
62.81,180.696,196.5,201.275
62.82,181.069,197.12,200.978
62.83,181.053,196.354,199.568
62.84,180.325,199.441,201.35
62.85,179.048,196.461,198.259
62.86,178.288,197.617,200.085
62.87,178.753,197.004,199.063
62.88,179.325,196.185,199.03
62.89,179.655,196.5,200.34
62.9,180.046,197.633,201.103
62.91,179.636,198.132,201.109
62.92,178.911,194.926,196.863
62.93,179.387,196.644,199.843
62.94,180.66,196.054,199.563
62.95,181.448,197.3,200.246
62.96,180.739,195.819,198.692
62.97,181.031,195.527,197.396
62.98,180.74,195.924,198.795
62.99,181.029,195.126,198.987
63,180.342,198.321,201.296
63.01,179.012,194.845,197.426
63.02,179.617,194.17,196.051
63.03,181.43,201.926,204.102
63.04,181.052,196.974,200.123
63.05,181.035,196.628,198.835
63.06,179.049,199.15,201.676
63.07,178.484,195.239,196.265
63.08,179.611,202.089,203.342
63.09,180.165,197.112,199.188
63.1,181.739,196.34,198.294
63.11,180.93,193.901,197.949
63.12,179.568,194.479,199.318
63.13,180.336,199.756,202.356
63.14,180.71,197.734,198.738
63.15,180.314,198.161,198.804
63.16,180.248,196.583,198.449
63.17,181.215,194.004,196.785
63.18,181.532,197.733,201.163
63.19,181.455,198.444,201.932
63.2,181.041,196.241,198.833
63.21,181.041,197.547,200.122
63.22,180.49,196.316,199.407
63.23,179.88,192.135,195.855
63.24,181.033,200.464,202.444
63.25,179.693,197.849,199.054
63.26,178.233,197.57,198.874
63.27,180.939,196.829,197.477
63.28,181.738,193.675,195.595
63.29,182.178,194.51,198.73
63.3,180.786,193.848,198.767
63.31,180.336,199.889,202.503
63.32,178.899,198.062,198.7
63.33,178.197,197.468,198.74
63.34,179.524,199.733,201.631
63.35,180.342,196.173,199.173
63.36,181.374,196.646,200.238
63.37,180.721,197.795,199.361
63.38,179.92,198.204,199.761
63.39,180.78,198.368,199.876
63.4,180.79,198.289,198.933
63.41,179.683,196.138,198.661
63.42,178.933,192.467,195.726
63.43,179.619,200.309,202.327
63.44,180.317,198.895,200.047
63.45,180.919,200.289,201.658
63.46,180.838,199.649,201.095
63.47,178.946,193.809,197.607
63.48,179.969,197.484,201.586
63.49,181.041,197.336,199.914
63.5,181.739,198.406,200.34
63.51,181.117,196.297,197.512
63.52,179.127,197.611,199.885
63.53,180.554,197.976,200.259
63.54,180.961,193.371,196.651
63.55,181.149,196.595,199.826
63.56,181.124,196.694,198.638
63.57,180.325,196.62,198.556
63.58,180.002,198.37,200.285
63.59,180.162,197.183,200.387
63.6,181.794,194.035,198.617
63.61,182.169,195.697,199.326
63.62,181.436,201.559,203.733
63.63,179.698,199.686,199.77
63.64,179.302,200.438,199.445
63.65,179.609,198.466,199.572
63.66,179.898,189.369,194.298
63.67,181.794,196.564,201.088
63.68,180.364,196.101,200.037
63.69,179.88,196.393,198.252
63.7,180.69,201.29,201.586
63.71,180.829,196.811,196.986
63.72,180.325,198.557,200.475
63.73,179.93,197.408,199.693
63.74,179.829,197.306,199.683
63.75,180.454,194.47,197.623
63.76,181.041,196.236,198.828
63.77,181.358,199.319,202.156
63.78,181.041,198.467,201.03
63.79,178.922,196.011,198.65
63.8,177.883,199.353,200.892
63.81,178.197,197.823,199.093
63.82,179.158,198.81,199.446
63.83,180.784,198.582,199.649
63.84,182.171,196.845,199.189
63.85,182.455,196.667,199.273
63.86,181.43,196.935,199.164
63.87,180.009,196.326,197.977
63.88,179.927,197.7,199.413
63.89,179.646,197.504,198.754
63.9,179.566,195.674,198.891
63.91,181.069,194.347,198.26
63.92,181.496,195.878,200.687
63.93,182.17,198.41,201.991
63.94,181.753,197.621,200.47
63.95,181.39,198.376,199.331
63.96,180.325,193.435,195.403
63.97,180.041,195.518,197.724
63.98,180.742,201.671,203.188
63.99,179.905,196.893,199.206
64,181.025,198.537,199.822
64.01,180.497,191.16,194.862
64.02,182.455,196.238,198.85
64.03,182.738,197.115,199.457
64.04,180.862,198.644,199.549
64.05,179.323,198.125,198.38
64.06,179.464,196.159,196.804
64.07,180.193,195.204,197.798
64.08,182.742,197.002,199.866
64.09,182.483,194.067,198.015
64.1,181.906,197.802,201.665
64.11,178.491,195.178,197.493
64.12,179.048,198.313,200.095
64.13,180.445,198.62,199.142
64.14,180.637,197.74,198.385
64.15,181.82,197.575,198.14
64.16,179.929,197.532,199.816
64.17,179.611,197.331,198.614
64.18,180.721,198.77,200.328
64.19,180.333,195.312,197.819
64.2,181.343,196.816,199.126
64.21,180.731,198.874,201.153
64.22,180.314,197.973,198.616
64.23,180.314,199.379,198.739
64.24,181.02,199.64,200.195
64.25,181.029,195.916,197.593
64.26,180.56,194.399,197.655
64.27,181.43,199.261,201.465
64.28,181.025,196.79,198.087
64.29,180.59,197.967,199.651
64.3,180.225,196.685,200.01
64.31,181.041,198.069,200.637
64.32,179.627,197.411,199.968
64.33,180.009,197.864,199.504
64.34,181.02,201.081,201.646
64.35,180.756,200.177,201.21
64.36,180.485,199.87,200.881
64.37,181.728,200.061,200.703
64.38,182.124,196.214,197.815
64.39,182.13,197.24,198.828
64.4,182.439,201.792,203.066
64.41,180.318,196.948,198.314
64.42,180.003,199.515,200.432
64.43,179.529,198.327,200.238
64.44,181.041,197.203,199.782
64.45,182.455,201.936,204.475
64.46,181.127,196.492,198.437
64.47,179.668,199.759,202.25
64.48,180.614,200.653,202.293
64.49,181.025,198.535,199.82
64.5,181.739,199.769,201.689
64.51,181.739,197.307,199.251
64.52,180.325,199.292,201.202
64.53,178.899,201.343,201.97
64.54,179.324,200.916,201.167
64.55,181.125,199.501,199.787
64.56,183.051,194.271,196.555
64.57,183.758,195.931,198.671
64.58,183.578,200.107,202.424
64.59,180.473,195.791,198.38
64.6,179.482,202.182,203.548
64.61,179.611,198.673,199.948
64.62,181.45,195.604,197.044
64.63,182.049,195.438,198.962
64.64,184.312,196.782,200.325
64.65,182.887,196.695,199.696
64.66,180.9,197.786,200.736
64.67,180.314,200.693,201.328
64.68,179.926,197.8,197.8
64.69,180.711,198.197,198.479
64.7,180.728,196.544,198.677
64.71,180.047,195.52,199.025
64.72,180.637,197.578,199.956
64.73,179.619,199.164,201.152
64.74,179.521,195.865,197.799
64.75,182.439,196.328,197.638
64.76,182.127,199.146,200.154
64.77,179.399,194.355,195.288
64.78,178.197,196.664,197.941
64.79,179.896,197.894,198.158
64.8,181.333,197.638,199.209
64.81,181.676,196.68,199.997
64.82,181.761,194.597,197.871
64.83,182.447,196.925,198.967
64.84,181.827,197.24,198.539
64.85,180.622,198.318,199.412
64.86,180.355,197.435,198.042
64.87,179.305,196.623,198.187
64.88,178.904,201.156,202.49
64.89,179.116,198.073,199.622
64.9,180.198,195.007,198.246
64.91,181.774,194.149,198.004
64.92,180.75,196.299,199.885
64.93,181.372,196.93,199.212
64.94,180.314,198.624,197.981
64.95,180,201.272,200.356
64.96,181.328,197.635,196.616
64.97,182.038,198.48,199.409
64.98,181.448,194.029,196.841
64.99,182.091,193.899,198.211
65,182.474,197.073,200.59
65.01,180.956,196.573,199.083
65.02,179.303,196.707,199.565
65.03,179.611,196.915,198.201
65.04,179.377,200.06,201.534
65.05,180.022,199.92,202.094
65.06,181.025,194.918,196.227
65.07,181.12,200.241,201.43
65.08,180.325,195.36,197.308
65.09,180.325,201.308,203.199
65.1,180.314,199.885,200.522
65.11,180.314,199.656,200.294
65.12,178.543,197.524,198.485
65.13,180.208,198.171,198.909
65.14,180.628,199.379,201.017
65.15,180.634,199.312,201.499
65.16,181.739,196.747,198.697
65.17,181.739,200.948,202.858
65.18,181.728,196.431,197.084
65.19,182.032,201.733,202.095
65.2,181.025,199.278,200.559
65.21,181.041,195.133,197.74
65.22,181.461,197.262,200.764
65.23,182.155,195.501,198.399
65.24,182.361,197.882,200.558
65.25,183.153,198.82,200.764
65.26,182.041,196.718,198.392
65.27,181.728,199.581,200.224
65.28,180.398,195.956,196.606
65.29,180.047,195.181,197.385
65.3,180.911,197.667,200.876
65.31,181.474,196.517,199.498
65.32,181.319,197.533,199.857
65.33,181.317,194.786,197.144
65.34,181.611,195.553,198.162
65.35,182.539,196.741,197.955
65.36,182.933,199.578,200.225
65.37,180.314,194.639,195.293
65.38,180.314,196.117,196.766
65.39,180.914,195.662,196.864
65.4,183.153,195.327,197.306
65.41,183.568,197.24,200.135
65.42,181.846,193.12,195.765
65.43,179.412,195.571,197.784
65.44,178.991,199.668,200.932
65.45,180.004,198.963,198.602
65.46,179.206,197.329,198.246
65.47,181.332,196.588,197.604
65.48,181.025,196.138,197.439
65.49,180.429,196.451,198.294
65.5,180.715,200.098,200.548
65.51,178.995,197.871,198.423
65.52,177.79,197.717,198.077
65.53,179.91,199.506,199.781
65.54,181.019,197.087,197.087
65.55,181.728,198.282,198.929
65.56,180.62,199.945,200.857
65.57,179.515,198.557,199.918
65.58,178.805,198.454,199.175
65.59,180.312,201.416,201.332
65.6,181.02,199.076,199.446
65.61,181.728,201.02,201.658
65.62,179.619,200.172,202.153
65.63,179.213,199.862,201.483
65.64,179.521,199.712,201.61
65.65,181,197.434,199.972
65.66,182.313,197.115,199.067
65.67,182.447,198.928,200.979
65.68,182.579,197.876,198.527
65.69,179.611,198.67,199.944
65.7,179.895,200.378,201.895
65.71,181.746,197.515,199.967
65.72,183.041,196.11,199.507
65.73,183.47,195.332,198.892
65.74,183.753,196.408,200.472
65.75,183.175,196.388,199.658
65.76,181.896,199.055,201.622
65.77,181.033,196.466,198.536
65.78,181.728,196.888,197.54
65.79,182.439,198.716,200.01
65.8,181.03,194.608,196.443
65.81,181.475,197.898,200.86
65.82,181.041,197.121,199.702
65.83,181.03,197.962,199.757
65.84,181.728,199.172,199.816
65.85,181.728,199.139,198.493
65.86,181.019,200.019,200.019
65.87,180.314,194.931,195.584
65.88,181.025,196.637,197.935
65.89,181.434,196.163,198.398
65.9,181.033,197.377,199.391
65.91,180.717,197.268,198.842
65.92,180.397,195.578,196.878
65.93,181.025,195.688,196.992
65.94,181.418,198.525,199.453
65.95,180.716,195.495,197.084
65.96,180.325,196.237,198.176
65.97,180.632,196.181,197.841
65.98,180.946,195.325,197.28
65.99,182.051,197.514,199.171
66,181.424,196.727,198.39
66.01,180.086,198.189,199.753
66.02,178.714,197.062,197.871
66.03,179.013,198.955,199.488
66.04,181.019,199.726,199.726
66.05,180.623,200.079,200.437
66.06,179.841,200.917,201.268
66.07,179.696,198.132,199.332
66.08,179.944,195.256,198.128
66.09,180.735,194.422,197.318
66.1,180.651,196.983,199.918
66.11,179.934,196.306,198.6
66.12,180.239,197.262,199.268
66.13,180.402,195.288,197.167
66.14,181.344,197.174,199.479
66.15,183.033,196.507,197.82
66.16,183.756,193.985,195.412
66.17,184.566,198.394,200.289
66.18,182.581,197.962,197.826
66.19,181.02,206.083,205.584
66.2,181.414,200.824,199.192
66.21,181.411,197.16,197.473
66.22,183.295,195.695,198.073
66.23,183.87,191.316,194.015
66.24,183.026,199.277,202.114
66.25,180.549,195.086,197.242
66.26,177.061,202.918,203.409
66.27,176.496,198.794,198.286
66.28,179.459,200.184,199.549
66.29,181.271,201.149,202.197
66.3,179.149,190.826,193.913
66.31,181.739,203.938,205.819
66.32,181.596,197.198,199.549
66.33,182.444,194.203,196.064
66.34,185.642,203.23,204.175
66.35,181.376,193.454,196.392
66.36,180.032,195.932,197.608
66.37,177.342,195.321,198.134
66.38,176.478,192.799,195.666
66.39,178.078,192.945,195.538
66.4,179.297,193.677,198.623
66.41,182.216,195.016,201.202
66.42,182.571,195.407,201.901
66.43,184.876,196.434,199.71
66.44,181.456,196.527,198.219
66.45,178.616,199.908,200.286
66.46,177.058,198.506,198.756
66.47,177.925,197.449,198.719
66.48,179.9,197.122,198.668
66.49,182.444,198.156,199.967
66.5,181.898,196.15,198.755
66.51,181.312,198.197,199.224
66.52,181.02,200.37,199.848
66.53,179.831,199.174,197.893
66.54,178.197,201.612,200.358
66.55,178.646,200.38,200.423
66.56,179.923,196.852,200.18
66.57,181.379,195.03,199.966
66.58,181.378,195.784,200.702
66.59,180.365,197.358,201.319
66.6,180.039,198.049,199.714
66.61,178.899,201.764,202.39
66.62,179.147,200.736,201.366
66.63,180.323,198.186,199.929
66.64,181.051,195.022,198.142
66.65,182.036,197.862,200.834
66.66,182.036,196.138,199.136
66.67,182.133,199.778,202.34
66.68,179.942,197.621,200.458
66.69,179.715,198.477,200.388
66.7,179.627,197.903,200.454
66.71,179.945,195.346,198.218
66.72,181.463,198.04,201.526
66.73,180.693,194.51,199.329
66.74,181.069,194.973,198.873
66.75,181.069,197.409,201.262
66.76,181.045,194.99,197.803
66.77,181.46,197.177,198.868
66.78,180.592,197.843,198.233
66.79,180.314,196.264,196.913
66.8,180.753,199.722,201.751
66.81,180.632,191.442,195.007
66.82,181.522,196.886,201.648
66.83,182.068,192.152,196.524
66.84,181.751,196.493,199.228
66.85,182.016,199.371,200.276
66.86,180.445,196.286,196.286
66.87,180.872,198.166,198.81
66.88,180.891,194.444,195.88
66.89,180.177,195.32,197.403
66.9,180.894,193.744,196.233
66.91,180.759,195.32,197.666
66.92,182.275,199.424,200.564
66.93,180.635,196.498,197.48
66.94,179.607,196.455,197.227
66.95,180.443,199.056,199.309
66.96,179.611,194.548,195.849
66.97,181.446,196.63,197.542
66.98,181.025,196.575,197.873
66.99,180.211,200.822,201.364
67,180.417,195.809,195.252
67.01,180.029,200.534,200.914
67.02,181.447,198.329,197.938
67.03,180.314,200.239,200.875
67.04,179.605,199.13,199.13
67.05,179.607,199.996,199.23
67.06,179.903,202.204,204.458
67.07,181.025,195,196.308
67.08,181.041,202.107,204.625
67.09,180.035,196.208,197.885
67.1,179.33,200.529,201.542
67.11,178.197,201.777,203.022
67.12,179.605,198.537,198.537
67.13,181.317,203.034,204.55
67.14,180.325,198.204,200.125
67.15,180.621,198.739,201.676
67.16,181.761,196.976,200.211
67.17,181.487,196.251,199.747
67.18,181.069,198.975,202.798
67.19,180.336,197.064,199.737
67.2,180.607,200.039,202.194
67.21,180.456,200.369,203.429
67.22,181.886,199.422,201.213
67.23,181.317,198.456,200.771
67.24,182.035,197.382,200.362
67.25,182.176,199.053,201.881
67.26,181.069,195.578,199.466
67.27,181.966,195.018,198.289
67.28,182.579,197.508,201.11
67.29,181.739,195.461,197.423
67.3,181.025,198.986,200.268
67.31,180.878,198.564,199.983
67.32,180.545,195.577,197.322
67.33,181.178,195.461,198.455
67.34,182.298,196.569,199.321
67.35,182.109,195.78,198.08
67.36,182.448,199.418,201.484
67.37,181.583,195.7,197.007
67.38,181.025,198.119,199.407
67.39,180.057,194.91,197.626
67.4,179.213,193.797,196.778
67.41,179.96,201.982,204.487
67.42,177.599,194.298,196.134
67.43,179.909,200.873,200.601
67.44,180.619,200.385,201.294
67.45,181.019,196.757,196.757
67.46,179.309,199.384,200.924
67.47,179.708,203.107,201.939
67.48,176.779,200.829,200.118
67.49,178.603,203.289,201.686
67.5,179.605,201.154,201.154
67.51,179.526,199.238,201.681
67.52,181.153,195.507,198.755
67.53,179.315,193.659,197.379
67.54,177.734,199.156,203.361
67.55,179.301,195.161,198.043
67.56,180.046,196.969,199.973
67.57,182.369,194.863,198.143
67.58,184.575,192.62,195.217
67.59,183.586,195.126,198.796
67.6,181.669,194.616,197.974
67.61,178.888,195.854,200.952
67.62,178.331,192.323,198.766
67.63,181.594,196.801,203.941
67.64,183.95,187.457,195.69
67.65,183.051,194.08,200.513
67.66,180.325,195.252,197.201
67.67,178.5,201.946,203.812
67.68,178.606,190.528,190.139
67.69,178.251,194.849,197.384
67.7,182.02,194.698,196.671
67.71,183.497,194.193,196.505
67.72,181.569,192.588,193.104
67.73,178.279,198.207,198.842
67.74,177.716,196.789,197.782
67.75,176.178,192.48,195.621
67.76,180.644,197.182,199.116
67.77,182.048,192.071,193.777
67.78,182.948,196.648,198.426
67.79,181.841,195.926,196.476
67.8,181.117,198.315,198.96
67.81,180.516,196.408,196.871
67.82,180.313,200.257,200.713
67.83,180.92,197.433,197.524
67.84,180.398,198.289,198.854
67.85,179.25,195.567,197.19
67.86,181.739,198,199.937
67.87,181.739,196.724,198.673
67.88,181.521,197.858,198.505
67.89,179.744,200.913,200.28
67.9,178.35,199.469,199.327
67.91,177.604,199.294,199.818
67.92,179.824,198.838,201.018
67.93,182.357,196.559,199.257
67.94,182.836,199.142,200.795
67.95,181.525,200.231,200.506
67.96,180.745,201.532,200.259
67.97,179.659,201.042,199.774
67.98,181.575,199.57,199.57
67.99,182.139,200.352,201.161
68,181.755,199.643,201.519
68.01,180.796,199.674,201.157
