tiempo, ax, ay, az,,,,
124.536717,131,124,149,,122.895761,122.488679,
124.540743,131,126,152,,122.899787,122.492705,
124.54674,130,127,155,,122.905784,122.498702,
124.550739,128,125,156,,122.909783,122.502701,
124.556754,127,127,152,,122.915798,122.508716,
124.560737,126,127,154,,122.919781,122.512699,
124.56678,125,125,160,,122.925824,122.518742,
124.570743,126,126,152,,122.929787,122.522705,
124.576747,127,125,146,,122.935791,122.528709,
124.582742,130,126,158,,122.941786,122.534704,
124.585738,130,124,147,,122.944782,122.5377,
124.590739,130,124,144,,122.949783,122.542701,
124.59674,131,125,155,,122.955784,122.548702,
124.600744,130,124,158,,122.959788,122.552706,
124.606734,129,126,150,,122.965778,122.558696,
124.610742,128,126,148,,122.969786,122.562704,
124.616734,127,124,158,,122.975778,122.568696,
124.620741,126,123,157,,122.979785,122.572703,
124.626748,126,126,156,,122.985792,122.57871,
124.630745,126,127,163,,122.989789,122.582707,
124.636743,126,125,156,,122.995787,122.588705,
124.640738,127,124,148,,122.999782,122.5927,
124.646685,129,126,156,,123.005729,122.598647,
124.650736,131,129,160,,123.00978,122.602698,
124.65674,131,129,150,,123.015784,122.608702,
124.660741,132,127,142,,123.019785,122.612703,
124.66674,133,125,146,,123.025784,122.618702,
124.670629,132,128,155,,123.029673,122.622591,
124.676693,130,125,158,,123.035737,122.628655,
124.680694,127,127,155,,123.039738,122.632656,
124.686686,124,127,163,,123.04573,122.638648,
124.690689,121,129,161,,123.049733,122.642651,
124.696689,121,125,159,,123.055733,122.648651,
124.700686,123,124,161,,123.05973,122.652648,
124.706696,126,125,157,,123.06574,122.658658,
124.710691,128,127,148,,123.069735,122.662653,
124.716688,131,125,153,,123.075732,122.66865,
124.720704,133,128,153,,123.079748,122.672666,
124.726689,132,126,139,,123.085733,122.678651,
124.730692,133,124,145,,123.089736,122.682654,
124.736704,132,126,153,,123.095748,122.688666,
124.740693,131,125,151,,123.099737,122.692655,
124.746686,129,127,159,,123.10573,122.698648,
124.750687,127,124,153,,123.109731,122.702649,
124.756693,125,124,154,,123.115737,122.708655,
124.760701,124,125,156,,123.119745,122.712663,
124.766685,126,126,162,,123.125729,122.718647,
124.770741,129,128,162,,123.129785,122.722703,
124.776743,131,128,149,,123.135787,122.728705,
124.780743,132,127,142,,123.139787,122.732705,
124.787682,133,127,145,,123.146726,122.739644,
124.791788,133,129,147,,123.150832,122.74375,
124.797616,132,127,149,,123.15666,122.749578,
124.801628,131,126,152,,123.160672,122.75359,
124.807806,130,125,147,,123.16685,122.759768,
124.81074,128,123,144,,123.169784,122.762702,
124.816749,129,127,156,,123.175793,122.768711,
124.820742,128,126,158,,123.179786,122.772704,
124.826738,128,126,155,,123.185782,122.7787,
124.830742,128,125,150,,123.189786,122.782704,
124.836741,130,127,150,,123.195785,122.788703,
124.840736,132,129,155,,123.19978,122.792698,
124.84674,133,127,148,,123.205784,122.798702,
124.850735,134,128,144,,123.209779,122.802697,
124.85674,133,128,147,,123.215784,122.808702,
124.860746,132,127,145,,123.21979,122.812708,
124.866738,130,127,142,,123.225782,122.8187,
124.870748,129,125,146,,123.229792,122.82271,
124.876742,128,127,157,,123.235786,122.828704,
124.880836,126,124,157,,123.23988,122.832798,
124.886744,125,127,151,,123.245788,122.838706,
124.890734,125,126,152,,123.249778,122.842696,
124.896743,126,125,155,,123.255787,122.848705,
124.900735,128,126,155,,123.259779,122.852697,
124.906749,131,126,155,,123.265793,122.858711,
124.910743,132,127,150,,123.269787,122.862705,
124.916748,131,128,140,,123.275792,122.86871,
124.920738,132,126,141,,123.279782,122.8727,
124.926743,132,128,147,,123.285787,122.878705,
124.930737,131,125,147,,123.289781,122.882699,
124.936748,131,126,147,,123.295792,122.88871,
124.940745,129,127,143,,123.299789,122.892707,
124.946675,128,127,148,,123.305719,122.898637,
124.950738,127,127,159,,123.309782,122.9027,
124.95675,126,125,153,,123.315794,122.908712,
124.960738,125,125,150,,123.319782,122.9127,
124.966693,125,127,158,,123.325737,122.918655,
124.970744,126,128,152,,123.329788,122.922706,
124.97672,127,126,150,,123.335764,122.928682,
124.980739,129,127,155,,123.339783,122.932701,
124.986743,129,126,147,,123.345787,122.938705,
124.990738,130,125,144,,123.349782,122.9427,
124.996742,130,127,151,,123.355786,122.948704,
125.000744,130,127,153,,123.359788,122.952706,
125.006696,129,126,152,,123.36574,122.958658,
125.010744,127,124,153,,123.369788,122.962706,
125.016741,125,125,151,,123.375785,122.968703,
125.020739,124,127,156,,123.379783,122.972701,
125.026744,124,126,159,,123.385788,122.978706,
125.030749,125,127,157,,123.389793,122.982711,
125.036664,126,126,150,,123.395708,122.988626,
125.040745,128,128,152,,123.399789,122.992707,
125.046652,128,128,150,,123.405696,122.998614,
125.050722,130,128,150,,123.409766,123.002684,
125.056726,130,127,151,,123.41577,123.008688,
125.060829,130,128,147,,123.419873,123.012791,
125.066739,129,128,143,,123.425783,123.018701,
125.070739,128,128,146,,123.429783,123.022701,
125.076737,128,127,160,,123.435781,123.028699,
125.080738,126,127,156,,123.439782,123.0327,
125.086742,124,126,151,,123.445786,123.038704,
125.090742,125,127,153,,123.449786,123.042704,
125.096677,125,129,153,,123.455721,123.048639,
125.100737,127,129,154,,123.459781,123.052699,
125.106744,128,126,152,,123.465788,123.058706,
125.110734,128,127,148,,123.469778,123.062696,
125.116736,129,125,145,,123.47578,123.068698,
125.120678,130,126,151,,123.479722,123.07264,
125.126741,130,126,158,,123.485785,123.078703,
125.130733,130,125,160,,123.489777,123.082695,
125.136744,129,125,153,,123.495788,123.088706,
125.140739,128,124,149,,123.499783,123.092701,
125.146743,128,127,155,,123.505787,123.098705,
125.150742,128,128,162,,123.509786,123.102704,
125.156743,128,123,159,,123.515787,123.108705,
125.160742,128,126,155,,123.519786,123.112704,
125.166743,127,125,155,,123.525787,123.118705,
125.170735,127,126,155,,123.529779,123.122697,
125.177738,127,123,162,,123.536782,123.1297,
125.181749,128,124,155,,123.540793,123.133711,
125.187796,129,126,153,,123.54684,123.139758,
125.19375,129,126,151,,123.552794,123.145712,
125.196619,129,127,143,,123.555663,123.148581,
125.201747,130,127,148,,123.560791,123.153709,
125.205744,130,128,156,,123.564788,123.157706,
125.2118,129,127,149,,123.570844,123.163762,
125.215656,128,130,151,,123.5747,123.167618,
125.221744,128,131,158,,123.580788,123.173706,
125.225738,127,127,156,,123.584782,123.1777,
125.231788,127,127,154,,123.590832,123.18375,
125.235812,127,126,156,,123.594856,123.187774,
125.241751,127,126,156,,123.600795,123.193713,
125.245749,127,126,154,,123.604793,123.197711,
125.251786,129,125,154,,123.61083,123.203748,
125.255778,130,124,155,,123.614822,123.20774,
125.265744,131,126,148,,123.624788,123.217706,
125.269744,131,124,151,,123.628788,123.221706,
125.272747,132,126,156,,123.631791,123.224709,
125.282744,131,124,156,,123.641788,123.234706,
125.285734,130,125,158,,123.644778,123.237696,
125.28672,129,124,153,,123.645764,123.238682,
125.291818,128,123,157,,123.650862,123.24378,
125.295809,128,125,159,,123.654853,123.247771,
125.301742,129,127,160,,123.660786,123.253704,
125.306757,131,129,153,,123.665801,123.258719,
125.310748,133,128,150,,123.669792,123.26271,
125.316745,133,129,147,,123.675789,123.268707,
125.320745,132,129,145,,123.679789,123.272707,
125.326745,131,131,150,,123.685789,123.278707,
125.331792,129,130,153,,123.690836,123.283754,
125.335684,126,130,149,,123.694728,123.287646,
125.341748,125,128,151,,123.700792,123.29371,
125.345744,125,128,154,,123.704788,123.297706,
125.351808,126,127,157,,123.710852,123.30377,
125.355685,128,126,154,,123.714729,123.307647,
125.361726,130,126,147,,123.72077,123.313688,
125.365747,132,125,151,,123.724791,123.317709,
125.371785,133,127,150,,123.730829,123.323747,
125.375783,134,126,144,,123.734827,123.327745,
125.381747,134,126,149,,123.740791,123.333709,
125.385745,133,128,151,,123.744789,123.337707,
125.391788,132,126,145,,123.750832,123.34375,
125.395787,131,126,144,,123.754831,123.347749,
125.401748,129,125,150,,123.760792,123.35371,
125.405742,128,126,155,,123.764786,123.357704,
125.411798,127,127,155,,123.770842,123.36376,
125.41581,128,125,154,,123.774854,123.367772,
125.421743,129,128,153,,123.780787,123.373705,
125.425741,129,128,148,,123.784785,123.377703,
125.431814,129,129,149,,123.790858,123.383776,
125.435781,130,129,152,,123.794825,123.387743,
125.441746,130,128,157,,123.80079,123.393708,
125.445685,129,128,155,,123.804729,123.397647,
125.451807,128,128,151,,123.810851,123.403769,
125.456749,128,126,148,,123.815793,123.408711,
125.462746,128,127,154,,123.82179,123.414708,
125.466745,127,126,150,,123.825789,123.418707,
125.47276,128,127,149,,123.831804,123.424722,
125.476735,129,127,150,,123.835779,123.428697,
125.481747,129,127,146,,123.840791,123.433709,
125.485747,129,127,145,,123.844791,123.437709,
125.491809,129,125,149,,123.850853,123.443771,
125.495768,128,127,154,,123.854812,123.44773,
125.501715,126,126,153,,123.860759,123.453677,
125.505749,125,127,152,,123.864793,123.457711,
125.51181,125,126,156,,123.870854,123.463772,
125.515781,124,127,157,,123.874825,123.467743,
125.521745,125,127,151,,123.880789,123.473707,
125.525736,126,126,148,,123.88478,123.477698,
125.531825,128,128,154,,123.890869,123.483787,
125.535807,129,128,147,,123.894851,123.487769,
125.541666,130,127,144,,123.90071,123.493628,
125.545736,131,127,148,,123.90478,123.497698,
125.551815,131,125,145,,123.910859,123.503777,
125.555782,129,125,147,,123.914826,123.507744,
125.561747,129,125,154,,123.920791,123.513709,
125.565745,127,125,156,,123.924789,123.517707,
125.571807,126,127,153,,123.930851,123.523769,
125.575781,125,128,156,,123.934825,123.527743,
125.581746,126,129,156,,123.94079,123.533708,
125.585747,126,127,149,,123.944791,123.537709,
125.591819,128,129,154,,123.950863,123.543781,
125.595795,129,126,150,,123.954839,123.547757,
125.601694,130,127,146,,123.960738,123.553656,
125.605747,131,129,150,,123.964791,123.557709,
125.611818,131,126,151,,123.970862,123.56378,
125.615784,129,126,147,,123.974828,123.567746,
125.621753,128,125,148,,123.980797,123.573715,
125.62574,127,126,158,,123.984784,123.577702,
125.631816,125,126,153,,123.99086,123.583778,
125.635787,125,126,147,,123.994831,123.587749,
125.641745,127,126,159,,124.000789,123.593707,
125.645753,127,128,156,,124.004797,123.597715,
125.651808,127,128,150,,124.010852,123.60377,
125.65581,128,127,150,,124.014854,123.607772,
125.66175,129,127,158,,124.020794,123.613712,
125.665723,129,126,154,,124.024767,123.617685,
125.671813,129,126,149,,124.030857,123.623775,
125.675781,130,125,148,,124.034825,123.627743,
125.681664,130,125,150,,124.040708,123.633626,
125.685746,129,126,149,,124.04479,123.637708,
125.691816,128,126,146,,124.05086,123.643778,
125.695787,128,124,152,,124.054831,123.647749,
125.701748,128,128,158,,124.060792,123.65371,
125.70569,127,127,152,,124.064734,123.657652,
125.711805,127,125,153,,124.070849,123.663767,
125.71581,128,127,156,,124.074854,123.667772,
125.721746,128,128,152,,124.08079,123.673708,
125.725744,128,127,147,,124.084788,123.677706,
125.731665,129,128,153,,124.090709,123.683627,
125.735808,129,125,153,,124.094852,123.68777,
125.741752,130,127,150,,124.100796,123.693714,
125.745745,130,126,149,,124.104789,123.697707,
125.751811,131,126,152,,124.110855,123.703773,
125.75578,130,127,151,,124.114824,123.707742,
125.761749,130,127,151,,124.120793,123.713711,
125.765732,129,125,154,,124.124776,123.717694,
125.771778,129,127,148,,124.130822,123.72374,
125.775665,128,126,148,,124.134709,123.727627,
125.781742,129,127,153,,124.140786,123.733704,
125.785687,129,126,150,,124.144731,123.737649,
125.791811,129,127,153,,124.150855,123.743773,
125.796756,129,128,151,,124.1558,123.748718,
125.800753,129,126,150,,124.159797,123.752715,
125.806744,129,125,153,,124.165788,123.758706,
125.810748,129,127,155,,124.169792,123.76271,
125.81675,129,126,156,,124.175794,123.768712,
125.820749,129,126,156,,124.179793,123.772711,
125.826676,128,127,150,,124.18572,123.778638,
125.830746,128,126,150,,124.18979,123.782708,
125.836749,128,127,150,,124.195793,123.788711,
125.840705,128,127,147,,124.199749,123.792667,
125.846753,130,126,153,,124.205797,123.798715,
125.850743,130,128,156,,124.209787,123.802705,
125.856748,129,125,146,,124.215792,123.80871,
125.860749,130,128,152,,124.219793,123.812711,
125.866748,129,127,155,,124.225792,123.81871,
125.870743,129,127,149,,124.229787,123.822705,
125.876747,129,129,149,,124.235791,123.828709,
125.880748,129,127,154,,124.239792,123.83271,
125.886748,128,128,153,,124.245792,123.83871,
125.890738,128,126,146,,124.249782,123.8427,
125.896741,129,126,156,,124.255785,123.848703,
125.900724,128,127,159,,124.259768,123.852686,
125.906746,127,128,155,,124.26579,123.858708,
125.910741,127,127,148,,124.269785,123.862703,
125.917747,128,125,159,,124.276791,123.869709,
125.921755,127,126,155,,124.280799,123.873717,
125.927808,128,126,152,,124.286852,123.87977,
125.931803,129,126,153,,124.290847,123.883765,
125.93775,129,126,147,,124.296794,123.889712,
125.940745,130,126,147,,124.299789,123.892707,
125.946741,130,127,152,,124.305785,123.898703,
125.950742,130,125,150,,124.309786,123.902704,
125.956746,129,127,153,,124.31579,123.908708,
125.96075,130,127,155,,124.319794,123.912712,
125.966695,129,127,150,,124.325739,123.918657,
125.970745,129,127,154,,124.329789,123.922707,
125.976751,128,129,158,,124.335795,123.928713,
125.980757,126,127,147,,124.339801,123.932719,
125.986747,127,127,152,,124.345791,123.938709,
125.99074,127,127,154,,124.349784,123.942702,
125.996788,128,125,150,,124.355832,123.94875,
126.000745,129,127,146,,124.359789,123.952707,
126.006744,129,123,149,,124.365788,123.958706,
126.010743,130,125,153,,124.369787,123.962705,
126.016744,130,124,150,,124.375788,123.968706,
126.020749,130,124,150,,124.379793,123.972711,
126.026742,130,124,152,,124.385786,123.978704,
126.030756,130,126,155,,124.3898,123.982718,
126.036748,129,127,151,,124.395792,123.98871,
126.040746,128,125,152,,124.39979,123.992708,
126.046747,128,127,159,,124.405791,123.998709,
126.05075,127,127,156,,124.409794,124.002712,
126.056745,126,129,155,,124.415789,124.008707,
126.060761,127,127,153,,124.419805,124.012723,
126.066745,128,128,153,,124.425789,124.018707,
126.070744,128,128,148,,124.429788,124.022706,
126.076748,129,128,151,,124.435792,124.02871,
126.08075,130,127,152,,124.439794,124.032712,
126.086746,130,127,147,,124.44579,124.038708,
126.090745,129,126,147,,124.449789,124.042707,
126.096811,128,126,153,,124.455855,124.048773,
126.100734,128,127,156,,124.459778,124.052696,
126.106745,127,126,154,,124.465789,124.058707,
126.110743,126,126,155,,124.469787,124.062705,
126.11675,126,127,158,,124.475794,124.068712,
126.120748,127,126,156,,124.479792,124.07271,
126.126834,128,127,153,,124.485878,124.078796,
126.130736,129,126,149,,124.48978,124.082698,
126.136747,129,127,147,,124.495791,124.088709,
126.140754,130,127,150,,124.499798,124.092716,
126.146751,130,125,146,,124.505795,124.098713,
126.150747,130,125,149,,124.509791,124.102709,
126.156729,129,124,149,,124.515773,124.108691,
126.162754,128,124,151,,124.521798,124.114716,
126.166746,128,123,155,,124.52579,124.118708,
126.170746,128,126,155,,124.52979,124.122708,
126.176751,128,125,153,,124.535795,124.128713,
126.180749,129,127,158,,124.539793,124.132711,
126.187815,129,127,152,,124.546859,124.139777,
126.191777,130,127,147,,124.550821,124.143739,
126.197751,131,130,154,,124.556795,124.149713,
126.201746,131,129,152,,124.56079,124.153708,
126.207859,130,129,145,,124.566903,124.159821,
126.210742,130,128,148,,124.569786,124.162704,
126.216749,130,126,154,,124.575793,124.168711,
126.220753,129,124,147,,124.579797,124.172715,
126.226748,128,126,145,,124.585792,124.17871,
126.230737,128,125,152,,124.589781,124.182699,
126.236691,128,126,157,,124.595735,124.188653,
126.240746,127,126,150,,124.59979,124.192708,
126.246746,127,125,155,,124.60579,124.198708,
126.250743,128,127,162,,124.609787,124.202705,
126.256747,128,127,154,,124.615791,124.208709,
126.26075,128,126,150,,124.619794,124.212712,
126.266753,130,126,150,,124.625797,124.218715,
126.270747,130,128,151,,124.629791,124.222709,
126.276752,130,126,146,,124.635796,124.228714,
126.280756,131,127,148,,124.6398,124.232718,
126.286752,131,126,152,,124.645796,124.238714,
126.29075,129,126,152,,124.649794,124.242712,
126.296747,128,125,145,,124.655791,124.248709,
126.300747,127,123,148,,124.659791,124.252709,
126.306745,127,126,157,,124.665789,124.258707,
126.310754,126,126,152,,124.669798,124.262716,
126.316748,126,128,158,,124.675792,124.26871,
126.323815,126,127,161,,124.682859,124.275777,
126.325743,126,127,153,,124.684787,124.277705,
126.331762,128,128,154,,124.690806,124.283724,
126.335813,129,129,154,,124.694857,124.287775,
126.341743,130,127,151,,124.700787,124.293705,
126.348748,130,127,148,,124.707792,124.30071,
126.350742,131,127,149,,124.709786,124.302704,
126.356745,131,125,151,,124.715789,124.308707,
126.360749,130,126,153,,124.719793,124.312711,
126.366745,129,124,151,,124.725789,124.318707,
126.37091,128,126,157,,124.729954,124.322872,
126.376687,126,124,158,,124.735731,124.328649,
126.380752,126,125,156,,124.739796,124.332714,
126.386747,127,125,157,,124.745791,124.338709,
126.390754,127,126,153,,124.749798,124.342716,
126.396747,128,127,152,,124.755791,124.348709,
126.400751,129,128,152,,124.759795,124.352713,
126.406751,130,127,148,,124.765795,124.358713,
126.410754,131,127,150,,124.769798,124.362716,
126.416751,131,129,155,,124.775795,124.368713,
126.42075,130,126,151,,124.779794,124.372712,
126.42675,129,126,150,,124.785794,124.378712,
126.430749,128,127,147,,124.789793,124.382711,
126.436746,127,126,151,,124.79579,124.388708,
126.440726,126,126,155,,124.79977,124.392688,
126.446751,125,125,156,,124.805795,124.398713,
126.450741,126,126,156,,124.809785,124.402703,
126.456688,128,127,155,,124.815732,124.40865,
126.460752,129,127,150,,124.819796,124.412714,
126.466749,130,129,153,,124.825793,124.418711,
126.470748,130,129,152,,124.829792,124.42271,
126.476753,131,128,153,,124.835797,124.428715,
126.480701,131,127,154,,124.839745,124.432663,
126.486748,130,126,147,,124.845792,124.43871,
126.490746,130,127,150,,124.84979,124.442708,
126.496747,130,127,154,,124.855791,124.448709,
126.50075,128,126,150,,124.859794,124.452712,
126.50669,128,127,156,,124.865734,124.458652,
126.511019,127,127,157,,124.870063,124.462981,
126.516749,126,125,153,,124.875793,124.468711,
126.520752,126,126,158,,124.879796,124.472714,
126.526752,126,127,156,,124.885796,124.478714,
126.530691,127,127,157,,124.889735,124.482653,
126.536752,128,127,157,,124.895796,124.488714,
126.546752,129,126,148,,124.905796,124.498714,
126.55075,130,125,149,,124.909794,124.502712,
126.55181,130,126,148,,124.910854,124.503772,
126.565763,130,126,150,,124.924807,124.517725,
126.566745,130,126,152,,124.925789,124.518707,
126.568747,130,125,152,,124.927791,124.520709,
126.572753,129,124,150,,124.931797,124.524715,
126.576743,129,126,153,,124.935787,124.528705,
126.582692,128,124,153,,124.941736,124.534654,
126.586752,128,126,158,,124.945796,124.538714,
126.592752,128,126,157,,124.951796,124.544714,
126.59675,128,127,155,,124.955794,124.548712,
126.60274,127,127,153,,124.961784,124.554702,
126.606746,127,126,150,,124.96579,124.558708,
126.612752,128,126,151,,124.971796,124.564714,
126.616745,129,127,150,,124.975789,124.568707,
126.622746,131,127,147,,124.98179,124.574708,
126.626759,131,125,148,,124.985803,124.578721,
126.632744,131,126,148,,124.991788,124.584706,
126.636753,132,127,151,,124.995797,124.588715,
126.640751,131,126,155,,124.999795,124.592713,
126.646758,129,127,152,,125.005802,124.59872,
126.650757,128,126,150,,125.009801,124.602719,
126.656751,127,128,157,,125.015795,124.608713,
126.66075,127,126,157,,125.019794,124.612712,
126.66675,127,127,153,,125.025794,124.618712,
126.670687,128,127,152,,125.029731,124.622649,
126.676676,129,125,147,,125.03572,124.628638,
126.680754,131,126,147,,125.039798,124.632716,
126.686752,131,126,148,,125.045796,124.638714,
126.690751,132,125,150,,125.049795,124.642713,
126.696747,131,126,146,,125.055791,124.648709,
126.700732,131,126,148,,125.059776,124.652694,
126.706751,129,125,150,,125.065795,124.658713,
126.71075,128,124,151,,125.069794,124.662712,
126.716749,126,124,155,,125.075793,124.668711,
126.720756,125,124,159,,125.0798,124.672718,
126.726753,125,123,159,,125.085797,124.678715,
126.730745,127,126,157,,125.089789,124.682707,
126.736751,129,126,153,,125.095795,124.688713,
126.74076,130,126,149,,125.099804,124.692722,
126.746725,130,125,144,,125.105769,124.698687,
126.750697,131,125,145,,125.109741,124.702659,
126.756754,131,126,150,,125.115798,124.708716,
126.760753,131,126,149,,125.119797,124.712715,
126.770676,130,126,143,,125.12972,124.722638,
126.771811,130,125,146,,125.130855,124.723773,
126.776758,129,126,155,,125.135802,124.72872,
126.782759,127,128,154,,125.141803,124.734721,
126.786741,126,127,149,,125.145785,124.738703,
126.792754,127,124,156,,125.151798,124.744716,
126.796753,127,126,154,,125.155797,124.748715,
126.802753,127,127,147,,125.161797,124.754715,
126.806752,128,127,155,,125.165796,124.758714,
126.812692,129,126,153,,125.171736,124.764654,
126.816757,129,126,148,,125.175801,124.768719,
126.822754,129,126,150,,125.181798,124.774716,
126.826745,129,124,153,,125.185789,124.778707,
126.833757,129,127,145,,125.192801,124.785719,
126.840763,129,127,143,,125.199807,124.792725,
126.841745,129,125,151,,125.200789,124.793707,
126.847814,129,126,153,,125.206858,124.799776,
126.853751,128,126,150,,125.212795,124.805713,
126.857742,128,127,150,,125.216786,124.809704,
126.862725,128,126,154,,125.221769,124.814687,
126.866745,128,129,153,,125.225789,124.818707,
126.872753,128,128,149,,125.231797,124.824715,
126.876752,129,129,150,,125.235796,124.828714,
126.882747,130,130,146,,125.241791,124.834709,
126.886745,130,131,146,,125.245789,124.838707,
126.89075,130,128,146,,125.249794,124.842712,
126.896752,129,127,151,,125.255796,124.848714,
126.900753,129,129,149,,125.259797,124.852715,
126.906723,127,127,145,,125.265767,124.858685,
126.910748,127,127,150,,125.269792,124.86271,
126.916764,126,125,154,,125.275808,124.868726,
126.920747,125,126,154,,125.279791,124.872709,
126.926747,126,126,153,,125.285791,124.878709,
126.930668,127,125,151,,125.289712,124.88263,
126.936735,128,126,152,,125.295779,124.888697,
126.940756,128,125,154,,125.2998,124.892718,
126.946752,129,127,158,,125.305796,124.898714,
126.950751,129,126,150,,125.309795,124.902713,
126.956746,129,127,148,,125.31579,124.908708,
126.960755,129,128,151,,125.319799,124.912717,
126.966756,130,128,155,,125.3258,124.918718,
126.97075,129,128,152,,125.329794,124.922712,
126.976755,128,128,149,,125.335799,124.928717,
126.980755,126,128,153,,125.339799,124.932717,
126.986751,125,128,152,,125.345795,124.938713,
126.990747,126,128,157,,125.349791,124.942709,
126.996709,126,128,155,,125.355753,124.948671,
127.000754,126,128,151,,125.359798,124.952716,
127.006697,126,126,153,,125.365741,124.958659,
127.010757,126,127,152,,125.369801,124.962719,
127.016757,127,126,152,,125.375801,124.968719,
127.02075,128,127,160,,125.379794,124.972712,
127.026741,128,128,153,,125.385785,124.978703,
127.030785,128,125,144,,125.389829,124.982747,
127.036755,129,124,153,,125.395799,124.988717,
127.040753,129,123,155,,125.399797,124.992715,
127.046749,129,122,153,,125.405793,124.998711,
127.050747,128,125,156,,125.409791,125.002709,
127.056753,128,122,155,,125.415797,125.008715,
127.060751,127,123,155,,125.419795,125.012713,
127.066761,126,125,154,,125.425805,125.018723,
127.070743,126,126,164,,125.429787,125.022705,
127.076757,126,125,159,,125.435801,125.028719,
127.080755,127,125,150,,125.439799,125.032717,
127.086755,128,126,156,,125.445799,125.038717,
127.090749,129,127,157,,125.449793,125.042711,
127.096749,130,128,152,,125.455793,125.048711,
127.100753,131,126,145,,125.459797,125.052715,
127.106747,132,128,148,,125.465791,125.058709,
127.110757,132,129,153,,125.469801,125.062719,
127.116747,131,130,155,,125.475791,125.068709,
127.120767,130,127,145,,125.479811,125.072729,
127.126756,129,128,152,,125.4858,125.078718,
127.130742,128,128,156,,125.489786,125.082704,
127.136738,126,129,151,,125.495782,125.0887,
127.140753,125,126,156,,125.499797,125.092715,
127.146747,126,127,157,,125.505791,125.098709,
127.150758,127,125,148,,125.509802,125.10272,
127.156753,129,125,156,,125.515797,125.108715,
127.160756,130,123,152,,125.5198,125.112718,
127.166757,131,126,144,,125.525801,125.118719,
127.170749,133,127,150,,125.529793,125.122711,
127.17676,134,125,155,,125.535804,125.128722,
127.180756,133,125,144,,125.5398,125.132718,
127.186748,132,124,146,,125.545792,125.13871,
127.190752,132,123,156,,125.549796,125.142714,
127.196751,131,123,156,,125.555795,125.148713,
127.201749,129,123,151,,125.560793,125.153711,
127.207821,129,123,161,,125.566865,125.159783,
127.211763,128,124,159,,125.570807,125.163725,
127.217754,128,125,152,,125.576798,125.169716,
127.221748,129,127,153,,125.580792,125.17371,
127.226749,129,128,151,,125.585793,125.178711,
127.230755,130,128,149,,125.589799,125.182717,
127.236751,131,128,148,,125.595795,125.188713,
127.240749,131,128,145,,125.599793,125.192711,
127.24675,131,127,147,,125.605794,125.198712,
127.250764,131,128,154,,125.609808,125.202726,
127.256766,129,126,152,,125.61581,125.208728,
127.260749,128,127,152,,125.619793,125.212711,
127.26675,126,127,158,,125.625794,125.218712,
127.270753,124,128,153,,125.629797,125.222715,
127.276756,125,128,157,,125.6358,125.228718,
127.280757,126,129,158,,125.639801,125.232719,
127.286752,127,127,149,,125.645796,125.238714,
127.290751,129,128,145,,125.649795,125.242713,
127.296756,131,128,147,,125.6558,125.248718,
127.300762,131,129,153,,125.659806,125.252724,
127.306759,132,128,148,,125.665803,125.258721,
127.310751,131,129,141,,125.669795,125.262713,
127.316752,130,127,146,,125.675796,125.268714,
127.320756,128,127,154,,125.6798,125.272718,
127.326751,126,126,154,,125.685795,125.278713,
127.33075,125,124,153,,125.689794,125.282712,
127.336756,126,125,158,,125.6958,125.288718,
127.340749,126,125,150,,125.699793,125.292711,
127.34675,128,125,151,,125.705794,125.298712,
127.350693,129,126,152,,125.709737,125.302655,
127.356698,130,125,155,,125.715742,125.30866,
127.360754,131,127,151,,125.719798,125.312716,
127.366755,131,125,148,,125.725799,125.318717,
127.370756,131,126,150,,125.7298,125.322718,
127.37676,130,125,151,,125.735804,125.328722,
127.380755,128,127,149,,125.739799,125.332717,
127.386708,127,124,154,,125.745752,125.33867,
127.390754,127,125,156,,125.749798,125.342716,
127.39675,127,126,148,,125.755794,125.348712,
127.400763,128,126,148,,125.759807,125.352725,
127.406754,129,126,153,,125.765798,125.358716,
127.410752,129,127,152,,125.769796,125.362714,
127.416757,129,127,144,,125.775801,125.368719,
127.421752,129,127,150,,125.780796,125.373714,
127.425728,130,128,156,,125.784772,125.37769,
127.43181,129,126,147,,125.790854,125.383772,
127.43576,129,127,143,,125.794804,125.387722,
127.441755,129,128,151,,125.800799,125.393717,
127.445757,128,127,154,,125.804801,125.397719,
127.451819,127,127,153,,125.810863,125.403781,
127.455819,125,127,160,,125.814863,125.407781,
127.461759,124,127,163,,125.820803,125.413721,
127.465758,123,126,154,,125.824802,125.41772,
127.47176,122,127,151,,125.830804,125.423722,
127.475809,123,127,166,,125.834853,125.427771,
127.481753,124,126,163,,125.840797,125.433715,
127.485755,125,129,159,,125.844799,125.437717,
127.491763,127,130,153,,125.850807,125.443725,
127.495821,129,129,156,,125.854865,125.447783,
127.501755,130,128,153,,125.860799,125.453717,
127.505749,132,127,154,,125.864793,125.457711,
127.511759,133,125,145,,125.870803,125.463721,
127.515762,133,127,138,,125.874806,125.467724,
127.521753,132,126,143,,125.880797,125.473715,
127.525757,131,127,155,,125.884801,125.477719,
127.531761,129,123,158,,125.890805,125.483723,
127.535757,126,124,150,,125.894801,125.487719,
127.541762,123,125,153,,125.900806,125.493724,
127.545794,121,126,160,,125.904838,125.497756,
127.551775,121,128,161,,125.910819,125.503737,
127.555769,123,129,163,,125.914813,125.507731,
127.561759,125,126,162,,125.920803,125.513721,
127.565751,127,127,151,,125.924795,125.517713,
