tiempo, ax, ay, az
9,129.75,132.25,155.499
9.01,129.739,132.739,150.433
9.02,130,134,152.01
9.03,131,133,151.24
9.04,131,134,150.504
9.05,130.248,135.752,151.994
9.06,130,133.247,152.753
9.07,129.752,133,150.761
9.08,130,133,151.49
9.09,130,133.248,151.009
9.1,130,133,150.255
9.11,131,134,151.242
9.12,130,133.248,151.503
9.13,130,132.761,152.521
9.14,130,134,148.747
9.15,131,133.248,152
9.16,131,133,149.751
9.17,131,132.248,154.248
9.18,131,132.751,150
9.19,131,132.257,148.257
9.2,131,132.487,151
9.21,130.257,133.743,150.743
9.22,129,134,152.486
9.23,129.743,133.743,151.77
9.24,130.744,133.513,151
9.25,131,134,151.511
9.26,130,134.743,151.23
9.27,130,135,151.743
9.28,130,134.257,149.257
9.29,130,133,151
9.3,129.406,133.189,152.783
9.31,129,133,150.676
9.32,130,133.662,154
9.33,130,135,151.338
9.34,130,132.337,149.348
9.35,130,133.338,153.295
9.36,129.338,132.338,148.676
9.37,129.338,131.662,152.368
9.38,129.662,133.338,152.311
9.39,130.662,133.324,148.676
9.4,130.338,132.662,148.676
9.41,130,133.662,150.986
9.42,129.339,134,151.016
9.43,130.662,133.662,148.324
9.44,130.337,133.337,149.348
9.45,129.338,131.676,151.662
9.46,128,131.662,152.31
9.47,128.663,131.663,155.337
9.48,130.743,131.771,150.743
9.49,132,131.257,149.772
9.5,131.505,132.495,150.486
9.51,128.206,132.206,154.206
9.52,127,132,156.513
9.53,127.743,134.485,152.97
9.54,130.487,135,155.77
9.55,131,134.103,149.616
9.56,129,133.257,158.684
9.57,129.743,129.257,151.054
9.58,129,130.743,149.971
9.59,130,129.257,158.743
9.6,129.258,130.484,150.032
9.61,129.269,132.731,157.386
9.62,129,132.51,155.059
9.63,129.777,132.777,151.554
9.64,130,133,152.634
9.65,130,131,151.477
9.66,129,130.112,156.103
9.67,128,131,156.886
9.68,128.554,130.107,154.446
9.69,130.48,131.48,154.04
9.7,132,133,150.95
9.71,132,131.612,150.672
9.72,131,130.588,151.412
9.73,130.16,130.84,152
9.74,130,131.722,151.556
9.75,130,130.28,153.881
9.76,131.72,131,152.28
9.77,133,130,147.562
9.78,133,129.224,151.776
9.79,132.281,128,148.561
9.8,130.279,128,154.163
9.81,129,128,156.72
9.82,130,128.724,153.172
9.83,131.72,131,151.28
9.84,132.505,131,153.02
9.85,131,130.411,153.179
9.86,130,130,153.806
9.87,130.736,129.736,151.264
9.88,132,131.731,149.731
9.89,132,131.731,150.269
9.9,131.267,132.733,152.267
9.91,131,131.269,152.462
9.92,132,130.269,151.343
9.93,132,129.268,150.659
9.94,130.263,128.526,150.79
9.95,128.269,127.269,151.269
9.96,129.731,128.731,154.384
9.97,131.731,128.462,151.344
9.98,132,128.841,149.524
9.99,130.634,129.634,154.268
10,129.512,129.512,152
10.01,129,130.336,151
10.02,129,129,152.73
10.03,130.654,129.654,151.615
10.04,131,129.654,152.074
10.05,131.654,129.307,153.961
10.06,131,131,149.937
10.07,131,131,154.271
10.08,129.354,131.354,149
10.09,129,130,151.06
10.1,129,130,152.573
10.11,129.646,129.707,152.232
10.12,129,129.354,152.646
10.13,129,129.354,152.061
10.14,130.646,128.293,152.939
10.15,131,129.646,152
10.16,131,128,150.561
10.17,131,130,151.598
10.18,131,128.562,148.404
10.19,131,130,151.72
10.2,130,130.277,150.277
10.21,131,130.49,153.235
10.22,131,131,149.029
10.23,132,130.257,150.257
10.24,131,128.512,149.744
10.25,131,128,151.771
10.26,131,128.323,149.615
10.27,130,130,152.256
10.28,130,130,152.972
10.29,131,130.257,151
10.3,131,130,148.514
10.31,132,130.257,150.257
10.32,131.257,130.743,150.486
10.33,129.257,129,155.486
10.34,130,128.454,150.819
10.35,131.462,130,149.312
10.36,133,129.532,150.468
10.37,132.062,127.531,152.247
10.38,131,128.719,153.031
10.39,129.562,129.719,151.967
10.4,128,127.562,155.314
10.41,128.411,127,151.357
10.42,129,128.354,155
10.43,130.439,126.561,155
10.44,131.727,128.454,152.727
10.45,131,129,156.876
10.46,129.281,128,150.563
10.47,128.72,129,150.881
10.48,130.719,128.281,153.967
10.49,132,128.281,149
10.5,131,127.707,153.17
10.51,131,126.718,151.971
10.52,131,127.718,149.155
10.53,131,127,152
10.54,130,128,148.695
10.55,130,126.539,153.922
10.56,131,124.269,149.617
10.57,131.732,127.732,149.39
10.58,132,126.27,151.079
10.59,131.269,129,148.462
10.6,130.27,128.079,153.539
10.61,130,127.584,153.082
10.62,131,127,149.54
10.63,132,126.026,156.435
10.64,131,126.816,149.632
10.65,132,126.354,155.354
10.66,131.646,126.646,150.292
10.67,132,128.646,151.417
10.68,131.355,127.355,152
10.69,130,127,151.651
10.7,129.647,123.706,154.941
10.71,130.645,124,153.645
10.72,131,125.354,153.063
10.73,130.645,124.355,153
10.74,131,126,153
10.75,132,126,151
10.76,131.342,126.658,149.316
10.77,129.693,128,149.386
10.78,129.653,128,154.307
10.79,131,128.302,147.047
10.8,131,129,151.92
10.81,129.663,128.337,151
10.82,131,127.342,151.712
10.83,131.347,127,151.959
10.84,129.347,127,155
10.85,129,126.49,154.51
10.86,129,129,150.251
10.87,129,129,155.385
10.88,131.73,126,149.27
10.89,132,127.73,150.46
10.9,131.27,126,154
10.91,129.27,126.73,152.648
10.92,129,127.787,157.36
10.93,129.729,126.271,153.541
10.94,131.528,126.056,149.472
10.95,132.88,127.12,151.76
10.96,132,126.521,149.043
10.97,131,127.575,150.575
10.98,130.355,128.355,151.773
10.99,130.646,127.354,148.291
11,129.354,128,151.291
11.01,130,127.336,151.008
11.02,131,126.653,150
11.03,132,126,154.306
11.04,131,126.539,152
11.05,130,127,155.92
11.06,129,128,153.542
11.07,129,127,155
11.08,130.659,127.659,153.341
11.09,133,126.347,144.735
11.1,133,126.653,148.959
11.11,130.347,127.653,152.959
11.12,129,127,153.961
11.13,128.653,127.653,154.347
11.14,129.653,128.347,153
11.15,131,126,148.693
11.16,131.347,126.653,149.347
11.17,130.354,126.354,152.646
11.18,130,126.645,152.355
11.19,130,126.645,150.291
11.2,130,127,154
11.21,129.645,128,151.645
11.22,130,127,153
11.23,130,127.355,153.355
11.24,130,127,150.645
11.25,130,126.645,153
11.26,131,126,151.648
11.27,131,127,151.458
11.28,131.717,127,152.849
11.29,132,126.851,149.149
11.3,130.532,128.468,145.404
11.31,128.533,128,153
11.32,128,126.28,150.28
11.33,129.478,125.956,154.956
11.34,131,126.226,152.678
11.35,131,125.717,148
11.36,131.281,127,155.719
11.37,129.284,126,151.284
11.38,129,127.434,155.434
11.39,129,127.281,152.124
11.4,130,128,148.718
11.41,130,127.717,157.151
11.42,130,126,151
11.43,131,126.717,152.131
11.44,131,126.283,156.303
11.45,130,127.718,148.282
11.46,128.282,127.282,157.282
11.47,127,127,153.718
11.48,128.717,127.717,153.131
11.49,130.719,127,152
11.5,131,127.434,148.848
11.51,131,127.718,149.436
11.52,131,127.283,150
11.53,130,127.717,152
11.54,129.283,126.567,153.283
11.55,129,126,153.717
11.56,130,126.722,151.834
11.57,130,127,151.15
11.58,131,126.717,150.414
11.59,132,127.718,150.155
11.6,130.283,127.283,149.283
11.61,128.282,127,155.718
11.62,127,127.283,154
11.63,128,127.71,156.839
11.64,129,127,154.152
11.65,131.718,126.282,152.127
11.66,133,125.717,148
11.67,132,126.717,151.302
11.68,131.283,126.283,151.414
11.69,129.282,127,151.592
11.7,128.283,128.717,155.131
11.71,128,128,151.436
11.72,128.716,127,150.567
11.73,129.717,127,151.717
11.74,130.717,126.283,149
11.75,131,125,151
11.76,131,126,152.438
11.77,129.282,126.718,152.564
11.78,128.284,128.716,153
11.79,128.718,128,154.153
11.8,129.717,127,150.566
11.81,131,126,151.718
11.82,131,127,154.868
11.83,129.284,127,151.568
11.84,130,127.956,153.044
11.85,131,127.355,149.71
11.86,130.352,127,150.297
11.87,128.355,126.355,152
11.88,128,127,149.29
11.89,128.645,128,152.71
11.9,129,127,152.552
11.91,130,128,150.911
11.92,130,127.523,152.613
11.93,130,127.853,153
11.94,130,126,150.709
11.95,130,126.932,153.288
11.96,128,127.623,152
11.97,128,127,155
11.98,129,127.283,151
11.99,131,126,150.849
12,131.711,126.289,151.579
12.01,129.282,126.718,150.718
12.02,128,127.718,154.718
12.03,128,127.711,152
12.04,129,127.284,153
12.05,129,127.711,152.843
12.06,129.718,127,153.435
12.07,130.717,126.283,149.717
12.08,131,126.573,148.427
12.09,130,127.644,152.578
12.1,128.355,128.289,151.711
12.11,127,128,154
12.12,128.644,127.356,150.712
12.13,131.645,127,150.066
12.14,132,127,149.29
12.15,130.355,127,150.645
12.16,128.355,127,152.29
12.17,129,127,153.711
12.18,130,128,149.701
12.19,129.355,128,151.289
12.2,129,127.61,152
12.21,129,127.966,151.034
12.22,129.806,127,152
12.23,129,126.775,150.45
12.24,129,127,153.721
12.25,128.356,127.644,152.78
12.26,128.659,127.659,154.976
12.27,130.304,127,150.044
12.28,130.348,128,149.652
12.29,129.348,126.696,153.043
12.3,128,127.618,152.765
12.31,128,126.218,154.218
12.32,129.728,127.728,152.272
12.33,131,127.728,148.272
12.34,130.271,127.729,150.271
12.35,128.272,127.728,152.367
12.36,128,126.479,153.562
12.37,128.488,127,152.488
12.38,130,128,150.136
12.39,131,127,149.576
12.4,131,127,150.863
12.41,130,127,149.57
12.42,129,127.285,150.862
12.43,129,127,150.851
12.44,129,127.716,152.864
12.45,129,127.285,150.138
12.46,130,128,151.57
12.47,130,128.738,148.046
12.48,131,127.773,147.682
12.49,129,127.268,153.391
12.5,128,126.284,153.148
12.51,128,128,154.561
12.52,128.716,127.569,153.431
12.53,130,127,155
12.54,129,128,150.143
12.55,129,127.284,154
12.56,129,127.284,151
12.57,129,128,148
12.58,130,127.28,154
12.59,128.28,128.72,151.439
12.6,126.285,129,159
12.61,127.434,127,153.566
12.62,128.715,127,150
12.63,130,126.283,152.283
12.64,129.427,127,149.854
12.65,128.356,128,153.644
12.66,128,128.366,151.829
12.67,127.644,128.644,153.288
12.68,128,129.288,152
12.69,128.356,129,150.356
12.7,128.357,129,152.287
12.71,128.643,127.357,152.071
12.72,130.644,127,151.356
12.73,130.356,128.644,150.712
12.74,129.357,129,151.643
12.75,130,129,153.477
12.76,128.523,130,149.569
12.77,128,129,154.743
12.78,128,127.643,148.357
12.79,129,128,153.929
12.8,130,127,154
12.81,130,128,150
12.82,129.356,128,154.931
12.83,128.357,128.357,152.427
12.84,129,128.693,151.307
12.85,129.356,129,147.713
12.86,129,129.356,152.931
12.87,128,128.344,155.625
12.88,128,130.489,153.533
12.89,128.844,131,154.533
12.9,129.728,129,149.545
12.91,129.015,129.985,149
12.92,129,129,151.713
12.93,128,128.643,150.574
12.94,128,129,155.718
12.95,128,129,154.035
12.96,127,129,152.572
12.97,129.656,129,154.375
12.98,131,128,143.7
12.99,131,127.349,152.256
13,129.348,128,151.304
13.01,127.339,129,153.677
13.02,125.349,130,156.349
13.03,126.651,130.349,154.349
13.04,130.302,129,147.698
13.05,131.878,129,147
13.06,131,128,149.178
13.07,128.272,129.728,150.272
13.08,127,129.273,158.907
13.09,126.727,130.727,153.727
13.1,127.727,132,152
13.11,129.927,130.073,154.073
13.12,130.535,128,149.465
13.13,129.521,128.479,152
13.14,129,128,149.139
13.15,129,129,149.859
13.16,129,130.429,155
13.17,128.284,131,153.284
13.18,127,130.284,154.147
13.19,128,130,150.995
13.2,129,130,146
13.21,129,129.284,152.579
13.22,129,130,152.43
13.23,129,130,154.285
13.24,129,131,153.715
13.25,128,131.43,151.145
13.26,129,131,150.426
