tiempo, ax, ay, az
0,128,126,152 n
0.01,128.799,126,151.799 n
0.02,128,126,151.084 n
0.03,128,126,152 n
0.04,128,126,152 n
0.05,128,126,152 n
0.06,128.775,126,152 n
0.07,128.883,126,152 n
0.08,129,126,152 n
0.09,128.078,126,152 n
0.1,128,126,151.922 n
0.11,128,126,152 n
0.12,128,126,152 n
0.13,129,126,152 n
0.14,128.078,126,151.078 n
0.15,128,126,152 n
0.16,128,126,152 n
0.17,128,125.076,152 n
0.18,128,126,152 n
0.19,128,126,152 n
0.2,128,126,152 n
0.21,128.489,126,151.489 n
0.22,128,126,152 n
0.23,128,126,151.909 n
0.24,128,126,152 n
0.25,128,126,151.089 n
0.26,128,126,152 n
0.27,128,126,152 n
0.28,129,126,152 n
0.29,128,126,151 n
0.3,128,126,152 n
0.31,128,126,152 n
0.32,128,125.089,151.911 n
0.33,128,126,151.089 n
0.34,128,126,152 n
0.35,128,126,152 n
0.36,128,126,152 n
0.37,128,126,152 n
0.38,128,126,152 n
0.39,128.089,126,151.911 n
0.4,128,126,151.911 n
0.41,128,126,152 n
0.42,128,126,152 n
0.43,128,126,152 n
0.44,128.089,126,151.911 n
0.45,128,126,152 n
0.46,128.089,126,152 n
0.47,128.911,126,152 n
0.48,128,126,151.921 n
0.49,128,126,152.081 n
0.5,128.08,126,153 n
0.51,129.081,126,152.919 n
0.52,130,126,152 n
0.53,129.919,126,151 n
0.54,129,126,152 n
0.55,128.08,126,152 n
0.56,129,126,151.92 n
0.57,129,126,151.06 n
0.58,129,126,152 n
0.59,129.788,126,152.788 n
0.6,129,126,151.826 n
0.61,129,126,151.159 n
0.62,129,126.079,152 n
0.63,129,126,151.92 n
0.64,130,126,151.92 n
0.65,130,126,151.08 n
0.66,129,126,152 n
0.67,129,126,151.92 n
0.68,129,126,152 n
0.69,129,126,152 n
0.7,129,126,152.08 n
0.71,129.09,126,151 n
0.72,129,126,152 n
0.73,129,126,152 n
0.74,129,126,152.08 n
0.75,129,126,152 n
0.76,129,126,151.085 n
0.77,129,126,152 n
0.78,129,126,152 n
0.79,129.92,126,152 n
0.8,129,126,152 n
0.81,129,126,152.078 n
0.82,129,126,152 n
0.83,129,126,151.08 n
0.84,129,126,152 n
0.85,129,126,151.921 n
0.86,129,126,152 n
0.87,129,126,151.08 n
0.88,129,126,152 n
0.89,129,126,152 n
0.9,129,126,152 n
0.91,129,126,151 n
0.92,129,126,152 n
0.93,129,126,152 n
0.94,129,126,152 n
0.95,129,126,152 n
0.96,129,126,152 n
0.97,129,126,152 n
0.98,129,126,151.904 n
0.99,129,126,151.08 n
1,129,126,152 n
1.01,129,126,152 n
1.02,129,125.92,151 n
1.03,130,126,152 n
1.04,130,126,153 n
1.05,130,126,152 n
1.06,129.088,126,151.088 n
1.07,130,126,152 n
1.08,130,126,152 n
1.09,130,126,152 n
1.1,130,126,152.921 n
1.11,130,126,151 n
1.12,130,126,152 n
1.13,130,126.081,152.081 n
1.14,131,126,151.921 n
1.15,131,126,151.079 n
1.16,131,126,152.079 n
1.17,131,126,151 n
1.18,131,126,152 n
1.19,131,126,151.904 n
1.2,131.092,126,151.092 n
1.21,132,126,152.08 n
1.22,132,126,151.921 n
1.23,132.081,126,153 n
1.24,132.921,126,152.763 n
1.25,133,126,151.237 n
1.26,133,126,152.842 n
1.27,133,126.079,150.158 n
1.28,133.921,126.079,153.842 n
1.29,133,126,151 n
1.3,134,126,152.079 n
1.31,134,127,152 n
1.32,134,126.653,151.653 n
1.33,134,126.871,151.871 n
1.34,135,127,152.23 n
1.35,135,127,152.739 n
1.36,135,127,151.088 n
1.37,135,126.912,152.912 n
1.38,135,127,151.088 n
1.39,135,126.609,151.391 n
1.4,135.868,126.868,151.736 n
1.41,136,126.088,151.176 n
1.42,136,126.088,151.824 n
1.43,136,126.254,150.762 n
1.44,136,127,152.237 n
1.45,136,126.746,150.254 n
1.46,136,126.912,153 n
1.47,136,126.782,150.564 n
1.48,136.088,127,151.175 n
1.49,136.913,127,151.825 n
1.5,136.088,127,150.265 n
1.51,136,127,152.826 n
1.52,136,127,150 n
1.53,136,127,151.087 n
1.54,136,126.088,150.912 n
1.55,136.088,127,150.175 n
1.56,136.913,127,152.74 n
1.57,136,127,149.175 n
1.58,136,127,152.912 n
1.59,135,127,151 n
1.6,135,127,151.178 n
1.61,136,127,152.825 n
1.62,136,127,149.176 n
