tiempo, ax, ay, az
0,134,126,150 n
0.01,135,126.978,152.888 n
0.02,135,126,148.1 n
0.03,134.026,126,153.923 n
0.04,133,127,151 n
0.05,132,127,151.003 n
0.06,132.003,126.003,153.988 n
0.07,134.003,126.997,149.011 n
0.08,135,126.996,153.983 n
0.09,135,126,147.113 n
0.1,134,125.003,154.005 n
0.11,132,126.003,149.997 n
0.12,132,125.997,151.997 n
0.13,132.003,125.003,150.016 n
0.14,134,125,153.981 n
0.15,135,124,149.014 n
0.16,134,125,151.713 n
0.17,134,124,152 n
0.18,133,125,151.713 n
0.19,133,124,155.138 n
0.2,133.291,123.291,149.291 n
0.21,135,125.287,154.139 n
0.22,135,125,149.148 n
0.23,133.712,125.712,151.425 n
0.24,133,125,153.574 n
0.25,133.287,125,149.713 n
0.26,134,125.287,150.287 n
0.27,134,125.713,152.426 n
0.28,134,125,149 n
0.29,134,124,150.713 n
0.3,134,125,154 n
0.31,133.712,124.712,148.712 n
0.32,133,124,154.86 n
0.33,133,124.251,151.497 n
0.34,133.855,124,150.564 n
0.35,134.144,125.144,152.864 n
0.36,134,126,150.985 n
0.37,133.223,125,147.339 n
0.38,134,126,151.238 n
0.39,134,126.997,150.997 n
0.4,133,126,147.094 n
0.41,134,127,154.991 n
0.42,134,127,148 n
0.43,134,127,150.574 n
0.44,134,126,149 n
0.45,133,124.771,149.457 n
0.46,133.746,124.254,154.746 n
0.47,133,125.002,151.002 n
0.48,132,124,151 n
0.49,132.005,123.995,152.023 n
0.5,133.023,123.977,154.907 n
0.51,135,123.002,153.998 n
0.52,135,124,150.002 n
0.53,133.997,125.003,150.995 n
0.54,131,127,149.002 n
0.55,130.997,125,153.99 n
0.56,131.003,124.002,154.005 n
0.57,134,124.997,151.995 n
0.58,134.998,123.002,149.998 n
0.59,134,124,151.957 n
0.6,133,122.971,147.971 n
0.61,132,121.025,150.051 n
0.62,132,122,153.948 n
0.63,133.026,122,147.103 n
0.64,134,122,152.794 n
0.65,135,122.973,149.082 n
0.66,134,122.05,146.1 n
0.67,133.974,122.052,153.896 n
0.68,133,124,148.182 n
0.69,132,123,149.846 n
0.7,132,124,154.045 n
0.71,131.016,125,147.125 n
0.72,132.984,124.016,157.827 n
0.73,133,125.978,150.13 n
0.74,132,125.282,151 n
0.75,132,125.721,157.046 n
0.76,132,125.721,152.676 n
0.77,132,125.28,152.881 n
0.78,132,125,152.28 n
0.79,132,125,150.72 n
0.8,133,125,154 n
0.81,133,126,152.136 n
0.82,132.862,125,152 n
0.83,132.159,126,152.319 n
0.84,133,125.28,151.881 n
0.85,134,125.44,151.56 n
0.86,134,124,147.721 n
0.87,133.72,124.28,151.441 n
0.88,132,124.721,152.559 n
0.89,132.238,124.238,152 n
0.9,133.994,125,152 n
0.91,135,124.993,150.013 n
0.92,135,125,150.987 n
0.93,133.007,125,150 n
0.94,133,125,153 n
0.95,133.994,124.006,150.994 n
0.96,133.006,124.994,149.013 n
0.97,133.994,123.006,151.987 n
0.98,134,124,150.013 n
0.99,134.007,124,151.022 n
1,134.761,123.239,150 n
1.01,134,124,151.478 n
1.02,133.007,124,152.007 n
1.03,134,124,149.242 n
1.04,134,124,150.993 n
1.05,134,124.994,149 n
1.06,134,124.007,151.993 n
1.07,134,124.007,151 n
1.08,134.007,124.993,149.021 n
1.09,134.763,124,153.289 n
1.1,134,124,150.007 n
1.11,134,124,151.218 n
1.12,134,122,151.595 n
1.13,133.279,120,154.558 n
1.14,134.279,120.557,155.164 n
1.15,137.651,121.326,152 n
1.16,139,123.65,148.65 n
1.17,136.443,124.721,151.164 n
1.18,132.442,122.442,151 n
1.19,131.294,122,155.176 n
1.2,133.589,121,151.706 n
1.21,137.666,122,149.334 n
1.22,140,122,151.333 n
1.23,138.333,121.333,147 n
1.24,134.858,122.142,151.427 n
1.25,132.857,122.857,151.857 n
1.26,133,122,150.799 n
1.27,134.333,122,154 n
1.28,136.285,121.715,149.859 n
1.29,140.333,121.667,149.333 n
1.3,139.002,120,146.002 n
1.31,133.332,121.668,148.669 n
1.32,131,123.668,156.335 n
1.33,132.572,124,153.142 n
1.34,136.333,124.667,149 n
1.35,137.666,124,149.999 n
1.36,136.667,124.333,150.667 n
1.37,135,125.667,152.334 n
1.38,134,124,152.143 n
1.39,134,124,151.333 n
1.4,134.333,124.333,153.334 n
1.41,136,124,153.331 n
1.42,137.286,124.714,150.145 n
1.43,136.427,124.714,152.568 n
1.44,134.667,124,152.666 n
1.45,133,124,154.333 n
1.46,134,123.333,153.334 n
1.47,135.333,124.667,152.666 n
1.48,136,124,152.333 n
1.49,135,124,150.333 n
1.5,134.667,124.667,153 n
1.51,134,125,152.666 n
1.52,134,126,152.334 n
1.53,134,126,151.669 n
1.54,133,125,151.447 n
1.55,132,125,151.001 n
1.56,134,125,151.668 n
1.57,135,124.668,150.664 n
1.58,134.667,123,150.334 n
1.59,134,122,152.858 n
1.6,134,123,150.286 n
1.61,135,122.202,151.596 n
1.62,135,123,149.649 n
1.63,135,122.674,150.349 n
1.64,134.675,123,150.675 n
1.65,135,123,152 n
1.66,135,124,149.325 n
1.67,135,123.335,151.331 n
1.68,134,123.676,150.649 n
1.69,134,122.665,150 n
1.7,135,122,152.025 n
1.71,135,122,150 n
1.72,134.677,122,150.323 n
1.73,134,123.324,153 n
1.74,134,125,152.675 n
1.75,134,123.675,152.325 n
1.76,134,124,151.65 n
1.77,134,124,152.035 n
1.78,134,123.675,151.65 n
1.79,133.698,124,152.095 n
1.8,134,124,152.988 n
1.81,133,123.665,150.669 n
1.82,133,122,154.023 n
1.83,133.325,122.325,153.299 n
1.84,134,123,153.376 n
1.85,135,123.676,154.973 n
1.86,134,123.676,150.351 n
1.87,133.675,123,152.675 n
1.88,133,123.325,153.649 n
1.89,134,123,151.352 n
1.9,134.325,124,148.3 n
1.91,135,124.675,151.026 n
1.92,134.674,125.326,149.326 n
1.93,133.665,126,153.335 n
1.94,131.675,125,152.325 n
1.95,130.675,125.325,155.35 n
1.96,130.39,127.39,154.169 n
1.97,132,126.764,153.82 n
1.98,133.236,127,152.236 n
1.99,134.235,127,151 n
2,134,126,150 n
2.01,133,126,149.764 n
2.02,132,126,151.501 n
2.03,131,123.764,153.764 n
2.04,131,124,151.473 n
2.05,131,124.868,154.737 n
2.06,132,125.15,151.15 n
2.07,132,123.85,149.299 n
2.08,132.81,124.81,152 n
2.09,131.676,125.676,150.676 n
2.1,131,124.649,152 n
2.11,131.324,127.676,152.298 n
2.12,132.662,127,148.635 n
2.13,132.675,126,150.974 n
2.14,131,127.324,149.972 n
2.15,131,127,154.377 n
2.16,131,126.676,149.947 n
2.17,131.676,125,154.028 n
2.18,132,124.675,151.35 n
2.19,131,124.324,152 n
2.2,131,124,154.324 n
2.21,132,124.324,151 n
2.22,132,123.675,153 n
2.23,131,124,152.676 n
2.24,132,124.325,155.025 n
2.25,131.324,125,152.324 n
2.26,132,125.324,152 n
2.27,132,125.676,151.352 n
2.28,131,125.675,151.325 n
2.29,131,125,152.332 n
2.3,131,126,151.65 n
2.31,130.676,126,152 n
2.32,129,127,152.324 n
2.33,129.324,127.324,156.027 n
2.34,131.325,128,153.974 n
2.35,132.324,127.676,150.648 n
2.36,133.849,127.849,155.398 n
2.37,133,128.676,150.324 n
2.38,131.906,128,151.094 n
2.39,131,127.67,152.33 n
2.4,131,127,150.456 n
2.41,131,126,151 n
2.42,131,126.244,155.244 n
2.43,131.236,126.764,150.472 n
2.44,132.237,126,152 n
2.45,132.764,126,151.821 n
2.46,131.764,127,148.417 n
2.47,131,127.472,153.055 n
2.48,131.236,127.764,151.472 n
2.49,131.235,128,148.471 n
2.5,132.764,128,152.585 n
2.51,131,129,149.179 n
2.52,131,128.236,153 n
2.53,131,127.528,150.764 n
2.54,132,126.237,151.237 n
2.55,133,125,151.291 n
2.56,133,127,148.41 n
2.57,132.765,127.235,152.765 n
2.58,132,127.764,149.764 n
2.59,132,128.235,151.53 n
2.6,132.236,128.529,151.471 n
2.61,134,128,148.53 n
2.62,133.764,128,151 n
2.63,133,127.237,149.712 n
2.64,132.527,127.237,151.581 n
2.65,131.471,126.236,149.356 n
2.66,133.236,127,151.054 n
2.67,135,127,150.057 n
2.68,134,128.235,148.881 n
2.69,132.765,128.765,153.061 n
2.7,132,128,149.942 n
2.71,132,128.764,154.293 n
2.72,134,127,151.819 n
2.73,135,127.764,147.179 n
2.74,133.763,128,149.527 n
2.75,131.764,127.528,152.764 n
2.76,131.135,126.135,152.731 n
2.77,132,127,149.271 n
2.78,133,126.864,150.407 n
2.79,132.866,126.134,150.597 n
2.8,132,127.675,150.975 n
2.81,132,127.677,155.383 n
2.82,132,125.304,147.76 n
2.83,133,126.765,150.94 n
2.84,131.763,125.237,151.106 n
2.85,131,127.236,151.12 n
2.86,131,128.53,155.295 n
2.87,132,126.235,150.531 n
2.88,132,127.765,152.47 n
2.89,131.236,124.471,152 n
