48,16 174 190
47,17 164 190
46,18 158 190
45,19 154 190
44,20 151 190
43,21 149 190
42,22 142 166
41,23 143 190
40,24 136 190
39,25 134 165
38,26 130 159
37,27 127 159
36,28 124 155
35,29 121 152
34,30 118 147
33,31 116 149
32,32 114 137
31,33 114 141
30,34 114 133
29,35 114 146
28,36 114 137
27,37 114 144
26,38 114 141
25,39 114 146
24,40 114 190
23,41 114 190
22,42 114 136
21,43 114 190
20,44 114 190
19,45 114 190
18,46 114 190
17,47 114 190
16,48 114 190
48,15 161 190
47,16 166 190
46,17 150 190
45,18 150 190
44,19 142 190
43,20 137 190
42,21 134 190
41,22 131 190
40,23 128 190
39,24 125 169
38,25 126 147
37,26 120 151
36,27 116 145
35,28 114 147
34,29 112 147
33,30 110 141
32,31 109 135
31,32 110 132
30,33 109 133
29,34 109 140
28,35 109 136
27,36 109 128
26,37 109 138
25,38 109 131
24,39 109 142
23,40 109 190
22,41 109 190
21,42 109 190
20,43 109 190
19,44 109 190
18,45 109 190
17,46 109 190
16,47 110 190
15,48 111 190
48,14 152 190
47,15 171 190
46,16 143 190
45,17 140 190
44,18 136 190
43,19 129 190
42,20 126 190
41,21 123 190
40,22 122 190
39,23 117 148
38,24 117 158
37,25 112 142
36,26 110 148
35,27 108 138
34,28 106 145
33,29 105 132
32,30 104 132
31,31 104 131
30,32 104 130
29,33 104 125
28,34 104 138
27,35 104 126
26,36 104 127
25,37 104 127
24,38 104 134
23,39 104 123
22,40 104 190
21,41 104 190
20,42 104 190
19,43 104 190
18,44 104 190
17,45 104 190
16,46 104 190
15,47 105 190
14,48 106 190
48,13 146 190
47,14 145 190
46,15 137 190
45,16 132 190
44,17 127 190
43,18 126 190
42,19 119 190
41,20 116 152
40,21 113 149
39,22 110 152
38,23 108 150
37,24 106 144
36,25 107 126
35,26 102 135
34,27 103 132
33,28 100 130
32,29 99 134
31,30 99 128
30,31 99 125
29,32 99 127
28,33 99 121
27,34 99 123
26,35 99 120
25,36 99 120
24,37 99 118
23,38 99 117
22,39 99 123
21,40 99 125
20,41 99 121
19,42 99 190
18,43 99 190
17,44 99 190
16,45 99 190
15,46 100 190
14,47 101 190
13,48 102 190
48,12 136 190
47,13 132 190
46,14 129 190
45,15 125 190
44,16 122 190
43,17 115 190
42,18 113 190
41,19 112 190
40,20 106 144
39,21 104 134
38,22 102 130
37,23 100 139
36,24 98 137
35,25 97 132
34,26 96 131
33,27 95 128
32,28 94 119
31,29 94 126
30,30 94 127
29,31 97 119
28,32 94 121
27,33 94 115
26,34 94 119
25,35 94 119
24,36 94 112
23,37 94 118
22,38 94 117
21,39 94 111
20,40 94 112
19,41 94 190
18,42 94 190
17,43 95 190
16,44 95 190
15,45 95 190
14,46 96 190
13,47 97 190
12,48 100 190
48,11 131 190
47,12 122 190
46,13 122 190
45,14 114 190
44,15 111 190
43,16 108 190
42,17 107 190
41,18 102 141
40,19 100 150
39,20 98 141
38,21 96 138
37,22 96 129
36,23 93 133
35,24 93 127
34,25 91 127
33,26 90 127
32,27 89 119
31,28 89 113
30,29 89 115
29,30 89 117
28,31 89 111
27,32 89 115
26,33 89 111
25,34 89 108
24,35 89 118
23,36 89 108
22,37 89 109
21,38 89 110
