tiempo, vx, vy, vz
54.2223,29.2622,3.99998,-4.52657
54.2293,29.2658,4.01884,-4.52932
54.2323,29.2662,4.02575,-4.5282
54.2393,29.2645,4.04172,-4.52027
54.2423,29.2637,4.04882,-4.52267
54.2493,29.2619,4.05961,-4.53351
54.2523,29.2611,4.06652,-4.53239
54.2593,29.2621,4.07998,-4.52168
54.2623,29.2636,4.08805,-4.51825
54.2693,29.2672,4.10154,-4.5291
54.2723,29.2688,4.10844,-4.53487
54.2793,29.2724,4.12732,-4.54302
54.2824,29.2739,4.13426,-4.54421
54.2893,29.2749,4.14771,-4.54158
54.2963,29.2758,4.16117,-4.53895
54.2983,29.2753,4.16423,-4.5405
54.3023,29.2727,4.17195,-4.54362
54.3093,29.2655,4.18003,-4.5383
54.3123,29.2625,4.18695,-4.53486
54.3194,29.258,4.19503,-4.54031
54.3223,29.2584,4.20195,-4.54149
54.3293,29.262,4.22079,-4.55501
54.3353,29.2674,4.23463,-4.56198
54.3373,29.2692,4.23927,-4.562
54.3443,29.2728,4.25002,-4.57551
54.3473,29.2732,4.25579,-4.579
54.3543,29.2741,4.26927,-4.58714
54.3573,29.2757,4.27615,-4.58373
54.3643,29.2793,4.29774,-4.58109
54.3673,29.2808,4.30467,-4.5892
54.3743,29.2845,4.32353,-4.60273
54.3773,29.2849,4.32929,-4.60967
54.3843,29.2831,4.34277,-4.62321
54.3873,29.2835,4.34853,-4.62093
54.3944,29.2844,4.36201,-4.60212
54.3973,29.2836,4.36778,-4.60214
54.4044,29.2819,4.38125,-4.61568
54.4083,29.2808,4.39048,-4.61418
54.4153,29.2791,4.40125,-4.61424
54.4183,29.2771,4.40933,-4.61657
54.4253,29.2754,4.42543,-4.622
54.4283,29.2746,4.43332,-4.62203
54.4344,29.2754,4.44035,-4.62208
54.4373,29.2758,4.44843,-4.62211
54.4443,29.2741,4.46189,-4.61409
54.4473,29.2733,4.46879,-4.61067
54.4543,29.2688,4.47957,-4.62151
54.4573,29.2669,4.48304,-4.62154
54.4643,29.2624,4.49112,-4.61352
54.4673,29.2605,4.49458,-4.60778
54.4743,29.2588,4.50794,-4.6025
54.4773,29.258,4.51381,-4.60252
54.4844,29.2562,4.52999,-4.59719
54.4873,29.2543,4.53574,-4.59837
54.4943,29.2499,4.54917,-4.59575
54.4973,29.2479,4.55381,-4.59229
54.5044,29.2435,4.56191,-4.58965
54.5072,29.2427,4.56859,-4.59079
54.5143,29.2436,4.57678,-4.59085
54.5173,29.244,4.58244,-4.59314
54.5243,29.245,4.58787,-4.60135
54.5273,29.2454,4.58902,-4.59677
54.5344,29.2436,4.59981,-4.57796
54.5374,29.2417,4.60327,-4.57683
54.5443,29.2399,4.61942,-4.56882
54.5473,29.2391,4.62403,-4.57
54.5543,29.2374,4.6402,-4.57276
54.5573,29.2377,4.64828,-4.56817
54.5643,29.236,4.65905,-4.56015
54.5673,29.2364,4.66135,-4.56018
54.5764,29.2375,4.67175,-4.57066
54.5793,29.2391,4.6752,-4.56609
54.5844,29.2417,4.68484,-4.56035
54.5873,29.2432,4.69174,-4.56268
54.5964,29.2479,4.70561,-4.56969
54.5993,29.2494,4.70905,-4.57776
54.6043,29.252,4.71869,-4.57781
54.6073,29.2535,4.72443,-4.57669
54.6144,29.2572,4.73795,-4.57675
54.6173,29.2587,4.74597,-4.57448
54.6243,29.2623,4.75945,-4.57185
54.6273,29.2638,4.7652,-4.57188
54.6344,29.2648,4.7787,-4.57464
54.6373,29.2652,4.78445,-4.57696
54.6444,29.2661,4.80602,-4.57433
54.6473,29.2665,4.81292,-4.5755
54.6544,29.2674,4.8264,-4.58096
54.6573,29.2678,4.831,-4.58213
54.6643,29.2687,4.84981,-4.57682
54.6673,29.2691,4.85678,-4.57105
54.6744,29.27,4.86756,-4.55763
54.6773,29.2716,4.87333,-4.55996
54.6843,29.2752,4.88679,-4.56541
54.6873,29.2779,4.8891,-4.56428
54.6943,29.2815,4.89987,-4.56973
54.6974,29.2842,4.90565,-4.56514
54.7043,29.2905,4.91641,-4.55982
54.7073,29.292,4.92098,-4.5667
54.7144,29.2984,4.9264,-4.5803
54.7174,29.2999,4.93101,-4.58378
54.7244,29.3008,4.94448,-4.58654
54.7274,29.3024,4.95255,-4.58541
54.7343,29.3033,4.96601,-4.58816
54.7373,29.3037,4.96947,-4.58934
54.7443,29.3046,4.98025,-4.59479
54.7473,29.3038,4.98601,-4.59367
54.7543,29.3021,4.9887,-4.57219
54.7573,29.3013,4.99325,-4.57108
54.7644,29.2995,5.0041,-4.563
54.7673,29.2999,5.0064,-4.56418
54.7743,29.3008,5.02257,-4.5804
54.7773,29.3024,5.03049,-4.5793
54.7843,29.306,5.04407,-4.57121
54.7873,29.3064,5.04752,-4.577
54.7944,29.3073,5.05831,-4.56897
54.7973,29.3077,5.06408,-4.57015
54.8044,29.3086,5.07217,-4.57291
54.8073,29.3079,5.07675,-4.5672
54.8144,29.3061,5.08755,-4.56727
54.8173,29.3053,5.0887,-4.56729
54.8243,29.3036,5.09947,-4.55659
54.8303,29.2997,5.11101,-4.56588
54.8333,29.299,5.11678,-4.56359
54.8404,29.2999,5.12756,-4.54211
54.8433,29.3003,5.13446,-4.54328
54.8503,29.3012,5.156,-4.55681
54.8533,29.3004,5.16525,-4.55221
54.8594,29.2989,5.17449,-4.53839
54.8694,29.2925,5.19374,-4.52693
54.8734,29.29,5.19988,-4.52083
54.8743,29.289,5.20026,-4.52045
54.8854,29.2777,5.20874,-4.54174
54.8883,29.2769,5.2145,-4.53255
54.8893,29.2771,5.21526,-4.5295
54.8943,29.2777,5.22293,-4.54103
54.8973,29.2793,5.22873,-4.5457
54.9044,29.2802,5.23952,-4.53768
54.9073,29.2806,5.24182,-4.54115
54.9143,29.2815,5.25252,-4.53052
54.9173,29.2831,5.25839,-4.51998
54.9243,29.284,5.27725,-4.53351
54.9273,29.2844,5.28301,-4.53814
54.9344,29.2853,5.29649,-4.52742
54.9374,29.2857,5.30111,-4.52283
54.9444,29.2812,5.31728,-4.5229
54.9473,29.2793,5.32302,-4.52407
54.9544,29.2749,5.33381,-4.51874
54.9604,29.2733,5.34304,-4.50725
54.9624,29.2728,5.34997,-4.50265
54.9693,29.2711,5.36073,-4.50271
54.9753,29.2695,5.36766,-4.50969
54.9774,29.2706,5.37074,-4.51202
54.9843,29.2769,5.37611,-4.51746
54.9873,29.2807,5.38296,-4.51291
54.9943,29.2897,5.39652,-4.51027
54.9974,29.2924,5.39998,-4.51607
55.0043,29.2987,5.40801,-4.52416
55.0073,29.3014,5.41035,-4.52535
55.0143,29.305,5.43172,-4.52274
55.0173,29.3054,5.4376,-4.52159
55.0244,29.3036,5.45108,-4.50547
55.0273,29.3017,5.45684,-4.50205
55.0344,29.2946,5.46493,-4.49672
55.0374,29.2915,5.47068,-4.49444
55.0444,29.2843,5.48685,-4.48642
55.0473,29.2824,5.49491,-4.48069
55.0543,29.2806,5.50838,-4.47806
55.0573,29.2822,5.51184,-4.47924
55.0643,29.2885,5.52531,-4.49815
55.0673,29.2923,5.53222,-4.50394
55.0744,29.3041,5.54301,-4.504
55.0774,29.3091,5.54992,-4.50864
55.0863,29.324,5.56713,-4.51904
55.0893,29.3267,5.57182,-4.52142
55.0944,29.3293,5.57375,-4.53109
55.0973,29.3297,5.57836,-4.52996
55.1043,29.3279,5.59452,-4.50849
55.1073,29.326,5.59912,-4.50621
55.1144,29.3216,5.61262,-4.50357
55.1174,29.3185,5.61954,-4.50706
55.1244,29.314,5.64109,-4.50712
55.1273,29.3133,5.64569,-4.50255
55.1343,29.3142,5.65916,-4.508
55.1374,29.3157,5.66493,-4.51842
55.1444,29.322,5.68379,-4.52656
55.1473,29.3247,5.68954,-4.52774
55.1543,29.331,5.70024,-4.52512
55.1574,29.3338,5.70737,-4.5204
55.1644,29.3347,5.72077,-4.5285
55.1673,29.3362,5.72651,-4.52853
55.1743,29.3371,5.74807,-4.53128
55.1803,29.3379,5.76638,-4.53591
55.1823,29.3382,5.77112,-4.53435
55.1894,29.3364,5.7819,-4.55329
55.1923,29.3357,5.78648,-4.55446
55.1993,29.3339,5.80254,-4.54114
55.2023,29.3331,5.80725,-4.53999
55.2094,29.3313,5.82073,-4.54544
55.2124,29.3306,5.82649,-4.54893
55.2193,29.3288,5.8345,-4.55433
55.2223,29.3281,5.84272,-4.55201
55.2294,29.3263,5.85351,-4.55477
55.2323,29.3267,5.85926,-4.55249
55.2394,29.3276,5.87004,-4.55794
55.2424,29.328,5.87813,-4.55912
55.2494,29.3289,5.89428,-4.56188
55.2523,29.3293,5.9012,-4.56306
55.2574,29.33,5.91467,-4.55733
55.2644,29.3309,5.92814,-4.56277
55.2674,29.3313,5.93276,-4.56858
55.2743,29.3322,5.94621,-4.57402
55.2774,29.3314,5.94852,-4.57289
55.2844,29.3296,5.96737,-4.56487
55.2873,29.3289,5.97198,-4.5672
55.2943,29.3271,5.98545,-4.56726
55.2973,29.3275,5.99238,-4.5696
55.3044,29.3284,6.00315,-4.58313
55.3073,29.33,6.01006,-4.58546
55.3143,29.3309,6.02084,-4.58552
55.3174,29.3313,6.02431,-4.58092
55.3244,29.3322,6.03508,-4.56753
55.3284,29.3327,6.03662,-4.56295
55.3354,29.3309,6.04739,-4.56032
55.3383,29.3302,6.05193,-4.56148
55.3454,29.3284,6.06551,-4.55339
55.3484,29.3277,6.07358,-4.55572
55.3554,29.3259,6.08703,-4.56116
55.3574,29.3254,6.09088,-4.56041
55.3644,29.3236,6.10165,-4.56586
55.3674,29.324,6.10972,-4.55782
55.3744,29.3222,6.1259,-4.5417
55.3774,29.3215,6.12936,-4.53711
55.3844,29.317,6.14014,-4.54795
55.3873,29.3151,6.14358,-4.54798
55.3944,29.3106,6.15706,-4.52647
55.3974,29.3087,6.16053,-4.52303
55.4044,29.3069,6.17938,-4.52848
55.4073,29.3062,6.18513,-4.5285
55.4144,29.3044,6.19861,-4.53126
55.4174,29.3048,6.2067,-4.53707
55.4244,29.3084,6.22824,-4.52097
55.4273,29.3099,6.23861,-4.51178
55.4344,29.3108,6.25209,-4.52802
55.4383,29.3114,6.25968,-4.54324
55.4424,29.3119,6.26748,-4.54796
55.4494,29.3101,6.27556,-4.53725
55.4524,29.3094,6.28131,-4.53383
55.4594,29.3076,6.28401,-4.5258
55.4623,29.3069,6.28849,-4.52247
55.4694,29.3078,6.30485,-4.53071
55.4724,29.3082,6.31061,-4.53764
55.4794,29.3145,6.3295,-4.52691
55.4823,29.3171,6.33731,-4.52024
55.4894,29.3208,6.35095,-4.5203
55.4923,29.3223,6.3521,-4.52721
55.5014,29.327,6.3521,-4.54117
55.5044,29.3285,6.3567,-4.53774
55.5093,29.3311,6.36625,-4.53588
55.5124,29.3326,6.37094,-4.53356
55.5194,29.3362,6.38707,-4.54438
55.5224,29.3366,6.39169,-4.55133
55.5294,29.3376,6.40247,-4.55408
55.5324,29.3379,6.40823,-4.5518
55.5394,29.3416,6.43249,-4.54109
55.5424,29.342,6.44054,-4.54226
55.5493,29.3429,6.45669,-4.54233
55.5524,29.3421,6.46366,-4.54468
55.5594,29.3403,6.4771,-4.54205
55.5624,29.3407,6.48402,-4.53746
55.5694,29.3389,6.49749,-4.53483
55.5753,29.3374,6.51346,-4.54401
55.5774,29.3369,6.51746,-4.54643
55.5844,29.3351,6.52553,-4.5411
55.5884,29.3341,6.53321,-4.53807
55.5954,29.3324,6.54937,-4.52736
55.5983,29.3316,6.55513,-4.51932
55.6054,29.3325,6.5686,-4.52478
55.6082,29.3329,6.57522,-4.52811
55.6153,29.3338,6.58887,-4.5309
55.6203,29.3325,6.59661,-4.52901
55.6223,29.3328,6.59892,-4.52749
55.6294,29.3337,6.60971,-4.53025
55.6324,29.3353,6.61201,-4.52798
55.6394,29.3389,6.6174,-4.52804
55.6423,29.3404,6.62077,-4.53143
55.6493,29.344,6.63432,-4.52607
55.6524,29.3444,6.63666,-4.5226
55.6594,29.3427,6.64474,-4.52266
55.6624,29.3419,6.65051,-4.52153
55.6694,29.3401,6.65859,-4.51352
55.6724,29.3394,6.6609,-4.51701
55.6794,29.3403,6.67168,-4.51707
55.6824,29.3407,6.67514,-4.51479
55.6894,29.3416,6.68052,-4.51755
55.6923,29.342,6.68167,-4.51757
55.6994,29.3456,6.69515,-4.51494
55.7024,29.3471,6.70093,-4.51612
55.7094,29.3508,6.71978,-4.51618
55.7123,29.3523,6.72438,-4.52196
55.7193,29.3559,6.74054,-4.51394
55.7224,29.3563,6.74747,-4.5105
55.7294,29.3545,6.76364,-4.51865
55.7323,29.3549,6.77055,-4.52213
55.7394,29.3558,6.78944,-4.53568
55.7423,29.3551,6.79403,-4.54145
55.7494,29.356,6.80482,-4.54691
55.7524,29.3564,6.80827,-4.54579
55.7594,29.3573,6.82713,-4.54585
55.7623,29.3589,6.83289,-4.54933
55.7694,29.3652,6.84907,-4.55479
55.7723,29.3667,6.85827,-4.56056
55.7794,29.3676,6.87714,-4.56871
55.7824,29.368,6.88175,-4.56297
55.7894,29.3662,6.88983,-4.55765
55.7924,29.3643,6.8933,-4.55998
55.7994,29.3653,6.90407,-4.54927
55.8024,29.3645,6.90522,-4.55161
55.8094,29.3627,6.9133,-4.55706
55.8124,29.3631,6.91445,-4.55363
55.8194,29.3613,6.91985,-4.5429
55.8224,29.3617,6.921,-4.54409
55.8294,29.3626,6.92908,-4.53337
55.8324,29.363,6.93254,-4.52995
55.8392,29.3639,6.93783,-4.53001
55.8423,29.3632,6.9402,-4.5241
55.8493,29.3587,6.94827,-4.51609
55.8523,29.3568,6.95058,-4.5138
55.8593,29.3523,6.95865,-4.50849
55.8623,29.3527,6.96674,-4.5062
55.8693,29.3563,6.99098,-4.51434
55.8723,29.359,7.00019,-4.52474
55.8793,29.3626,7.01097,-4.54366
55.8822,29.363,7.01775,-4.5482
55.8893,29.3612,7.03407,-4.53466
55.8923,29.3593,7.03867,-4.52548
55.8993,29.3521,7.04945,-4.51477
55.9023,29.3479,7.05407,-4.51364
55.9093,29.3381,7.06215,-4.50562
55.9123,29.335,7.06215,-4.50565
55.9193,29.3305,7.06752,-4.51377
55.9223,29.3309,7.07214,-4.51842
55.9293,29.3372,7.08023,-4.51578
55.9323,29.3411,7.08138,-4.51465
55.9393,29.3501,7.08408,-4.5255
55.9423,29.354,7.08408,-4.53129
55.9493,29.3602,7.08675,-4.52067
55.9523,29.3618,7.0891,-4.51362
55.9593,29.3627,7.09449,-4.50829
55.9633,29.3632,7.09603,-4.50373
55.9673,29.3607,7.09757,-4.4976
55.9743,29.3562,7.10295,-4.48959
55.9773,29.3543,7.10757,-4.485
55.9833,29.3528,7.11682,-4.47581
55.9873,29.3548,7.12603,-4.47892
55.9944,29.3612,7.1396,-4.5061
55.9973,29.3639,7.14535,-4.51533
56.0044,29.3729,7.16153,-4.52079
56.0074,29.3756,7.16729,-4.52081
56.0144,29.3792,7.17806,-4.51549
56.0173,29.3796,7.18151,-4.51436
56.0243,29.3752,7.18953,-4.51175
56.0274,29.372,7.19424,-4.50707
56.0344,29.3649,7.20773,-4.48556
56.0374,29.3618,7.21233,-4.47752
56.0444,29.3573,7.22041,-4.48028
56.0473,29.3566,7.22386,-4.48606
56.0544,29.3575,7.23195,-4.48882
56.0573,29.359,7.2354,-4.49
56.0624,29.3635,7.24312,-4.49004
56.0683,29.3712,7.25224,-4.48781
56.0724,29.3764,7.25693,-4.4941
56.0794,29.3854,7.26232,-4.50225
56.0824,29.3881,7.26578,-4.50113
56.0884,29.3912,7.27732,-4.48502
56.0924,29.3902,7.28347,-4.47737
56.0984,29.3863,7.29502,-4.46588
56.1024,29.3823,7.29963,-4.4613
56.1084,29.3761,7.30887,-4.45673
56.1123,29.3736,7.3134,-4.45526
56.1184,29.3744,7.32507,-4.45064
56.1223,29.3765,7.33429,-4.44914
56.1293,29.3801,7.34505,-4.47071
56.1324,29.3828,7.34853,-4.47653
56.1464,29.3954,7.3647,-4.48744
56.1504,29.399,7.37392,-4.48901
56.1513,29.3995,7.37582,-4.48864
56.1534,29.3998,7.37969,-4.48634
56.1634,29.3972,7.38353,-4.49412
56.1654,29.3967,7.3843,-4.49414
56.1704,29.3935,7.38623,-4.48455
56.1724,29.3923,7.38776,-4.48074
56.1784,29.3907,7.39469,-4.47387
56.1824,29.3913,7.39931,-4.47236
56.1884,29.3967,7.40623,-4.47241
56.1924,29.4018,7.41085,-4.49095
56.1994,29.4135,7.42431,-4.51793
56.2024,29.4185,7.43008,-4.52142
56.2084,29.4285,7.44393,-4.52609
56.2124,29.4321,7.45009,-4.53074
56.2184,29.4352,7.45933,-4.53773
56.2224,29.4358,7.46701,-4.53776
56.2284,29.4342,7.47856,-4.51935
56.2323,29.4317,7.48308,-4.51034
56.2384,29.4255,7.49009,-4.50338
56.2422,29.4231,7.49456,-4.50342
56.2513,29.4173,7.50855,-4.5105
56.2543,29.4165,7.51315,-4.51397
56.2583,29.4186,7.51622,-4.50939
56.2623,29.4222,7.51931,-4.5156
56.2683,29.4299,7.52624,-4.53413
56.2733,29.4382,7.53392,-4.54378
56.2803,29.4472,7.5447,-4.55193
56.2833,29.4511,7.54815,-4.5531
56.2903,29.4574,7.55625,-4.55047
56.2933,29.4578,7.5597,-4.54819
56.2983,29.4546,7.56739,-4.54631
56.3023,29.4505,7.57201,-4.54173
56.3093,29.4407,7.57468,-4.53645
56.3123,29.4364,7.57704,-4.53648
56.3183,29.4303,7.59088,-4.54115
56.3223,29.4277,7.60166,-4.54272
56.3283,29.4262,7.61319,-4.53816
56.3323,29.4252,7.61936,-4.53665
56.3383,29.426,7.62627,-4.54362
56.3423,29.4265,7.63243,-4.54827
56.3483,29.4273,7.64158,-4.54832
56.3523,29.4294,7.64774,-4.54682
56.3593,29.4303,7.65318,-4.54688
56.3623,29.4307,7.65547,-4.54805
56.3683,29.4315,7.66009,-4.55504
56.3723,29.4304,7.66624,-4.55507
56.3793,29.4287,7.67163,-4.54436
56.3823,29.4279,7.6751,-4.53976
56.3883,29.4264,7.68433,-4.53058
56.3924,29.4254,7.69213,-4.52906
56.3983,29.4239,7.70122,-4.54048
56.4024,29.4244,7.70749,-4.54052
56.4084,29.4252,7.71443,-4.5267
56.4124,29.4242,7.72059,-4.53135
56.4184,29.425,7.7298,-4.54062
56.4223,29.4255,7.73746,-4.53453
56.4284,29.4263,7.74674,-4.52995
56.4354,29.4272,7.75482,-4.53001
56.4374,29.4274,7.75636,-4.52925
56.4434,29.4282,7.76557,-4.53851
56.4474,29.4272,7.77174,-4.54009
56.4534,29.4234,7.77867,-4.52398
56.4574,29.4224,7.7802,-4.51481
56.4634,29.4209,7.79175,-4.51717
56.4673,29.4198,7.80096,-4.51413
56.4733,29.4183,7.81011,-4.5119
56.4774,29.4189,7.81636,-4.51193
56.4834,29.422,7.82791,-4.50275
56.4874,29.424,7.83253,-4.50124
56.4944,29.4249,7.84599,-4.51476
56.4974,29.4253,7.85175,-4.51709
56.5034,29.4261,7.86329,-4.50791
56.5074,29.4267,7.86945,-4.5064
56.5163,29.4244,7.8832,-4.50648
56.5184,29.4231,7.88794,-4.5065
56.5224,29.4205,7.89721,-4.50191
56.5284,29.4167,7.90874,-4.4812
56.5324,29.4141,7.91797,-4.47508
56.5384,29.4126,7.9295,-4.48436
56.5423,29.4131,7.94021,-4.48898
56.5484,29.4163,7.94949,-4.50063
56.5524,29.4199,7.95256,-4.50528
56.5584,29.4276,7.95949,-4.49841
56.5674,29.4357,7.96989,-4.50196
56.5704,29.4384,7.97334,-4.50313
56.5724,29.4402,7.9764,-4.50392
56.5784,29.4433,7.98796,-4.4901
56.5824,29.4438,7.99413,-4.48088
56.5884,29.44,8.00105,-4.48324
56.5924,29.439,8.00721,-4.47558
56.6014,29.4332,8.03143,-4.47565
56.6044,29.4325,8.0372,-4.47684
56.6083,29.4315,8.04478,-4.47535
56.6124,29.432,8.05415,-4.47227
56.6184,29.4351,8.07032,-4.47232
56.6254,29.4414,8.08377,-4.47776
56.6274,29.4432,8.0876,-4.48008
56.6334,29.4509,8.10378,-4.48013
56.6374,29.4545,8.11147,-4.48324
56.6444,29.4581,8.13031,-4.48869
56.6482,29.4586,8.13626,-4.48575
56.6524,29.4576,8.14264,-4.48897
56.6584,29.456,8.15186,-4.49133
56.6624,29.4566,8.15956,-4.48829
56.6684,29.4597,8.17571,-4.48142
56.6724,29.4617,8.18341,-4.48916
56.6784,29.4648,8.19264,-4.49382
56.6823,29.4669,8.1987,-4.49689
56.6894,29.4705,8.20958,-4.49695
56.6934,29.4726,8.21573,-4.49545
56.6974,29.4746,8.2188,-4.49241
56.7033,29.4777,8.22799,-4.49016
56.7074,29.4782,8.23419,-4.49639
56.7134,29.479,8.24112,-4.49876
56.7174,29.4795,8.24881,-4.49725
56.7233,29.4803,8.25795,-4.50416
56.7274,29.4809,8.26573,-4.5042
56.7334,29.484,8.27731,-4.50194
56.7374,29.486,8.28498,-4.50658
56.7434,29.4891,8.29653,-4.51125
56.7474,29.4912,8.30423,-4.51283
56.7534,29.492,8.31577,-4.52442
56.7574,29.4925,8.32192,-4.52907
56.7634,29.4933,8.33116,-4.52912
56.7684,29.492,8.33885,-4.52917
56.7753,29.4929,8.35214,-4.52125
56.7784,29.4933,8.35688,-4.51654
56.7854,29.4942,8.37576,-4.5193
56.7884,29.4946,8.38154,-4.52279
56.7933,29.4953,8.3929,-4.52283
56.7974,29.4958,8.39916,-4.526
56.8034,29.4966,8.4084,-4.53529
56.8074,29.4971,8.41302,-4.53533
56.8134,29.4979,8.42687,-4.53307
56.8174,29.4969,8.43763,-4.53618
56.8233,29.4977,8.44915,-4.54084
56.8274,29.4982,8.45687,-4.53934
56.8334,29.4967,8.47075,-4.54402
56.8374,29.4957,8.47995,-4.54712
56.8434,29.4942,8.49379,-4.54948
56.8474,29.4947,8.50457,-4.54951
56.8534,29.4955,8.51613,-4.55882
56.8572,29.496,8.52206,-4.56478
56.8633,29.4968,8.52674,-4.56718
56.8673,29.4973,8.53443,-4.56414
56.8733,29.4958,8.54599,-4.56188
56.8773,29.4963,8.55214,-4.5573
56.8833,29.4948,8.56368,-4.55966
56.8873,29.4938,8.57277,-4.56576
56.8933,29.4946,8.5797,-4.5635
56.8973,29.4935,8.58283,-4.56666
56.9033,29.492,8.58975,-4.57363
56.9083,29.4927,8.59744,-4.5679
56.9123,29.4932,8.60052,-4.57102
56.9183,29.4963,8.60974,-4.57338
56.9223,29.4984,8.61591,-4.57341
56.9283,29.4992,8.62745,-4.56885
56.9323,29.4981,8.6336,-4.56735
56.9383,29.4966,8.64053,-4.57663
56.9423,29.4956,8.64667,-4.58281
56.9483,29.4941,8.65824,-4.58981
56.9523,29.4931,8.669,-4.58677
56.9584,29.4915,8.68295,-4.58914
56.9622,29.4906,8.6889,-4.59215
56.9694,29.4887,8.69714,-4.59222
56.9734,29.4877,8.70329,-4.59379
56.9774,29.4883,8.71098,-4.59382
56.9833,29.489,8.71783,-4.59159
56.9904,29.49,8.72327,-4.58894
56.9924,29.4902,8.72403,-4.59126
56.9984,29.491,8.72865,-4.589
57.0024,29.49,8.73173,-4.5875
57.0083,29.4908,8.73401,-4.5921
57.0123,29.4913,8.73865,-4.58749
57.0184,29.4921,8.74331,-4.5922
57.0254,29.493,8.75139,-4.60304
57.0274,29.4933,8.75369,-4.60459
57.0334,29.4941,8.76062,-4.59309
57.0373,29.4946,8.76366,-4.59009
57.0434,29.493,8.77065,-4.59247
57.0474,29.492,8.77373,-4.59404
57.0533,29.4882,8.78519,-4.59639
57.0574,29.4857,8.78985,-4.59332
57.0634,29.4818,8.8014,-4.5772
57.0674,29.4793,8.80754,-4.56802
57.0734,29.4754,8.8191,-4.57039
57.0774,29.4744,8.82524,-4.57349
57.0832,29.4729,8.83428,-4.56676
57.0873,29.4735,8.83743,-4.5605
57.0933,29.4743,8.84665,-4.56517
57.0973,29.4763,8.85281,-4.56828
57.1033,29.4794,8.85972,-4.57525
57.1073,29.4815,8.86281,-4.57529
57.1133,29.4823,8.86512,-4.5684
57.1173,29.4813,8.86665,-4.56229
57.1233,29.4774,8.87357,-4.54851
57.1273,29.4733,8.87972,-4.54086
57.1333,29.4672,8.88897,-4.52474
57.1373,29.4631,8.89359,-4.51091
57.1433,29.457,8.8982,-4.50404
57.1473,29.4544,8.90128,-4.50254
57.1533,29.4529,8.9082,-4.49567
57.1572,29.4534,8.91418,-4.48972
57.1633,29.4566,8.92595,-4.49213
57.1673,29.4602,8.93057,-4.49217
57.1734,29.4656,8.93755,-4.50154
57.1774,29.4692,8.94369,-4.50464
57.1834,29.4746,8.95294,-4.50932
57.1874,29.4767,8.95908,-4.50782
57.1934,29.4775,8.966,-4.50096
57.1974,29.478,8.96908,-4.49945
57.2034,29.4765,8.9737,-4.50182
57.2084,29.4752,8.97947,-4.49609
57.2154,29.4734,8.98755,-4.47731
57.2184,29.4727,8.99332,-4.47272
57.2252,29.4709,9.00653,-4.47542
57.2283,29.4713,9.01126,-4.46953
57.2353,29.4749,9.02202,-4.47228
57.2373,29.4752,9.02512,-4.4754
57.2463,29.4764,9.03551,-4.45816
57.2493,29.4768,9.03667,-4.4524
57.2533,29.4758,9.04128,-4.44936
57.2573,29.4763,9.04436,-4.43709
57.2633,29.4771,9.04667,-4.42791
57.2673,29.4776,9.05127,-4.42794
57.2733,29.4784,9.05822,-4.42568
57.2773,29.4804,9.06434,-4.4196
57.2833,29.4858,9.07358,-4.41965
57.2873,29.491,9.07973,-4.42429
57.2964,29.5027,9.09719,-4.44533
57.2984,29.5052,9.101,-4.44916
57.3024,29.5103,9.1087,-4.4492
57.3084,29.5134,9.11793,-4.45386
57.3124,29.514,9.12255,-4.45236
57.3184,29.5101,9.13178,-4.44087
57.3224,29.5045,9.1364,-4.43475
57.3284,29.4961,9.14332,-4.42326
57.3324,29.4904,9.14948,-4.411
57.3384,29.4843,9.15409,-4.41797
57.3423,29.4833,9.16022,-4.42413
57.3484,29.4864,9.17181,-4.42651
57.3524,29.4915,9.1795,-4.42808
57.3584,29.5016,9.19336,-4.43737
57.3624,29.5098,9.20103,-4.43894
57.3684,29.5198,9.21258,-4.44824
57.3724,29.5249,9.2172,-4.45289
57.3784,29.5303,9.22181,-4.44602
57.3824,29.5324,9.22797,-4.44144
57.3884,29.5332,9.23258,-4.43918
57.3924,29.5322,9.23874,-4.43768
57.3984,29.5283,9.24797,-4.43773
57.4023,29.5258,9.25557,-4.43169
57.4084,29.522,9.26255,-4.42243
57.4123,29.5194,9.27014,-4.42095
57.4264,29.5105,9.29719,-4.39943
57.4303,29.5095,9.30323,-4.38889
57.4314,29.5092,9.30406,-4.38849
57.4334,29.5087,9.30559,-4.3908
57.4434,29.51,9.30944,-4.39474
57.4454,29.5103,9.31098,-4.3963
57.4474,29.5113,9.31327,-4.39937
57.4534,29.5167,9.32482,-4.39942
57.4574,29.5203,9.33252,-4.40254
57.4634,29.5257,9.33944,-4.41413
57.4674,29.5262,9.34561,-4.41571
57.4734,29.527,9.35948,-4.41345
57.4774,29.526,9.36714,-4.41348
57.4833,29.5222,9.37858,-4.40896
57.4874,29.5181,9.38327,-4.41212
57.4934,29.5119,9.39941,-4.41217
57.4974,29.5094,9.40558,-4.40296
57.5034,29.5055,9.41249,-4.40532
57.5074,29.5045,9.41865,-4.4146
57.5134,29.5076,9.43024,-4.41697
57.5174,29.5097,9.43636,-4.42312
57.5234,29.5151,9.44329,-4.43703
57.5274,29.5202,9.44943,-4.43092
57.5354,29.5274,9.45559,-4.43099
57.5384,29.5278,9.46021,-4.43678
57.5454,29.5288,9.4683,-4.43415
57.5484,29.528,9.47404,-4.43418
57.5554,29.5262,9.48482,-4.43693
57.5584,29.5255,9.49059,-4.43581
57.5634,29.5242,9.49829,-4.44163
57.5674,29.5247,9.50443,-4.45241
