tiempo, vx, vy, vz
66.632414,31.603094,12.279537,-5.032292
66.638418,31.606240,12.277190,-5.027653
66.642412,31.608334,12.275629,-5.033933
66.648416,31.613827,12.270936,-5.036333
66.652416,31.617487,12.269372,-5.031679
66.658416,31.622977,12.269372,-5.041113
66.662416,31.626636,12.267809,-5.047402
66.668399,31.632111,12.267809,-5.045118
66.675418,31.638533,12.267809,-5.034208
66.677335,31.639537,12.267060,-5.036473
66.683419,31.640348,12.262304,-5.041283
66.687409,31.642439,12.259185,-5.033522
66.693414,31.643240,12.256838,-5.026535
66.697422,31.642207,12.253705,-5.026571
66.703418,31.643006,12.249018,-5.024281
66.707366,31.643533,12.245932,-5.021231
66.713332,31.644328,12.241269,-5.023616
66.717421,31.646471,12.238073,-5.028447
66.723418,31.651958,12.235729,-5.023813
66.727412,31.655612,12.232607,-5.023849
66.733426,31.661115,12.225555,-5.030955
66.737416,31.666325,12.220877,-5.032550
66.744420,31.672733,12.215402,-5.038088
66.748416,31.676389,12.212279,-5.042809
66.752416,31.680049,12.209152,-5.042845
66.761419,31.688286,12.202115,-5.035889
66.764421,31.689860,12.200941,-5.040609
66.768413,31.691952,12.199381,-5.045325
66.772481,31.694084,12.199381,-5.045362
66.778423,31.694876,12.199381,-5.052382
66.782419,31.693847,12.199381,-5.057104
66.788425,31.692300,12.201728,-5.050116
66.792420,31.691271,12.201728,-5.050152
66.798420,31.689725,12.201728,-5.064276
66.802417,31.690258,12.201728,-5.061187
66.808420,31.693404,12.197036,-5.051856
66.812422,31.695502,12.193908,-5.062841
66.818418,31.700988,12.189221,-5.079299
66.822417,31.706210,12.186095,-5.073083
66.828398,31.714020,12.179082,-5.084825
66.832410,31.719258,12.175946,-5.100542
66.838422,31.727109,12.173596,-5.102945
66.842418,31.730765,12.172035,-5.099858
66.848400,31.733900,12.172035,-5.116277
66.852355,31.734427,12.173580,-5.122496
66.858347,31.737568,12.175922,-5.103815
66.862417,31.736519,12.177513,-5.103851
66.868419,31.732628,12.177513,-5.120326
66.872419,31.731598,12.177513,-5.121925
66.878414,31.732397,12.179856,-5.119636
66.882335,31.732919,12.178324,-5.127334
66.888424,31.733731,12.180703,-5.136908
66.892418,31.734263,12.177581,-5.138504
66.898414,31.735062,12.177581,-5.150276
66.902409,31.735594,12.176020,-5.162803
66.908428,31.741102,12.173668,-5.162857
66.912422,31.743195,12.172107,-5.162893
66.918367,31.743987,12.169783,-5.179211
66.925425,31.747686,12.172542,-5.179274
66.927408,31.747951,12.173317,-5.176192
66.932431,31.748620,12.175280,-5.178200
66.938425,31.747076,12.172937,-5.185282
66.942339,31.746068,12.171407,-5.185317
66.948420,31.742125,12.171407,-5.194879
66.952420,31.739532,12.171407,-5.199605
66.958419,31.740331,12.173752,-5.183246
66.962418,31.739301,12.172189,-5.184845
66.968377,31.737766,12.169860,-5.203531
66.972422,31.738305,12.171441,-5.209891
66.979926,31.739306,12.171441,-5.209958
66.983411,31.739770,12.171441,-5.212714
66.989421,31.740571,12.171441,-5.212768
66.993414,31.739543,12.171441,-5.206561
66.999410,31.735655,12.171441,-5.204272
67.003412,31.733060,12.173005,-5.212128
67.008422,31.731770,12.174963,-5.206299
67.012357,31.730756,12.174963,-5.197107
67.018415,31.726828,12.174963,-5.199529
67.022415,31.725798,12.178090,-5.204255
67.028415,31.724252,12.180435,-5.199619
67.032418,31.723221,12.180435,-5.193397
67.038414,31.721677,12.180435,-5.191107
67.042420,31.719080,12.180435,-5.192709
67.048398,31.715203,12.180435,-5.181080
67.052422,31.711022,12.182008,-5.177971
67.058418,31.707134,12.182008,-5.173338
67.062416,31.707667,12.178882,-5.159311
67.068422,31.708467,12.176535,-5.152323
67.072420,31.709000,12.176535,-5.161734
67.078420,31.709800,12.176535,-5.164133
67.082415,31.711893,12.174974,-5.151678
67.088423,31.715042,12.172626,-5.144688
67.092316,31.715561,12.171104,-5.147766
67.098422,31.713988,12.168718,-5.150207
67.102422,31.712958,12.167154,-5.143989
67.108418,31.709070,12.164811,-5.134670
67.112421,31.706475,12.161682,-5.125318
67.118421,31.702584,12.156992,-5.108957
67.122412,31.699997,12.156992,-5.107433
67.128324,31.696163,12.156992,-5.107486
67.132415,31.696709,12.156992,-5.097930
67.138415,31.699853,12.156992,-5.081568
67.142428,31.700388,12.155423,-5.080036
67.148418,31.701186,12.153082,-5.077749
67.152419,31.703283,12.149955,-5.076221
67.158359,31.706397,12.147633,-5.066988
67.162414,31.710107,12.146048,-5.068610
67.168414,31.715596,12.143703,-5.068663
67.172422,31.719264,12.142137,-5.071832
67.178413,31.724745,12.137454,-5.071886
67.182413,31.728405,12.134327,-5.065669
67.188284,31.733776,12.129738,-5.063427
67.192368,31.735917,12.126546,-5.063464
67.198422,31.736724,12.124179,-5.063518
67.202419,31.737256,12.122617,-5.061992
67.211417,31.741972,12.119100,-5.037456
67.214414,31.743543,12.116758,-5.032797
67.218418,31.745642,12.115193,-5.040658
67.222423,31.747741,12.116758,-5.040694
67.228423,31.750885,12.114413,-5.031368
67.232420,31.752980,12.112851,-5.029841
67.238417,31.756123,12.112851,-5.027551
67.242420,31.759786,12.111286,-5.027587
67.248417,31.765273,12.111286,-5.029985
67.252357,31.768878,12.111286,-5.030021
67.258420,31.774425,12.108917,-5.020596
67.262417,31.778082,12.105792,-5.020632
67.269423,31.784492,12.100316,-5.031648
67.273398,31.788129,12.098763,-5.037898
67.279416,31.795987,12.098763,-5.035600
67.283412,31.801205,12.097201,-5.035636
67.289421,31.806703,12.099549,-5.038039
67.292414,31.808272,12.099549,-5.042745
67.298418,31.811419,12.099549,-5.045145
67.302415,31.811951,12.099549,-5.045181
67.308418,31.812752,12.099549,-5.038197
67.312421,31.813285,12.097985,-5.035104
67.321417,31.814484,12.101501,-5.038700
67.324415,31.814884,12.100329,-5.042243
67.328419,31.816982,12.098764,-5.042278
67.332427,31.819083,12.095631,-5.045447
67.338417,31.824563,12.095631,-5.052525
67.345424,31.830974,12.095631,-5.058065
67.347412,31.832793,12.094854,-5.058860
67.352416,31.835416,12.094854,-5.064772
67.358421,31.840910,12.094854,-5.071867
67.362420,31.844569,12.094854,-5.067214
67.368418,31.847713,12.097198,-5.069612
67.372422,31.848246,12.097198,-5.080602
67.378426,31.851393,12.099545,-5.075963
67.382421,31.851925,12.099545,-5.069754
67.388416,31.852724,12.099545,-5.083866
67.392419,31.853258,12.097980,-5.091724
67.398364,31.856374,12.091010,-5.089454
67.402418,31.856914,12.086257,-5.094244
67.408425,31.857715,12.081561,-5.103689
67.412544,31.859873,12.079951,-5.090847
67.419414,31.858104,12.071896,-5.080169
67.423416,31.855509,12.067204,-5.086461
67.427417,31.852915,12.064076,-5.077115
67.433422,31.849021,12.064076,-5.065434
67.437425,31.846426,12.065641,-5.063905
67.443409,31.844885,12.065641,-5.056943
67.447422,31.845419,12.065641,-5.052274
67.453420,31.843874,12.067985,-5.059360
67.457420,31.842844,12.069548,-5.062523
67.463413,31.841301,12.067206,-5.064919
67.467418,31.840269,12.064075,-5.052433
67.473419,31.836378,12.066421,-5.029033
67.477423,31.830652,12.067986,-5.029069
67.483416,31.819739,12.065643,-5.029123
67.487416,31.814019,12.062517,-5.011962
67.493423,31.805429,12.064864,-4.993234
67.497431,31.799697,12.064864,-4.987004
67.503413,31.795818,12.064864,-4.970692
67.507426,31.793216,12.064864,-4.970728
67.513420,31.791672,12.060179,-4.968439
67.517424,31.793771,12.057049,-4.959085
67.523416,31.799253,12.054707,-4.959139
67.527423,31.801353,12.051575,-4.967006
67.534413,31.805017,12.046111,-4.980728
67.538418,31.805551,12.038285,-4.980764
67.544419,31.806351,12.026558,-4.966746
67.548423,31.806884,12.020298,-4.962087
67.554360,31.807675,12.013337,-4.966781
67.558420,31.808216,12.011750,-4.968405
67.563417,31.808882,12.005891,-4.970402
67.567417,31.812542,12.005891,-4.965748
67.573424,31.818038,12.003543,-4.970498
67.577428,31.823267,12.003543,-4.979923
67.583414,31.831083,12.008222,-5.001033
67.587415,31.837871,12.009786,-5.013579
67.593420,31.848060,12.009786,-5.020674
67.597425,31.853289,12.009786,-5.028536
67.603358,31.858718,12.005149,-5.037865
67.607417,31.862431,12.005149,-5.042661
67.613423,31.865579,11.993412,-5.049757
67.617415,31.869232,11.987171,-5.040431
67.623370,31.874680,11.973206,-5.031175
67.627415,31.878381,11.963721,-5.048602
67.633420,31.888569,11.956680,-5.046309
67.637414,31.898468,11.947314,-5.041662
67.643420,31.915700,11.937924,-5.065189
67.647342,31.926952,11.934859,-5.085152
67.653418,31.944385,11.927734,-5.085206
67.658423,31.950921,11.923822,-5.098944
67.667421,31.952120,11.920305,-5.120126
67.671418,31.952653,11.918743,-5.101416
67.673360,31.951393,11.916466,-5.098397
67.684364,31.939958,11.925068,-5.137203
67.686413,31.937828,11.923466,-5.145230
67.687414,31.937179,11.922684,-5.143282
67.692319,31.935916,11.915015,-5.137575
67.698407,31.934348,11.910257,-5.151907
67.706415,31.938545,11.910257,-5.164498
67.707403,31.939449,11.910643,-5.167210
67.712405,31.945981,11.912598,-5.180939
67.718435,31.951498,11.914954,-5.192777
67.725421,31.952429,11.917685,-5.217414
67.727310,31.951942,11.918423,-5.221122
67.733432,31.947973,11.916030,-5.211606
67.737294,31.943959,11.913012,-5.214660
67.743431,31.937581,11.905816,-5.221911
67.747419,31.934996,11.904257,-5.215712
67.754428,31.930451,11.887821,-5.218514
67.758422,31.927861,11.883138,-5.229477
67.765407,31.928792,11.880408,-5.237730
67.767413,31.929844,11.880408,-5.231476
67.773270,31.932913,11.880408,-5.238396
67.777430,31.935094,11.882034,-5.262821
67.786421,31.943320,11.885548,-5.280472
67.789344,31.944852,11.886690,-5.277071
67.793417,31.945395,11.888282,-5.281884
67.797391,31.945924,11.891388,-5.294345
67.803430,31.946729,11.893749,-5.289679
67.807427,31.945700,11.893749,-5.294401
67.816403,31.943388,11.893749,-5.312022
67.819432,31.942608,11.894933,-5.307314
67.823422,31.941580,11.894933,-5.301112
67.827419,31.938988,11.896495,-5.308959
67.833424,31.937442,11.896495,-5.320748
67.840421,31.935640,11.901964,-5.312607
67.842393,31.935132,11.901964,-5.312625
67.852433,31.932546,11.901964,-5.320563
67.854415,31.932035,11.900415,-5.322130
67.859424,31.932703,11.898457,-5.324133
67.871425,31.938993,11.898457,-5.324241
67.872417,31.939513,11.898457,-5.325025
67.874415,31.941341,11.899238,-5.323481
67.879413,31.943960,11.899238,-5.323526
67.883427,31.944495,11.900807,-5.325131
67.888363,31.943224,11.900807,-5.327105
67.892426,31.940589,11.902395,-5.320789
67.898424,31.934356,11.902395,-5.316155
67.905419,31.927087,11.899661,-5.310750
67.910419,31.921890,11.899661,-5.302978
67.912420,31.919811,11.898097,-5.300650
67.917431,31.916562,11.896138,-5.298736
67.923425,31.915018,11.891453,-5.296447
67.927419,31.917111,11.889892,-5.290239
67.933427,31.922608,11.887544,-5.292641
67.937307,31.926158,11.889060,-5.297226
67.943392,31.931726,11.891439,-5.294902
67.947432,31.933843,11.893017,-5.294938
67.953426,31.934642,11.897703,-5.292650
67.957416,31.933614,11.897703,-5.288007
67.970440,31.925170,11.907883,-5.272854
67.972419,31.923113,11.908657,-5.270551
67.974416,31.921818,11.910218,-5.265886
67.978428,31.920785,11.913354,-5.258082
67.982427,31.919755,11.914917,-5.258118
68.000428,31.922154,11.928988,-5.244209
68.006419,31.925294,11.928988,-5.239579
68.007376,31.925421,11.928988,-5.238840
68.015424,31.926494,11.928988,-5.229476
68.016415,31.926626,11.928600,-5.229098
68.017416,31.927542,11.928600,-5.230280
68.022422,31.934079,11.928600,-5.236195
68.028417,31.941907,11.928600,-5.236249
68.032428,31.947144,11.928600,-5.234717
68.038423,31.954973,11.926257,-5.234771
68.042426,31.958635,11.924693,-5.234807
68.051430,31.966873,11.921174,-5.234888
68.054422,31.967272,11.922343,-5.233745
68.058426,31.967806,11.922343,-5.230652
68.062416,31.968337,11.922343,-5.226009
68.068425,31.969138,11.924692,-5.228412
68.072432,31.969672,11.929390,-5.230014
68.078420,31.972811,11.929390,-5.232408
68.082423,31.976473,11.927825,-5.237138
68.088427,31.981967,11.925479,-5.237192
68.092377,31.987124,11.923935,-5.238771
68.098420,31.995015,11.921573,-5.245911
68.105428,32.001427,11.913356,-5.259669
68.110426,32.007954,11.907496,-5.255807
68.122421,32.018928,11.898120,-5.251226
68.124368,32.020710,11.898120,-5.254288
68.125420,32.021672,11.898531,-5.255942
68.127415,32.024277,11.899311,-5.255960
68.136434,32.032529,11.906361,-5.252516
68.139422,32.035263,11.907528,-5.256046
68.143420,32.037359,11.909091,-5.259207
68.147431,32.037893,11.909091,-5.263946
68.154424,32.038825,11.906358,-5.274942
68.158424,32.037795,11.904795,-5.271851
68.162422,32.036765,11.904795,-5.268762
68.168432,32.035217,11.904795,-5.278211
68.172426,32.034188,11.903234,-5.286052
68.178425,32.037333,11.900889,-5.293140
68.182425,32.039429,11.899326,-5.300993
68.189420,32.045829,11.893858,-5.314725
68.197426,32.056283,11.887600,-5.327313
68.199417,32.058883,11.886043,-5.332000
68.204372,32.065353,11.882170,-5.345601
68.216432,32.076388,11.868030,-5.369277
68.219421,32.079122,11.864525,-5.370472
68.220427,32.080043,11.864132,-5.372447
68.225421,32.082660,11.860228,-5.382251
68.227415,32.082926,11.858670,-5.383048
68.233427,32.083727,11.856320,-5.383102
68.237342,32.082719,11.854790,-5.387728
68.246432,32.076825,11.851237,-5.391362
68.249428,32.076053,11.850066,-5.389047
68.253434,32.073456,11.850066,-5.389083
68.260426,32.068922,11.841868,-5.397344
68.262419,32.069188,11.840310,-5.397362
68.268432,32.069989,11.837960,-5.409167
68.272426,32.072082,11.839521,-5.412325
68.288426,32.080468,11.839521,-5.418722
68.291419,32.082037,11.838351,-5.419919
68.292429,32.082566,11.838746,-5.421901
68.294418,32.082831,11.838746,-5.425029
68.299425,32.081542,11.836789,-5.428988
68.303432,32.080510,11.835223,-5.435288
68.307421,32.077923,11.833664,-5.441560
68.316426,32.072084,11.830144,-5.445160
68.325429,32.066247,11.826626,-5.448760
68.326416,32.065607,11.826240,-5.449926
68.331340,32.062414,11.824315,-5.455744
68.332404,32.062140,11.823484,-5.455753
68.340293,32.060108,11.820400,-5.461991
68.342372,32.059573,11.818775,-5.466885
68.347429,32.060247,11.816799,-5.470883
68.353428,32.061046,11.814454,-5.473282
68.357398,32.061575,11.812903,-5.477972
68.366426,32.059250,11.809374,-5.492168
68.369425,32.059650,11.809374,-5.494539
68.388436,32.062184,11.801944,-5.509570
68.391421,32.062581,11.803111,-5.513097
68.392430,32.062716,11.803111,-5.513895
68.394417,32.062981,11.802334,-5.513912
68.398425,32.063515,11.800768,-5.518648
68.411427,32.060166,11.795686,-5.523846
68.412420,32.059910,11.795298,-5.524243
68.414415,32.059396,11.795298,-5.525041
68.418427,32.059931,11.795298,-5.525077
68.425423,32.060863,11.792563,-5.527874
68.434427,32.062063,11.785525,-5.538513
68.435419,32.062196,11.784362,-5.537746
68.445425,32.063529,11.776541,-5.522193
68.446361,32.063654,11.775809,-5.522933
68.451420,32.062351,11.775809,-5.524956
68.452424,32.062092,11.775417,-5.524573
68.457420,32.060806,11.775417,-5.516807
68.463426,32.056911,11.775417,-5.514514
68.467425,32.054318,11.775417,-5.514550
68.474422,32.049782,11.775417,-5.503674
68.478420,32.047189,11.775417,-5.503710
68.484426,32.043295,11.775417,-5.506111
68.488433,32.042263,11.775417,-5.501449
68.493357,32.040995,11.775417,-5.501493
68.497418,32.041536,11.773830,-5.503117
68.503421,32.042336,11.771483,-5.503171
68.507425,32.044435,11.769918,-5.498512
68.513426,32.045234,11.765228,-5.498566
68.517422,32.047329,11.762104,-5.498602
68.523425,32.050475,11.752719,-5.503348
68.527420,32.054130,11.746474,-5.504945
68.533430,32.059629,11.739427,-5.507348
68.537435,32.063293,11.736296,-5.510515
68.543369,32.068723,11.733977,-5.508249
68.547370,32.072383,11.735541,-5.511413
68.554441,32.076089,11.738304,-5.511476
68.558428,32.076621,11.739863,-5.500604
68.562427,32.074028,11.741426,-5.494388
68.568428,32.067791,11.743771,-5.489751
68.572427,32.066761,11.745334,-5.478847
68.578427,32.065216,11.747679,-5.476556
68.582425,32.065749,11.750804,-5.484404
68.588425,32.068893,11.755494,-5.470388
68.592420,32.072549,11.755494,-5.462617
68.598426,32.078044,11.757842,-5.481450
68.602429,32.081706,11.757842,-5.483050
68.608430,32.089542,11.753151,-5.466687
68.612428,32.093200,11.754713,-5.479223
68.621426,32.101433,11.761747,-5.507438
68.624422,32.105345,11.762918,-5.502781
68.628428,32.109011,11.761352,-5.501251
68.632421,32.111103,11.759791,-5.509090
68.638371,32.116547,11.752815,-5.497516
68.645429,32.123005,11.744539,-5.481029
68.647421,32.124049,11.739868,-5.481047
68.652424,32.124716,11.724225,-5.486958
68.658422,32.125515,11.705471,-5.470602
68.662426,32.126049,11.707036,-5.454989
68.668427,32.124503,11.702345,-5.452697
68.672428,32.123473,11.697654,-5.457424
68.678429,32.126618,11.690618,-5.452788
68.682421,32.130270,11.687498,-5.459064
68.688427,32.138113,11.701582,-5.484939
68.692431,32.144906,11.701582,-5.510014
68.698427,32.157423,11.710956,-5.477259
68.702429,32.162648,11.712520,-5.466347
68.708421,32.161105,11.714862,-5.503871
68.715422,32.162038,11.731279,-5.479307
68.717428,32.162305,11.730495,-5.476973
68.723432,32.158412,11.732842,-5.528652
68.727431,32.160508,11.740656,-5.520873
68.733427,32.168338,11.747687,-5.469371
68.737423,32.168870,11.743001,-5.500643
68.743422,32.172015,11.745346,-5.556968
68.747421,32.178799,11.737531,-5.560130
68.753348,32.193488,11.725949,-5.557866
68.757414,32.201976,11.722771,-5.581740
68.766427,32.217267,11.719248,-5.624092
68.767418,32.218949,11.718861,-5.625263
68.772427,32.225489,11.712988,-5.642928
68.778427,32.233324,11.705953,-5.645327
68.782592,32.237135,11.699441,-5.645364
68.788432,32.235631,11.692594,-5.668241
68.792429,32.233039,11.684783,-5.680775
68.798441,32.233840,11.680083,-5.654982
68.802423,32.235927,11.681640,-5.653461
68.808430,32.241424,11.683987,-5.667602
68.812428,32.245081,11.682425,-5.680138
68.818429,32.248227,11.670698,-5.717719
68.822430,32.250324,11.669134,-5.736520
68.828349,32.255739,11.676074,-5.722693
68.832429,32.259472,11.676074,-5.717946
68.838437,32.260273,11.669030,-5.748526
68.842424,32.260804,11.658122,-5.764144
68.848426,32.263950,11.639356,-5.764198
68.855423,32.264883,11.620213,-5.780669
68.860427,32.263594,11.616301,-5.782670
68.862420,32.263080,11.611628,-5.780351
68.869425,32.261276,11.603414,-5.758511
68.873424,32.260246,11.598725,-5.761673
68.877423,32.259216,11.595599,-5.766398
68.883428,32.255323,11.593252,-5.787575
68.887432,32.249597,11.591688,-5.795435
68.893349,32.241135,11.589375,-5.770050
68.897424,32.235307,11.587782,-5.765309
68.904431,32.222548,11.585044,-5.790019
68.908428,32.213708,11.583482,-5.796304
68.912432,32.206417,11.578787,-5.799470
68.918346,32.197960,11.578787,-5.771786
68.922422,32.193724,11.577194,-5.765450
68.928432,32.187478,11.572496,-5.770202
68.932430,32.186448,11.569371,-5.781176
68.946425,32.188313,11.563901,-5.781302
68.950433,32.188847,11.562335,-5.764107
68.951421,32.188979,11.562335,-5.764116
68.953431,32.188461,11.560763,-5.769633
68.962405,32.182643,11.546734,-5.773221
68.965369,32.180721,11.543259,-5.772089
68.967343,32.180212,11.541716,-5.768249
68.973432,32.176264,11.539336,-5.756405
68.977431,32.173671,11.536210,-5.750189
68.983431,32.169781,11.533865,-5.750243
68.987441,32.167181,11.532298,-5.748712
68.993435,32.163294,11.529955,-5.727681
68.997430,32.159143,11.531516,-5.718349
69.003430,32.150562,11.529171,-5.718403
69.007423,32.146413,11.532292,-5.712196
69.013422,32.142523,11.539326,-5.691149
69.017374,32.141505,11.543960,-5.680372
69.023431,32.142312,11.548695,-5.673325
69.027429,32.145970,11.550257,-5.673361
69.033424,32.153798,11.552600,-5.664042
69.037427,32.157461,11.552600,-5.667207
69.043424,32.162948,11.552600,-5.669605
69.047432,32.165048,11.552600,-5.663375
69.053432,32.165848,11.550255,-5.654049
69.057422,32.163261,11.550255,-5.647847
69.063426,32.157021,11.552602,-5.633822
69.067423,32.151305,11.554164,-5.616674
69.073431,32.142714,11.556512,-5.600291
69.077430,32.140121,11.558075,-5.590949
69.083374,32.140913,11.562721,-5.572417
69.087423,32.143035,11.565886,-5.562959
69.093437,32.148537,11.570587,-5.560662
69.097435,32.153758,11.570587,-5.560698
69.103425,32.161580,11.568246,-5.549046
69.107427,32.166805,11.568246,-5.545954
69.113438,32.174654,11.568246,-5.546008
69.117431,32.178308,11.568246,-5.541362
69.126432,32.186543,11.564728,-5.520336
69.129346,32.186932,11.563589,-5.518084
69.133429,32.187476,11.563589,-5.510142
69.137532,32.188023,11.565193,-5.500557
69.143429,32.188809,11.569803,-5.491391
69.147432,32.190907,11.569803,-5.488298
69.153424,32.196389,11.572145,-5.481326
69.157423,32.201611,11.573707,-5.471984
69.163432,32.209457,11.576056,-5.474387
69.167431,32.216242,11.577619,-5.477549
69.173427,32.228758,11.577619,-5.468229
69.177392,32.235486,11.577619,-5.465165
69.182431,32.240096,11.577619,-5.469149
69.188441,32.245595,11.575270,-5.469203
69.192432,32.249246,11.573710,-5.464560
69.198428,32.254732,11.571367,-5.462270
69.202371,32.256799,11.571367,-5.456141
69.208437,32.259978,11.568996,-5.456196
69.215433,32.263645,11.571730,-5.458993
69.217431,32.265473,11.571730,-5.455887
69.222423,32.270040,11.567828,-5.457883
69.228430,32.277884,11.567828,-5.462633
69.232434,32.283113,11.567828,-5.462669
69.238430,32.290942,11.565485,-5.462723
69.242426,32.294598,11.562361,-5.467444
69.248434,32.300095,11.560013,-5.467498
69.252377,32.303703,11.558472,-5.462910
69.258427,32.309238,11.553743,-5.467694
69.262432,32.311337,11.552177,-5.472426
69.271425,32.316051,11.548663,-5.468992
69.274425,32.317623,11.547490,-5.469019
69.278427,32.319721,11.547490,-5.469055
69.283426,32.320387,11.545536,-5.474961
69.289438,32.323538,11.540837,-5.479714
69.293352,32.325589,11.539307,-5.479750
69.299399,32.326395,11.534580,-5.484531
69.303432,32.328509,11.533004,-5.487719
69.309434,32.331655,11.528313,-5.485428
69.312427,32.332053,11.525973,-5.486624
69.318421,32.332852,11.518945,-5.498392
69.322436,32.334957,11.515807,-5.495289
69.328436,32.338101,11.508772,-5.490653
69.332434,32.340197,11.505646,-5.501627
69.338382,32.343314,11.500997,-5.510979
69.342426,32.347014,11.496255,-5.507855
69.348341,32.350114,11.489320,-5.519467
69.352433,32.350660,11.486121,-5.530699
69.358431,32.356148,11.481433,-5.528408
69.362427,32.356680,11.476748,-5.531568
69.368430,32.357480,11.472055,-5.543353
69.372261,32.357991,11.469061,-5.544884
69.378293,32.358795,11.461988,-5.540224
69.382430,32.357729,11.458754,-5.549962
69.391431,32.355411,11.451718,-5.574668
69.392425,32.355543,11.450553,-5.574289
69.397443,32.356212,11.444669,-5.576295
69.403433,32.357010,11.437646,-5.590396
69.412428,32.358209,11.430615,-5.611570
69.415423,32.358608,11.428274,-5.615109
69.417310,32.358860,11.426799,-5.615863
69.423410,32.359673,11.422030,-5.630223
69.427385,32.361756,11.418923,-5.638026
69.433323,32.364868,11.416602,-5.642721
69.437383,32.366996,11.415016,-5.650692
69.446392,32.368197,11.407974,-5.675420
69.447373,32.368328,11.407974,-5.674279
69.452382,32.367037,11.404058,-5.670408
69.458327,32.363183,11.399411,-5.689050
69.462378,32.360556,11.396245,-5.692253
69.468391,32.359007,11.393894,-5.678206
69.472385,32.356418,11.392333,-5.681364
69.478383,32.352529,11.392333,-5.700172
69.482330,32.351512,11.392333,-5.704835
69.488387,32.349952,11.389966,-5.709624
69.492384,32.348922,11.389966,-5.717471
69.498383,32.347377,11.389966,-5.724559
69.502382,32.346347,11.389966,-5.724595
69.508381,32.342458,11.389966,-5.731683
69.515386,32.337916,11.387228,-5.742697
69.517376,32.336625,11.387228,-5.743493
69.523389,32.330376,11.387228,-5.741197
69.527326,32.327824,11.388767,-5.739693
69.533326,32.323933,11.388767,-5.737402
69.537382,32.322889,11.387182,-5.739024
69.543383,32.321343,11.389527,-5.746114
69.547384,32.320312,11.389527,-5.753969
69.553382,32.321112,11.389527,-5.763400
69.558381,32.321778,11.387573,-5.771260
69.564395,32.322580,11.385223,-5.776015
69.568384,32.323111,11.383664,-5.777610
69.574436,32.323918,11.378933,-5.787125
69.578379,32.324443,11.375851,-5.785620
69.583432,32.323142,11.371901,-5.783690
69.587298,32.322146,11.367368,-5.785236
69.593432,32.320566,11.362574,-5.780496
69.600448,32.318759,11.359831,-5.783302
69.602427,32.318249,11.359058,-5.780999
69.607424,32.316962,11.357105,-5.779091
69.613434,32.315415,11.357105,-5.788541
69.617433,32.315947,11.357105,-5.788577
69.623433,32.319092,11.357105,-5.788630
69.627425,32.319624,11.355545,-5.793347
69.633437,32.320425,11.355545,-5.791051
69.637433,32.320958,11.353983,-5.780155
69.643575,32.319376,11.349182,-5.782611
69.647412,32.318388,11.350682,-5.779646
69.653332,32.316863,11.348368,-5.772758
69.657446,32.315803,11.348368,-5.767971
69.666559,32.313456,11.348368,-5.760929
69.669425,32.313838,11.347248,-5.757595
69.673427,32.314372,11.347248,-5.757631
69.677323,32.316414,11.345725,-5.759189
69.683396,32.319596,11.343351,-5.754496
69.687384,32.321687,11.341793,-5.756091
69.693385,32.324832,11.339447,-5.756144
69.700309,32.325755,11.336741,-5.745382
69.702387,32.325219,11.335929,-5.745401
69.708382,32.321332,11.333586,-5.747798
69.712384,32.318737,11.332022,-5.735321
69.718381,32.314849,11.332022,-5.709592
69.722380,32.310693,11.332022,-5.703376
69.728386,32.306799,11.329675,-5.686999
69.732384,32.304206,11.326549,-5.676097
69.738382,32.302662,11.321861,-5.671462
69.742377,32.303194,11.320300,-5.665253
69.748389,32.308695,11.313250,-5.651208
69.752382,32.312348,11.308569,-5.655926
69.758383,32.317839,11.306223,-5.665362
69.762384,32.323063,11.304659,-5.659143
69.768383,32.328552,11.307004,-5.661541
69.772388,32.332216,11.308569,-5.672534
69.778384,32.337702,11.308569,-5.670245
69.782382,32.339798,11.303882,-5.662468
69.788328,32.340590,11.296910,-5.643930
69.792384,32.341131,11.293739,-5.629699
69.798380,32.339586,11.284366,-5.620379
69.802378,32.338557,11.278115,-5.621978
69.808363,32.337015,11.271098,-5.619693
69.812431,32.337557,11.263148,-5.607010
69.818436,32.340705,11.253760,-5.588288
69.822430,32.342798,11.245955,-5.594568
69.828435,32.348292,11.238914,-5.599316
69.832432,32.353511,11.234228,-5.602476
69.838428,32.363684,11.229541,-5.609560
69.842328,32.371825,11.228017,-5.617217
69.848438,32.382192,11.223241,-5.622048
69.852437,32.387414,11.221678,-5.614269
69.858411,32.392880,11.217008,-5.604983
69.862430,32.394986,11.213866,-5.595595
69.868380,32.398104,11.211541,-5.574719
69.872434,32.398645,11.209957,-5.574755
69.878429,32.397101,11.207614,-5.584181
69.882392,32.399178,11.204516,-5.584217
69.888437,32.404709,11.197428,-5.586634
69.893431,32.409278,11.189621,-5.594486
69.899428,32.417109,11.177901,-5.603916
69.903430,32.422334,11.174773,-5.610208
69.909415,32.430150,11.174773,-5.617279
69.913439,32.433831,11.171628,-5.617315
69.919434,32.436973,11.164598,-5.612683
69.922437,32.439721,11.161077,-5.610363
69.928443,32.442869,11.154035,-5.615112
69.932431,32.443400,11.147801,-5.622941
69.938437,32.446548,11.145453,-5.611258
69.944432,32.449690,11.145453,-5.594910
69.947426,32.450089,11.145453,-5.594937
69.952445,32.450758,11.143492,-5.594982
69.958430,32.451556,11.138813,-5.592697
69.962432,32.452089,11.137249,-5.591169
69.968439,32.450542,11.139597,-5.588875
