tiempo, ax, ay, az
0.000000,129,127,152 n
0.01,129,127,152 n
0.02,129,127.461,152 n
0.03,129,127,151.297 n
0.04,129,127,152 n
0.05,129,127,152 n
0.06,129,127,152 n
0.07,129,127,151 n
0.08,129,127,152 n
0.09,129,127,152 n
0.1,129,127,151.255 n
0.11,129.746,127,151.746 n
0.12,129,127,152.254 n
0.13,130,127.748,152 n
0.14,129.747,127.747,151 n
0.15,130,127.253,152.747 n
0.16,130,128,151 n
0.17,130,127,151.336 n
0.18,130,127.664,152.664 n
0.19,130.664,127.664,151.671 n
0.2,131,127,151.664 n
0.21,130.664,128,152 n
0.22,131,128,151.672 n
0.23,131,127.337,151 n
0.24,131,127.336,152 n
0.25,131,128,152 n
0.26,131,128,152 n
0.27,131,127.336,152.336 n
0.28,131.664,128,151.664 n
0.29,131.336,128,152.664 n
0.3,132,127.664,150.336 n
0.31,132,127.336,152.336 n
0.32,132,127.664,152.336 n
0.33,132,128,151.327 n
0.34,132.664,127,152.336 n
0.35,132.655,128,150.655 n
0.36,133,128,153.796 n
0.37,133,128,151.254 n
0.38,133,128,152.746 n
0.39,133,128,151.255 n
0.4,133.745,128,151.745 n
0.41,133.254,128,153 n
0.42,134,128,151 n
0.43,134,128,152 n
0.44,134,127.242,151.242 n
0.45,134,128,151.252 n
0.46,134,127.254,152 n
0.47,134,128,151.746 n
0.48,134,127.505,151.505 n
0.49,134,128,152.495 n
0.5,134,128,151.505 n
0.51,134.745,128,152 n
0.52,135,128,151.746 n
0.53,134,128,152 n
0.54,135,128,151.492 n
0.55,135,128,151.51 n
0.56,135,128,150.745 n
0.57,135,128,151.255 n
0.58,135,128,151.355 n
0.59,135,128,151.626 n
0.6,135,127.251,152.499 n
0.61,135,128,150.506 n
0.62,134,128,152.491 n
0.63,134.746,128,151 n
0.64,135,128,152 n
0.65,135,128,150 n
0.66,134.252,128,152.252 n
0.67,134.747,127.747,151.494 n
0.68,135,128,152.642 n
0.69,135,128,150.01 n
0.7,135,128,152.774 n
0.71,135,127.665,152.329 n
0.72,135,128,150.672 n
0.73,135,128,151.328 n
0.74,134,128,150 n
0.75,135,128.664,152.336 n
0.76,135,128,150.664 n
0.77,135,128,152.336 n
0.78,135,128,150 n
0.79,135,128,151.66 n
0.8,134.664,128,151.664 n
0.81,135,128.336,150.672 n
0.82,135,128,151.569 n
0.83,135,128,150.006 n
0.84,134.502,128,152.493 n
0.85,134,127.403,151.403 n
0.86,135,127.664,151.336 n
0.87,135,128,149 n
0.88,134.336,128,151.672 n
0.89,134.665,128,150.994 n
0.9,135,127.336,151.673 n
0.91,135,127,152.327 n
0.92,134,127,150.672 n
0.93,135,128,154.664 n
0.94,135,127,148.682 n
0.95,135,127,154.327 n
0.96,134.662,125.338,150.662 n
0.97,134.336,125.664,152.336 n
0.98,134.662,127,154.325 n
0.99,134.337,126.337,149.685 n
1,135,127,154.338 n
1.01,135.67,127,149.319 n
1.02,136,126.113,150.662 n
1.03,135,127,151.745 n
1.04,135,127,151.769 n
1.05,135,127.744,150.977 n
1.06,135,128,149.024 n
1.07,135.746,128,150.983 n
1.08,135.746,127,150.746 n
1.09,136,127,150.737 n
1.1,135,127,151.722 n
1.11,135,127,151.021 n
1.12,136,126,149.744 n
1.13,135.253,126,149 n
1.14,135,126.255,153.255 n
1.15,135,125.255,150.49 n
1.16,136,126.745,152.511 n
1.17,136.75,126,152.501 n
1.18,136,126,147.487 n
1.19,135.27,126,155 n
1.2,135,126.264,149.472 n
1.21,135,126.734,150.799 n
1.22,135,127.732,152.465 n
1.23,135.432,127,149 n
1.24,137,127,153 n
1.25,137,127.345,148.655 n
1.26,135.345,127.345,150 n
1.27,134,127,154.655 n
1.28,134.658,125.342,149.316 n
1.29,136.655,125,154.691 n
1.3,137.464,125.536,149.928 n
1.31,136.267,125,148.533 n
1.32,136,124.976,153.976 n
1.33,134,124.214,149.214 n
1.34,134,123.267,153.534 n
1.35,135.586,124,154.343 n
1.36,136,124.344,147.722 n
1.37,135.345,125.31,154.964 n
1.38,135,124.691,149.346 n
1.39,135,125,153 n
1.4,135.661,126,154 n
1.41,135,125.655,148.31 n
1.42,135,125.655,153.31 n
1.43,135,125.652,150.391 n
1.44,135,126.346,152.617 n
1.45,135,125.562,151.562 n
1.46,134.413,124.587,149.239 n
1.47,134.491,125.509,153.965 n
1.48,136,125,148.142 n
1.49,136,125,151.929 n
1.5,135,125.733,151.93 n
1.51,134.267,124.733,150.335 n
1.52,134,124,151.463 n
1.53,135,125.463,153.731 n
1.54,135.731,124.269,151.269 n
1.55,136,123.489,150.466 n
1.56,135,123.784,151.863 n
1.57,134,123.796,151.735 n
1.58,133,123,153.381 n
1.59,134,123.268,152.875 n
1.6,135.732,124,151.196 n
1.61,136.269,123.731,153.807 n
1.62,135.236,123.764,150 n
1.63,134,124,154.728 n
1.64,133,122.256,150.769 n
1.65,133,122.256,150 n
1.66,135.756,124,156.756 n
1.67,136,123,145.525 n
1.68,135.254,122.746,153.221 n
1.69,134.255,123.745,151.277 n
1.7,134,122.255,152.49 n
1.71,134,123.25,156.25 n
1.72,133.256,121.256,145.533 n
1.73,134.744,121,155.487 n
1.74,135.743,122.743,150 n
1.75,136,122,151 n
1.76,134.256,122,154.487 n
1.77,133.247,123.247,147.74 n
1.78,134,123,153.256 n
1.79,134.493,123.746,152.225 n
1.8,136,123.746,151.016 n
1.81,135.256,122.512,148 n
1.82,134.256,123.744,148.744 n
1.83,134,124.998,153.988 n
1.84,134,124,149.228 n
1.85,135,124.496,150 n
1.86,135.663,124.337,149.011 n
1.87,135.495,122,151 n
1.88,134,124.494,152.962 n
1.89,132.256,123.256,149.769 n
1.9,132,120.257,152.513 n
1.91,133.744,122.744,154.975 n
1.92,136,123.744,150.564 n
1.93,135.255,124,151.215 n
1.94,133.257,123.743,149.743 n
1.95,133,124.997,155.981 n
1.96,132.613,124,150 n
1.97,135,123.939,158.757 n
1.98,135,123.314,156.257 n
1.99,135.255,124.628,147.745 n
2,131.405,124,149.166 n
2.01,131.672,123.328,152.672 n
2.02,135.654,121.346,151.73 n
2.03,137.654,123.654,147.617 n
2.04,137.346,123,150.384 n
2.05,135.345,122.345,147.927 n
2.06,134,122,149.018 n
2.07,134,122,150.931 n
2.08,134.731,121.731,150 n
2.09,136,120.731,147.808 n
2.1,135,121,149.462 n
2.11,135.731,123.731,150.807 n
2.12,136,124,150.968 n
2.13,133.976,123.488,148.952 n
2.14,132.185,123,151.369 n
2.15,133.47,124,155.146 n
2.16,135,122,150.609 n
2.17,136,121.269,153.383 n
2.18,136,121.992,153.017 n
2.19,135,123,153.582 n
2.2,134,123,152.241 n
2.21,133.504,122,154.016 n
2.22,134.495,121.505,152.979 n
2.23,136,121,154.021 n
2.24,136,121.338,149.338 n
2.25,135,121.334,152.997 n
2.26,135,122.662,151.352 n
2.27,135,124,152.986 n
2.28,134.333,123,149.666 n
2.29,134,122.338,152.324 n
2.3,134.665,122,153 n
2.31,135,121.662,150.338 n
2.32,136.662,121,154.985 n
2.33,137,122,147.675 n
2.34,135.338,121.338,151.986 n
2.35,134.338,122,151.689 n
2.36,133,122,151.883 n
2.37,133.795,121.795,154 n
2.38,135.731,121.269,151 n
2.39,137,121.701,148.896 n
2.4,136.246,123.754,149 n
2.41,135,124,150.26 n
2.42,133.247,122.247,150.494 n
2.43,132,122.246,151.771 n
2.44,132.754,122.754,150.739 n
2.45,135.754,120.246,153.246 n
2.46,137,119,150.26 n
2.47,135.247,118,149.753 n
2.48,135.754,120,154.507 n
2.49,136,120.506,149.987 n
2.5,135,121.246,151.507 n
2.51,134.247,122,150.247 n
2.52,132.247,121.753,150.753 n
2.53,132,122.246,156.018 n
2.54,133.753,122,149.236 n
2.55,136.753,122,151 n
2.56,137,121.753,149.247 n
2.57,134.495,122,148.99 n
2.58,133,123.764,153.35 n
2.59,131.247,124,151.483 n
2.6,132.753,122,153 n
2.61,134.506,123,150.753 n
2.62,136,121.57,151.71 n
2.63,136,120,148.34 n
2.64,134.332,119.668,150.332 n
2.65,133.427,121,151.573 n
2.66,132,120.498,150.502 n
2.67,133.502,120,151.988 n
2.68,134.604,121,150.813 n
2.69,134.331,122,151.669 n
2.7,134,121.669,151 n
2.71,135,122.669,152.994 n
2.72,135.669,123,149.669 n
2.73,135,123,150.682 n
2.74,134.332,123,149.659 n
2.75,133,123,150.668 n
2.76,133.669,123.669,154.006 n
2.77,134.669,125,151.331 n
2.78,135.669,124.331,151.338 n
2.79,135.332,124,150.995 n
2.8,134,123,152.006 n
2.81,134,123,154.005 n
2.82,134,123,150.326 n
2.83,133.331,123.669,151.344 n
2.84,133,124.668,156 n
2.85,134.668,124,153.332 n
2.86,136,124,152.668 n
2.87,135.331,124,149.994 n
2.88,133.331,123,152.669 n
2.89,132,123,155.006 n
2.9,132.669,123,153.669 n
2.91,134.668,123,152.332 n
2.92,136,123.331,150.326 n
2.93,134.662,124,151.338 n
2.94,133,123.445,151.891 n
2.95,133,125,153.603 n
2.96,133,125.332,151 n
2.97,133,125,149.663 n
2.98,133.669,125.331,152.669 n
2.99,135,125.677,147.97 n
3,134.335,124.335,150.996 n
3.01,133,124,151.006 n
3.02,133,124.339,151.696 n
3.03,133.661,124.339,149.661 n
3.04,134,124.661,150 n
3.05,133,123,150 n
3.06,132,124,151.706 n
3.07,132.491,123.509,154.035 n
3.08,133.486,123.027,151.486 n
3.09,134,123,148.641 n
3.1,132.27,123.73,151.73 n
3.11,131.009,123.009,151.009 n
3.12,130.73,123,152.459 n
3.13,132,124,150.074 n
3.14,133,125,152.27 n
3.15,131.268,125,150.732 n
3.16,130.271,125,154 n
3.17,129.731,125,153.922 n
3.18,131,123.265,153.53 n
3.19,132.73,123,149.809 n
3.2,132.27,123,153 n
3.21,132,123,155.729 n
3.22,131,123,151.487 n
3.23,132.784,122.784,155.216 n
3.24,133,123,152.453 n
3.25,133,123.925,150.149 n
3.26,132.189,125,153.054 n
3.27,132.784,124.216,151.568 n
3.28,133,123.733,150.07 n
3.29,133,125,150.46 n
3.3,131.268,125,152.926 n
3.31,130.27,124.73,155 n
3.32,131,127,154 n
3.33,131.729,129.729,151 n
3.34,132,128.27,154.082 n
3.35,133,128,150.461 n
3.36,133,128,152.729 n
3.37,132,125.27,149.54 n
3.38,132.27,125,151 n
3.39,132,125,153 n
3.4,132,125.479,153.042 n
3.41,133.283,127,154.133 n
3.42,133,126.271,148.354 n
3.43,132.271,126,149.354 n
3.44,132,126.458,153.645 n
3.45,132,126.73,151.27 n
3.46,133.729,128.271,150.458 n
3.47,134,128,147.271 n
3.48,133.27,127.27,152.079 n
3.49,132,127,152.649 n
3.5,132,126.457,153.271 n
3.51,132,126.542,154.458 n
3.52,132,125,150.813 n
3.53,133,125.729,154 n
3.54,133.733,127,155.132 n
3.55,133.27,126,149.619 n
3.56,134,126.271,154.729 n
3.57,133.271,127,151.458 n
3.58,132,125,152.457 n
3.59,132.749,127.749,155.246 n
3.6,134,128,150.958 n
3.61,133.24,126.48,151.52 n
3.62,132.24,127,149.24 n
3.63,132,126.761,152.478 n
3.64,131,125.241,155.312 n
3.65,132,126.761,149.956 n
3.66,132.24,126.24,154.962 n
3.67,131.76,128.52,154.598 n
3.68,132,130.759,152.685 n
3.69,133,130.649,153.324 n
3.7,133,131,153.019 n
3.71,133,129.654,149.673 n
3.72,133,126.654,152.635 n
3.73,132.673,125.327,152.019 n
3.74,131,127.346,150.037 n
3.75,130.673,127,156.653 n
3.76,132.357,127,149.393 n
3.77,134,128.673,147.616 n
3.78,133.327,128.327,154 n
3.79,131.325,128.024,148.047 n
3.8,130.327,128,154.981 n
3.81,130.673,128.327,148.673 n
3.82,131,127.673,148.309 n
3.83,131.673,129,153.691 n
3.84,132.672,128,149.311 n
3.85,134,126,152.346 n
3.86,132.327,127,150 n
3.87,131,127,153.654 n
3.88,130.675,129.675,150.377 n
3.89,131,128.654,149.634 n
3.9,132.673,129.347,149.02 n
3.91,132,130.327,150 n
3.92,132,128.327,150.308 n
3.93,131.673,129.345,150.364 n
3.94,132,129.328,150.655 n
3.95,131,128,151.673 n
3.96,131,128,150 n
3.97,131.673,128,152.327 n
3.98,132.673,129,150.346 n
3.99,132.327,128.327,148.981 n
4,131.335,129,153.325 n
4.01,131,129.664,152.336 n
4.02,132,129,152.681 n
4.03,131.559,129,150.234 n
4.04,132,129.515,152.058 n
4.05,132,129.029,150.544 n
4.06,131,129.582,149.495 n
4.07,131,128.348,155.044 n
4.08,131.653,128,146.694 n
4.09,133,128.347,152.042 n
4.1,132,129,148.958 n
4.11,131,127.652,151.348 n
4.12,131,127.348,153.957 n
4.13,130,127,150.696 n
4.14,131,126.272,154.544 n
4.15,130.726,128,150.358 n
4.16,132,128,149.897 n
4.17,132,127.272,149.185 n
4.18,130.167,128.417,148.417 n
4.19,129,128,158.329 n
4.2,128.68,128,151.68 n
4.21,129.678,127,156.322 n
4.22,131.692,127.692,147.615 n
4.23,130.322,129,148.678 n
4.24,130.678,127.322,154.033 n
4.25,129.322,126.678,146.286 n
4.26,129,127.322,157.034 n
4.27,128.678,127,149.966 n
4.28,130.678,128.678,150.644 n
4.29,131.321,129,152.358 n
4.3,130.322,128.678,147 n
4.31,130,128.309,155.073 n
4.32,130,128.678,148.288 n
4.33,130,130,152.678 n
4.34,130,130.675,152.675 n
4.35,129.326,130,148.978 n
4.36,129.675,130.325,153.049 n
4.37,130.325,129.325,147.251 n
4.38,131,128.675,152.049 n
4.39,131,128,152.351 n
4.4,129.326,128.674,148.628 n
4.41,129.675,129.325,154.024 n
4.42,129,129,147.976 n
4.43,129.325,129,151.325 n
4.44,129,128.325,152.373 n
4.45,129,127.68,150.96 n
4.46,131,128.675,152.325 n
4.47,132,129,150.675 n
4.48,131,129,148.951 n
4.49,129.324,130.676,152.351 n
4.5,129,130.326,149.652 n
4.51,129,129.422,149.843 n
4.52,130.339,130,154.016 n
4.53,131,129,149.81 n
4.54,131,129,148.468 n
4.55,131,127.325,148.949 n
4.56,131.488,129,148 n
4.57,130.237,129,151.288 n
4.58,129,128.524,151.476 n
4.59,130.527,128.237,154.817 n
4.6,130.238,128.762,149.192 n
4.61,129.238,129,154 n
4.62,129.762,128.762,154.049 n
4.63,130,130.29,147.473 n
4.64,130,130,154.285 n
4.65,129,129.762,152.762 n
4.66,129,129.762,153.523 n
4.67,128.238,129,154.762 n
4.68,128.762,129.762,152.476 n
4.69,129,130,152 n
4.7,128.272,130,152.272 n
4.71,129,128.546,151.546 n
4.72,130,129,152.454 n
4.73,129.268,129.732,150.732 n
4.74,128.27,130.73,153.73 n
4.75,128,131,153.728 n
4.76,128,131.273,153 n
4.77,128.728,131,152 n
4.78,129,130.273,153.545 n
4.79,129.739,130,150.261 n
4.8,130,130,152 n
4.81,129,130,151.011 n
4.82,128.511,130.489,151.511 n
4.83,127.346,131,153.654 n
4.84,127,130.738,152 n
4.85,127.319,130,154.319 n
4.86,129,129,152.261 n
4.87,129.508,129.492,153.046 n
4.88,129.791,131.209,157.913 n
4.89,130,129.739,145.348 n
4.9,128.522,130.261,153.306 n
4.91,127.739,132.261,159.081 n
4.92,129,130.461,148.041 n
4.93,130.727,132,155.637 n
4.94,130.275,132,149.725 n
4.95,130.273,130.273,151.091 n
4.96,130,130.274,150 n
4.97,129.728,130.455,155.272 n
4.98,130.727,130,150.454 n
4.99,131,130.456,149.633 n
5,131.728,131,153.639 n
5.01,131,130.272,147.544 n
5.02,131,130.456,152.544 n
5.03,130,131.271,151.372 n
5.04,129,132.469,149.125 n
5.05,130,132.548,156.178 n
5.06,130.726,132.274,149.905 n
5.07,131.273,131,149.729 n
5.08,131.323,131.677,149.583 n
5.09,131,131.161,150.098 n
5.1,131,131,151.933 n
5.11,130,132,151.255 n
5.12,129.272,133,153.272 n
5.13,128.415,133.17,154.83 n
5.14,130.652,131.652,152.393 n
5.15,131,132.303,149.606 n
5.16,131.349,132.046,154.743 n
5.17,130.349,131,150.303 n
5.18,130,133,152.349 n
5.19,130.651,131.697,155 n
5.2,129,130.674,151.695 n
5.21,130,131.341,155.683 n
5.22,131,131.341,155 n
5.23,131,130.659,150.976 n
5.24,131.341,131,153.023 n
5.25,129.341,130,151 n
5.26,128.565,130,155.824 n
5.27,129.492,130.492,152.064 n
5.28,131,130,151.272 n
5.29,131,130.26,148 n
5.3,130.257,131,148.799 n
5.31,130.739,132,153.908 n
5.32,128.258,133,149.774 n
5.33,129,132,155.471 n
5.34,129,131,151.545 n
5.35,129.727,132,153.907 n
5.36,130,131,150.547 n
5.37,130.725,132,152 n
5.38,131,131.516,148.516 n
5.39,129.4,132,151 n
5.4,128,132.568,153.148 n
5.41,128.581,131.419,153.096 n
5.42,130.652,132.652,150.303 n
5.43,131,133.349,152.953 n
5.44,130,131.652,148.045 n
5.45,129.546,132.093,155.361 n
5.46,130.452,131,151 n
5.47,130.274,131,147.369 n
5.48,130.726,131,154.452 n
5.49,129.272,131.728,148.728 n
5.5,129.724,132,154 n
5.51,131,132,152.338 n
5.52,131,132.441,151.559 n
5.53,130,132,151.516 n
5.54,129,132,152.516 n
5.55,129,131.698,152.952 n
5.56,130,131.35,150.749 n
5.57,131,132,151.598 n
5.58,130.274,132,149.823 n
5.59,128.273,134.454,153.727 n
5.6,128,134.728,152.272 n
5.61,129,132.726,154 n
5.62,130,133.726,150 n
5.63,131,132,153.816 n
5.64,130,131.274,154.357 n
5.65,130,133,152.274 n
5.66,130,133,154.726 n
