tiempo, ax, ay, az
0.000000,129,127,152
0.01,129,127,152
0.02,129,127.461,152
0.03,129,127,151.297
0.04,129,127,152
0.05,129,127,152
0.06,129,127,152
0.07,129,127,151
0.08,129,127,152
0.09,129,127,152
0.1,129,127,151.255
0.11,129.746,127,151.746
0.12,129,127,152.254
0.13,130,127.748,152
0.14,129.747,127.747,151
0.15,130,127.253,152.747
0.16,130,128,151
0.17,130,127,151.336
0.18,130,127.664,152.664
0.19,130.664,127.664,151.671
0.2,131,127,151.664
0.21,130.664,128,152
0.22,131,128,151.672
0.23,131,127.337,151
0.24,131,127.336,152
0.25,131,128,152
0.26,131,128,152
0.27,131,127.336,152.336
0.28,131.664,128,151.664
0.29,131.336,128,152.664
0.3,132,127.664,150.336
0.31,132,127.336,152.336
0.32,132,127.664,152.336
0.33,132,128,151.327
0.34,132.664,127,152.336
0.35,132.655,128,150.655
0.36,133,128,153.796
0.37,133,128,151.254
0.38,133,128,152.746
0.39,133,128,151.255
0.4,133.745,128,151.745
0.41,133.254,128,153
0.42,134,128,151
0.43,134,128,152
0.44,134,127.242,151.242
0.45,134,128,151.252
0.46,134,127.254,152
0.47,134,128,151.746
0.48,134,127.505,151.505
0.49,134,128,152.495
0.5,134,128,151.505
0.51,134.745,128,152
0.52,135,128,151.746
0.53,134,128,152
0.54,135,128,151.492
0.55,135,128,151.51
0.56,135,128,150.745
0.57,135,128,151.255
0.58,135,128,151.355
0.59,135,128,151.626
0.6,135,127.251,152.499
0.61,135,128,150.506
0.62,134,128,152.491
0.63,134.746,128,151
0.64,135,128,152
0.65,135,128,150
0.66,134.252,128,152.252
0.67,134.747,127.747,151.494
0.68,135,128,152.642
0.69,135,128,150.01
0.7,135,128,152.774
0.71,135,127.665,152.329
0.72,135,128,150.672
0.73,135,128,151.328
0.74,134,128,150
0.75,135,128.664,152.336
0.76,135,128,150.664
0.77,135,128,152.336
0.78,135,128,150
0.79,135,128,151.66
0.8,134.664,128,151.664
0.81,135,128.336,150.672
0.82,135,128,151.569
0.83,135,128,150.006
0.84,134.502,128,152.493
0.85,134,127.403,151.403
0.86,135,127.664,151.336
0.87,135,128,149
0.88,134.336,128,151.672
0.89,134.665,128,150.994
0.9,135,127.336,151.673
0.91,135,127,152.327
0.92,134,127,150.672
0.93,135,128,154.664
0.94,135,127,148.682
0.95,135,127,154.327
0.96,134.662,125.338,150.662
0.97,134.336,125.664,152.336
0.98,134.662,127,154.325
0.99,134.337,126.337,149.685
1,135,127,154.338
1.01,135.67,127,149.319
1.02,136,126.113,150.662
1.03,135,127,151.745
1.04,135,127,151.769
1.05,135,127.744,150.977
1.06,135,128,149.024
1.07,135.746,128,150.983
1.08,135.746,127,150.746
1.09,136,127,150.737
1.1,135,127,151.722
1.11,135,127,151.021
1.12,136,126,149.744
1.13,135.253,126,149
1.14,135,126.255,153.255
1.15,135,125.255,150.49
1.16,136,126.745,152.511
1.17,136.75,126,152.501
1.18,136,126,147.487
1.19,135.27,126,155
1.2,135,126.264,149.472
1.21,135,126.734,150.799
1.22,135,127.732,152.465
1.23,135.432,127,149
1.24,137,127,153
1.25,137,127.345,148.655
